"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",61,"Sam Adams",33,"RG",16,16,256,"6-3","Prairie View","9/20/1948","9",6,""
"2",80,"Gordon Banks",23,"wr",6,1,175,"5-10","Stanford","3/12/1958","1",0,""
"3",63,"Barry Bennett",26,"dt",3,3,257,"6-4","Concordia-Moorhead (MN)","12/10/1955","3",1,"New Orleans Saints / 3rd / 60th pick / 1978"
"4",91,"Monte Bennett",22,"nt",16,6,265,"6-3","Kansas St.","4/27/1959","Rook",3,""
"5",50,"Ken Bordelon",27,"lb",15,3,228,"6-4","LSU","8/26/1954","5",2,"Los Angeles Rams / 5th / 149th pick / 1976"
"6",77,"Jerry Boyarsky",22,"NT",11,7,290,"6-3","Pittsburgh","5/15/1959","Rook",3,"New Orleans Saints / 5th / 128th pick / 1981"
"7",85,"Hoby Brenner",22,"te",9,1,240,"6-4","USC","6/2/1959","Rook",1,"New Orleans Saints / 3rd / 71st pick / 1981"
"8",67,"Stan Brock",23,"RT",16,16,295,"6-6","Colorado","6/8/1958","1",6,"New Orleans Saints / 1st / 12th pick / 1980"
"9",86,"Rich Caster",33,"",4,0,228,"6-5","Jackson St.","10/16/1948","11",1,"New York Jets / 2nd / 46th pick / 1970"
"10",89,"Wes Chandler",25,"wr",4,4,196,"6-0","Florida","8/22/1956","3",2,"New Orleans Saints / 1st / 3rd pick / 1978"
"11",14,"Russell Erxleben",24,"P",16,0,223,"6-4","Texas","1/13/1957","2",2,"New Orleans Saints / 1st / 11th pick / 1979"
"12",59,"Chuck Evans",25,"lb",16,1,235,"6-3","Stanford","12/19/1956","1",1,"New Orleans Saints / 8th / 206th pick / 1980"
"13",20,"Russell Gary",22,"SS",14,14,195,"5-11","Nebraska","7/31/1959","Rook",5,"New Orleans Saints / 2nd / 29th pick / 1981"
"14",78,"Elois Grooms",28,"RDE",16,16,249,"6-4","Tennessee Tech","5/20/1953","6",6,"New Orleans Saints / 3rd / 63rd pick / 1975"
