"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",70,"Bill Barnett",28,"de",16,1,256,"6-4","Nebraska","5/10/1956","4",2,"Miami Dolphins / 3rd / 75th pick / 1980"
"2",73,"Bob Baumhower*",29,"NT",15,15,261,"6-5","Alabama","8/4/1955","7",13,"Miami Dolphins / 2nd / 40th pick / 1977"
"3",34,"Woody Bennett",29,"FB",16,9,227,"6-2","Miami (FL)","3/24/1955","5",6,""
"4",78,"Charles Benson",24,"",16,0,267,"6-3","Baylor","11/21/1960","1",1,"Miami Dolphins / 3rd / 76th pick / 1983"
"5",75,"Doug Betters",28,"LDE",16,16,262,"6-7","Montana,Nevada","6/11/1956","6",8,"Miami Dolphins / 6th / 163rd pick / 1978"
"6",47,"Glenn Blackwood",27,"SS",16,16,187,"6-0","Texas","2/23/1957","5",7,"Miami Dolphins / 8th / 215th pick / 1979"
"7",42,"Lyle Blackwood",33,"FS",16,16,190,"6-1","TCU","5/24/1951","11",7,"Denver Broncos / 9th / 217th pick / 1973"
"8",58,"Kim Bokamper",30,"RDE",11,10,245,"6-6","Concordia-Moorhead (MN),San Jose St.","9/25/1954","7",5,"Miami Dolphins / 1st / 19th pick / 1976"
"9",56,"Charles Bowser",25,"ROLB",15,15,231,"6-3","Duke","10/2/1959","2",7,"Miami Dolphins / 4th / 108th pick / 1982"
"10",53,"Jay Brophy",24,"lilb",11,5,233,"6-3","Miami (FL)","7/27/1960","Rook",3,"Miami Dolphins / 2nd / 53rd pick / 1984"
"11",43,"Bud Brown",23,"",16,0,194,"6-0","Southern Miss","4/19/1961","Rook",1,"Miami Dolphins / 11th / 305th pick / 1984"
"12",51,"Mark Brown",23,"RILB",16,9,230,"6-2","Purdue","7/18/1961","1",4,"Miami Dolphins / 9th / 250th pick / 1983"
"13",59,"Bob Brudzinski",29,"LOLB",16,16,230,"6-4","Ohio St.","1/1/1955","7",7,"Los Angeles Rams / 1st / 23rd pick / 1977"
"14",82,"Fernanza Burgess",24,"",3,0,210,"6-1","Morris Brown","3/6/1960","Rook",0,""
"15",23,"Joe Carter",22,"rb",13,2,198,"5-11","Alabama","6/23/1962","Rook",5,"Miami Dolphins / 4th / 109th pick / 1984"
"16",81,"Jimmy Cefalo",28,"",16,0,190,"5-11","Penn St.","10/6/1956","6",2,"Miami Dolphins / 3rd / 81st pick / 1978"
"17",71,"Mike Charles",22,"rde",10,6,292,"6-4","Syracuse","9/23/1962","1",3,"Miami Dolphins / 2nd / 55th pick / 1983"
"18",86,"John Chesley",22,"",1,0,225,"6-5","Oklahoma St.","7/2/1962","Rook",0,"Miami Dolphins / 10th / 277th pick / 1984"
"19",76,"Steve Clark",24,"",12,0,255,"6-4","Utah","8/2/1960","2",1,"Miami Dolphins / 9th / 239th pick / 1982"
"20",83,"Mark Clayton*",23,"WR",15,15,177,"5-9","Louisville","4/8/1961","1",16,"Miami Dolphins / 8th / 223rd pick / 1983"
"21",77,"A.J. Duhe*",29,"LILB",12,8,247,"6-4","LSU","11/27/1955","7",7,"Miami Dolphins / 1st / 13th pick / 1977"
