"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr.","Cap.Hit"
"1",38,"Jude Adjei-Barimah",NA,"cb",13,7,200,"5-11","Bowling Green","","Rook",2,"","$112,200"
"2",58,"Kwon Alexander",21,"MLB",12,12,227,"6-2","LSU","8/3/1994","Rook",5,"Tampa Bay Buccaneers / 4th / 124th pick / 2015","$554,580"
"3",27,"Johnthan Banks",26,"cb",14,7,185,"6-2","Mississippi St.","10/3/1989","2",2,"Tampa Bay Buccaneers / 2nd / 43rd pick / 2013","$1,288,997"
"4",10,"Connor Barth",29,"",12,0,193,"5-11","North Carolina","4/11/1986","7",2,"",""
"5",71,"Da'Quan Bowers",25,"",3,0,275,"6-4","Clemson","2/23/1990","4",0,"Tampa Bay Buccaneers / 2nd / 51st pick / 2011",""
"6",84,"Cameron Brate",24,"te",14,4,235,"6-5","Harvard","7/3/1991","1",2,"","$112,200"
"7",2,"Kyle Brindza",22,"",4,0,236,"6-1","Notre Dame","1/13/1993","Rook",-2,"","$435,000"
"8",91,"Kourtnei Brown",27,"",4,0,253,"6-4","Clemson","4/17/1988","3",0,"","$435,000"
"9",50,"Bruce Carter",27,"mlb",14,3,235,"6-3","North Carolina","2/19/1988","4",2,"Dallas Cowboys / 2nd / 40th pick / 2011","$4,250,000"
"10",78,"Gosder Cherilus",31,"RT",13,13,315,"6-7","Boston Col.","6/28/1984","7",7,"Detroit Lions / 1st / 17th pick / 2008","$2,500,000"
"11",23,"Chris Conte",26,"SS",14,13,197,"6-2","California","2/23/1989","4",4,"Chicago Bears / 3rd / 93rd pick / 2011","$1,500,000"
"12",54,"Lavonte David*",25,"LB",16,16,233,"6-1","Nebraska","1/23/1990","3",9,"Tampa Bay Buccaneers / 2nd / 58th pick / 2012","$6,104,642"
"13",48,"Andrew DePaola",28,"",16,0,205,"6-2","Rutgers","7/28/1987","1",1,"","$510,000"
"14",62,"Evan Dietrich-Smith",29,"rg",8,5,297,"6-2","Idaho St.","7/19/1986","6",2,"","$3,750,000"
"15",69,"Demar Dotson",30,"rt",6,3,315,"6-9","Southern Mississippi","10/11/1985","6",2,"","$2,500,000"
"16",17,"Donteea Dye",22,"wr",10,6,195,"6-0","Heidelberg","8/20/1993","Rook",1,"","$112,200"
"17",13,"Mike Evans",22,"WR",15,14,231,"6-5","Texas A&M","8/21/1993","1",10,"Tampa Bay Buccaneers / 1st / 7th pick / 2014","$3,325,341"
"18",96,"T.J. Fatinikun",24,"",2,0,250,"6-2","Toledo","7/28/1991","1",0,"","$510,000"
"19",79,"Reid Fragel",25,"",1,0,308,"6-8","Ohio St.","9/18/1990","2",0,"Cincinnati Bengals / 7th / 240th pick / 2013","$112,200"
"20",52,"Jeremiah George",23,"",15,0,234,"5-11","Iowa St.","1/24/1992","1",1,"New York Jets / 5th / 154th pick / 2014","$510,000"
"21",92,"William Gholston",24,"DE",16,11,281,"6-6","Michigan St.","7/31/1991","2",5,"Tampa Bay Buccaneers / 4th / 126th pick / 2013","$685,136"
"22",53,"Adarius Glanton",25,"",5,0,215,"6-1","Florida Atlantic","9/21/1990","1",0,"",""
"23",68,"Joe Hawley",27,"C",15,14,297,"6-3","UNLV","10/22/1988","5",6,"Atlanta Falcons / 4th / 117th pick / 2010",""
"24",11,"Adam Humphries",22,"",13,0,195,"5-11","Clemson","1/24/1993","Rook",2,"","$435,000"
"25",83,"Vincent Jackson",32,"WR",10,9,241,"6-5","Northern Colorado","1/14/1983","10",5,"San Diego Chargers / 2nd / 61st pick / 2005","$12,209,777"
"26",24,"Mike Jenkins",30,"cb",14,5,200,"6-0","South Florida","3/22/1985","7",2,"Dallas Cowboys / 1st / 25th pick / 2008","$825,000"
"27",28,"Tim Jennings",32,"cb",6,3,186,"5-8","Georgia","12/24/1983","9",1,"Indianapolis Colts / 2nd / 62nd pick / 2006","$585,000"
"28",94,"George Johnson",28,"de",11,5,265,"6-4","Rutgers","12/11/1987","4",2,"","$2,750,000"
"29",53,"James-Michael Johnson",26,"",1,0,241,"6-1","Nevada","8/20/1989","3",0,"Cleveland Browns / 4th / 120th pick / 2012","$660,000"
"30",95,"Howard Jones",25,"de",12,5,238,"6-4","Shepherd","2/10/1990","1",3,"","$112,200"
"31",49,"Josh Keyes",NA,"",7,0,223,"6-2","Boston Col.","","Rook",0,"","$112,200"
"32",46,"Jorvorskie Lane",28,"fb",16,6,277,"5-11","Texas A&M","2/4/1987","3",0,"","$585,000"
"33",51,"Danny Lansanah",30,"LB",16,11,248,"6-1","Connecticut","8/28/1985","7",4,"","$660,000"
"34",45,"Orie Lemon",28,"lb",8,1,244,"6-1","Oklahoma St.","9/9/1987","4",1,"",""
"35",70,"Logan Mankins*",33,"LG",15,15,307,"6-4","Fresno St.","3/10/1982","10",9,"New England Patriots / 1st / 32nd pick / 2005","$7,000,000"
"36",74,"Ali Marpet",22,"RG",13,13,307,"6-4","Hobart","4/17/1993","Rook",6,"Tampa Bay Buccaneers / 2nd / 61st pick / 2015","$686,106"
"37",22,"Doug Martin*+",26,"RB",16,16,223,"5-9","Boise St.","1/13/1989","3",11,"Tampa Bay Buccaneers / 1st / 31st pick / 2012","$2,159,668"
"38",59,"Josh Martin",24,"",2,0,245,"6-3","Columbia","11/7/1991","2",0,"",""
"39",65,"Matthew Masifilo",26,"",2,0,280,"6-3","Stanford","10/1/1989","3",0,"","$510,000"
"40",93,"Gerald McCoy*",27,"DT",15,15,295,"6-4","Oklahoma","2/25/1988","5",8,"Tampa Bay Buccaneers / 1st / 3rd pick / 2010","$14,595,000"
"41",77,"Tony McDaniel",30,"dt",14,3,295,"6-7","Tennessee","1/20/1985","9",2,"","$1,500,000"
"42",98,"Clinton McDonald",28,"dt",6,6,289,"6-1","Memphis","1/6/1987","6",2,"Cincinnati Bengals / 7th / 249th pick / 2009","$3,250,000"
"43",30,"Bradley McDougald",25,"FS",16,15,215,"6-0","Kansas","11/15/1990","2",5,"","$585,000"
"44",2,"Kimario McFadden",24,"",3,0,210,"5-11","South Carolina St.","4/13/1991","1",0,"",""
"45",90,"Henry Melton",29,"dt",16,1,280,"6-3","Texas","10/11/1986","6",2,"Chicago Bears / 4th / 105th pick / 2009","$3,750,000"
"46",26,"Sterling Moore",25,"CB",16,9,190,"5-10","SMU","2/3/1990","4",3,"","$1,525,000"
"47",18,"Louis Murphy",28,"wr",6,1,200,"6-2","Florida","5/11/1987","6",2,"Oakland Raiders / 4th / 124th pick / 2009","$987,500"
"48",82,"Brandon Myers",30,"te",11,6,250,"6-4","Iowa","9/4/1985","6",1,"Oakland Raiders / 6th / 202nd pick / 2009","$1,166,666"
"49",64,"Kevin Pamphile",25,"te",16,2,310,"6-5","Purdue","11/27/1990","1",2,"Tampa Bay Buccaneers / 5th / 149th pick / 2014","$559,625"
"50",43,"Bobby Rainey",28,"",16,0,205,"5-8","West. Kentucky","10/16/1987","3",0,"","$1,542,000"
"51",5,"Jake Schum",26,"",16,0,210,"5-10","Buffalo","1/21/1989","1",1,"","$435,000"
"52",87,"Austin Seferian-Jenkins",23,"te",7,3,262,"6-6","Washington","9/29/1992","1",3,"Tampa Bay Buccaneers / 2nd / 38th pick / 2014","$1,194,301"
"53",89,"Russell Shepard",25,"wr",13,1,195,"6-1","LSU","9/17/1990","2",0,"","$585,000"
"54",91,"Josh Shirley",23,"",5,0,235,"6-2","Washington; UNLV","1/4/1992","Rook",0,"",""
"55",59,"Lawrence Sidbury",29,"",1,0,267,"6-2","Richmond","2/6/1986","6",0,"Atlanta Falcons / 4th / 125th pick / 2009",""
"56",34,"Charles Sims",25,"",16,0,214,"6-0","West Virginia","9/19/1990","1",8,"Tampa Bay Buccaneers / 3rd / 69th pick / 2014","$726,023"
"57",76,"Donovan Smith",22,"LT",16,16,341,"6-6","Penn St.","6/23/1993","Rook",8,"Tampa Bay Buccaneers / 2nd / 34th pick / 2015","$1,103,429"
"58",56,"Jacquies Smith",25,"DE",12,11,260,"6-2","Missouri","3/18/1990","3",5,"","$510,000"
"59",97,"Akeem Spence",24,"dt",8,7,307,"6-1","Illinois","11/29/1991","2",2,"Tampa Bay Buccaneers / 4th / 100th pick / 2013","$671,659"
"60",85,"Evan Spencer",NA,"",1,0,208,"6-2","Ohio St.","","Rook",0,"Washington Redskins / 6th / 187th pick / 2015",""
"61",88,"Luke Stocker",27,"TE",14,13,255,"6-5","Tennessee","7/17/1988","4",1,"Tampa Bay Buccaneers / 4th / 104th pick / 2011","$1,500,000"
"62",36,"D.J. Swearinger",24,"",7,0,208,"5-11","South Carolina","9/1/1991","2",1,"Houston Texans / 2nd / 57th pick / 2013","$722,391"
"63",37,"Keith Tandy",26,"ss",14,2,202,"5-10","West Virginia","2/12/1989","3",1,"Tampa Bay Buccaneers / 6th / 174th pick / 2012","$690,150"
"64",21,"Alterraun Verner",27,"cb",16,6,181,"5-10","UCLA","12/13/1988","5",3,"Tennessee Titans / 4th / 104th pick / 2010","$4,250,000"
"65",60,"Jeremiah Warren",28,"",3,0,320,"6-4","South Florida","9/20/1987","3",0,"","$435,000"
"66",3,"Jameis Winston*",21,"QB",16,16,232,"6-4","Florida St.","1/6/1994","Rook",13,"Tampa Bay Buccaneers / 1st / 1st pick / 2015","$4,609,323"
"67",31,"Major Wright",27,"ss",9,2,204,"6-0","Florida","7/1/1988","5",1,"Chicago Bears / 3rd / 75th pick / 2010","$1,250,000"
"68",NA,"Team Total",25,"",16,NA,244.4,"6-2.0","","","3.2",NA,"",""
