"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr.","Cap.Hit"
"1",31,"Maurice Alexander",24,"ss",14,5,220,"6-1","Utah St.","2/16/1991","1",3,"St. Louis Rams / 4th / 110th pick / 2014","$626,065"
"2",11,"Tavon Austin",24,"WR",16,14,174,"5-9","West Virginia","3/15/1991","2",7,"St. Louis Rams / 1st / 8th pick / 2013","$3,477,546"
"3",56,"Akeem Ayers",26,"LB",16,11,255,"6-3","UCLA","7/10/1989","4",8,"Tennessee Titans / 2nd / 39th pick / 2011","$2,921,875"
"4",12,"Stedman Bailey",25,"wr",8,3,193,"5-10","West Virginia","11/11/1990","2",1,"St. Louis Rams / 3rd / 92nd pick / 2013","$729,206"
"5",61,"Tim Barnes",27,"C",16,16,297,"6-4","Missouri","5/14/1988","4",5,"","$710,017"
"6",26,"Mark Barron",26,"lb",16,12,213,"6-1","Alabama","10/27/1989","3",5,"Tampa Bay Buccaneers / 1st / 7th pick / 2012","$2,362,704"
"7",53,"Daren Bates",25,"",15,0,212,"5-11","Auburn","11/27/1990","2",1,"","$585"
"8",18,"Kenny Britt",27,"WR",16,13,215,"6-3","Rutgers","9/19/1988","6",5,"Tennessee Titans / 1st / 30th pick / 2009","$4,300,000"
"9",90,"Michael Brockers",25,"RDT",16,16,322,"6-5","LSU","12/21/1990","3",9,"St. Louis Rams / 1st / 14th pick / 2012","$3,029,727"
"10",68,"Jamon Brown",22,"lg",9,9,330,"6-4","Louisville","3/15/1993","Rook",3,"St. Louis Rams / 3rd / 72nd pick / 2015","$623,704"
"11",39,"Malcolm Brown",NA,"",1,0,224,"5-11","Texas","","Rook",0,"","$112,200"
"12",37,"C.B. Bryant",23,"",9,0,198,"5-9","Ohio St.","3/21/1992","1",1,"St. Louis Rams / 7th / 241st pick / 2014","$112,200"
"13",89,"Jared Cook",28,"TE",16,12,235,"6-4","South Carolina","4/7/1987","6",4,"Tennessee Titans / 3rd / 89th pick / 2009","$8,300,441"
"14",36,"Benny Cunningham",25,"rb",16,1,210,"5-10","Middle Tenessee","7/7/1990","2",3,"","$588,334"
"15",48,"Justice Cunningham",24,"",2,0,258,"6-3","South Carolina","1/14/1991","2",0,"Indianapolis Colts / 7th / 254th pick / 2013","$112,200"
