"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",59,"David Bavaro",23,"",14,0,234,"6-0","Syracuse","3/27/1967","Rook",1,"Phoenix Cardinals / 9th / 225th pick / 1990"
"2",55,"Anthony Bell",26,"LOLB",16,16,235,"6-3","Michigan St.","7/2/1964","4",6,"St. Louis Cardinals / 1st / 5th pick / 1986"
"3",25,"Stanley Blair",26,"",5,0,190,"6-0","Oklahoma St.,SE Oklahoma St.","7/4/1964","Rook",0,""
"4",54,"David Braxton",25,"",11,0,240,"6-2","Wake Forest","5/25/1965","1",1,"Minnesota Vikings / 2nd / 52nd pick / 1989"
"5",16,"Rich Camarillo",31,"P",16,0,202,"5-11","Washington","11/29/1959","9",3,""
"6",37,"Larry Centers",22,"",6,0,225,"6-0","S.F. Austin","6/1/1968","Rook",0,"Phoenix Cardinals / 5th / 115th pick / 1990"
"7",95,"Dick Chapura",26,"",3,0,277,"6-3","Missouri","6/15/1964","3",0,"Chicago Bears / 10th / 277th pick / 1987"
"8",79,"Bob Clasby",30,"dt",1,1,260,"6-5","Notre Dame","9/28/1960","4",0,"Seattle Seahawks / 9th / 236th pick / 1983"
"9",17,"Al Del Greco",28,"K",16,0,200,"5-10","Auburn","3/2/1962","6",2,""
"10",21,"Tracey Eaton",25,"",11,0,195,"6-1","Portland St.","7/19/1965","2",1,"Houston Oilers / 7th / 187th pick / 1988"
"11",32,"Terrence Flagler",26,"",13,0,200,"6-0","Clemson","9/24/1964","3",2,"San Francisco 49ers / 1st / 25th pick / 1987"
"12",81,"Roy Green",33,"WR",16,16,195,"6-0","Henderson St.","6/30/1957","11",7,"St. Louis Cardinals / 4th / 89th pick / 1979"
"13",98,"Carl Hairston",38,"de",16,3,260,"6-3","Md-Eastern Shore","12/15/1952","14",2,"Philadelphia Eagles / 7th / 191st pick / 1976"
"14",56,"Ken Harvey",25,"ROLB",16,16,237,"6-2","California","5/6/1965","2",6,"Phoenix Cardinals / 1st / 12th pick / 1988"
"15",58,"Eric Hill",24,"RILB",16,16,258,"6-2","LSU","11/14/1966","1",5,"Phoenix Cardinals / 1st / 10th pick / 1989"
"16",83,"Don Holmes",29,"",6,0,180,"5-10","Colorado,Mesa","4/1/1961","4",0,"Atlanta Falcons / 12th / 318th pick / 1984"
"17",80,"John Jackson",23,"",9,0,175,"5-10","USC","1/2/1967","Rook",0,""
"18",53,"Garth Jax",27,"LILB",16,12,250,"6-2","Florida St.","9/16/1963","4",5,"Dallas Cowboys / 11th / 296th pick / 1986"
"19",39,"Johnny Johnson*",22,"RB",14,14,220,"6-3","San Jose St.","6/11/1968","Rook",8,"Phoenix Cardinals / 7th / 169th pick / 1990"
"20",86,"Ernie Jones",26,"WR",15,8,186,"5-11","Indiana","12/16/1964","2",7,"Phoenix Cardinals / 7th / 179th pick / 1988"
"21",85,"Tim Jorden",24,"TE",16,11,235,"6-3","Indiana","10/30/1966","Rook",0,""
"22",57,"Kani Kauahi",31,"",15,0,268,"6-2","Arizona St.,Hawaii","9/6/1959","8",1,""
"23",70,"Derek Kennard",28,"LG",16,16,285,"6-3","Nevada","9/9/1962","4",7,"St. Louis Cardinals / 2nd / 45th pick / 1984 Supp"
"24",51,"Bill Lewis",27,"C",16,16,285,"6-6","Nebraska","7/12/1963","4",7,"Los Angeles Raiders / 7th / 191st pick / 1986"
"25",30,"Dave Little",29,"",11,0,233,"6-2","Middle Tenn. St.","4/18/1961","6",0,""
"26",29,"Lorenzo Lynch",27,"",16,0,200,"5-11","Sacramento St.","4/6/1963","3",1,""
"27",47,"Cedric Mack",30,"RCB",16,16,193,"6-0","Baylor","9/14/1960","7",5,"St. Louis Cardinals / 2nd / 44th pick / 1983"
