"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",20,"Mike Adams",31,"SS",16,16,195,"5-10","Delaware","3/24/1981","8",6,""
"2",91,"Robert Ayers",27,"",15,0,273,"6-3","Tennessee","9/6/1985","3",2,"Denver Broncos / 1st / 18th pick / 2009"
"3",24,"Champ Bailey*",34,"LCB",16,15,192,"6-0","Georgia","6/22/1978","13",12,"Washington Redskins / 1st / 7th pick / 1999"
"4",35,"Lance Ball",27,"",15,0,223,"5-9","Maryland","6/19/1985","4",2,""
"5",97,"Justin Bannan",33,"NT",16,15,305,"6-3","Colorado","4/18/1979","10",8,"Buffalo Bills / 5th / 139th pick / 2002"
"6",68,"Zane Beadles*",26,"LG",16,16,310,"6-4","Utah","11/19/1986","2",11,"Denver Broncos / 2nd / 45th pick / 2010"
"7",47,"Omar Bolden",24,"",16,0,198,"5-10","Arizona St.","12/20/1988","Rook",1,"Denver Broncos / 4th / 101st pick / 2012"
"8",46,"Aaron Brewer",22,"",16,0,225,"6-5","San Diego St.","7/5/1990","Rook",1,""
"9",57,"Keith Brooking",37,"MLB",16,14,245,"6-2","Georgia Tech","10/30/1975","14",7,"Atlanta Falcons / 1st / 12th pick / 1998"
"10",30,"David Bruton",25,"",16,0,210,"6-2","Notre Dame","7/23/1987","3",1,"Denver Broncos / 4th / 114th pick / 2009"
"11",17,"Andre Caldwell",27,"",8,0,207,"6-1","Florida","4/15/1985","4",0,"Cincinnati Bengals / 3rd / 97th pick / 2008"
"12",28,"Quinton Carter",24,"",3,0,211,"6-1","Oklahoma","7/20/1988","1",0,"Denver Broncos / 4th / 108th pick / 2011"
"13",32,"Tony Carter",26,"",15,0,177,"5-9","Florida St.","5/24/1986","3",2,""
"14",78,"Ryan Clady*+",26,"LT",16,16,316,"6-6","Boise St.","9/6/1986","4",16,"Denver Broncos / 1st / 12th pick / 2008"
"15",75,"Chris Clark",27,"",16,0,315,"6-5","Southern Mississippi","10/1/1985","2",1,""
"16",4,"Britton Colquitt",27,"",16,0,205,"6-3","Tennessee","3/20/1985","2",2,""
"17",71,"C.J. Davis",25,"",7,0,310,"6-3","Pittsburgh","2/2/1987","2",1,""
"18",87,"Eric Decker",25,"WR",16,15,206,"6-3","Minnesota","3/15/1987","2",10,"Denver Broncos / 3rd / 87th pick / 2010"
"19",81,"Joel Dreessen",30,"TE",16,15,260,"6-4","Colorado St.","7/26/1982","7",3,"New York Jets / 6th / 198th pick / 2005"
"20",92,"Elvis Dumervil*",28,"DE",16,16,255,"6-0","Louisville","1/19/1984","6",12,"Denver Broncos / 4th / 126th pick / 2006"
"21",74,"Orlando Franklin",25,"RT",16,16,315,"6-6","Miami (FL)","12/16/1987","1",8,"Denver Broncos / 2nd / 46th pick / 2011"
"22",85,"Virgil Green",24,"te",12,2,248,"6-3","Nevada","8/3/1988","1",1,"Denver Broncos / 7th / 204th pick / 2011"
"23",49,"Chris Gronkowski",26,"",14,0,239,"6-2","Arizona","12/26/1986","2",0,""
"24",25,"Chris Harris",23,"RCB",15,12,190,"5-10","Kansas","6/18/1989","1",6,""
"25",40,"Jacob Hester",27,"",3,0,230,"5-11","LSU","5/8/1985","4",1,"San Diego Chargers / 3rd / 69th pick / 2008"
"26",34,"Ronnie Hillman",21,"",14,0,200,"5-9","San Diego St.","9/14/1991","Rook",3,"Denver Broncos / 3rd / 67th pick / 2012"
"27",11,"Trindon Holliday",26,"",10,0,162,"5-5","LSU","4/27/1986","1",2,"Houston Texans / 6th / 197th pick / 2010"
"28",33,"Duke Ihenacho",23,"",2,0,212,"6-0","San Jose St.","6/16/1989","Rook",0,""
"29",56,"Nate Irving",24,"",15,0,242,"6-1","North Carolina St.","7/12/1988","1",1,"Denver Broncos / 3rd / 67th pick / 2011"
"30",70,"Malik Jackson",22,"",14,0,284,"6-4","Tennessee","1/11/1990","Rook",1,"Denver Broncos / 5th / 137th pick / 2012"
"31",53,"Steven Johnson",24,"",11,0,237,"6-1","Kansas","3/28/1988","Rook",1,""
"32",67,"Dan Koppen",33,"C",15,12,296,"6-2","Boston Col.","9/12/1979","9",7,"New England Patriots / 5th / 164th pick / 2003"
"33",73,"Chris Kuper",30,"rg",7,5,320,"6-4","North Dakota","12/19/1982","6",3,"Denver Broncos / 5th / 161st pick / 2006"
"34",45,"Jim Leonhard",30,"fs",16,1,190,"5-8","Wisconsin","10/27/1982","7",2,""
"35",18,"Peyton Manning*+",36,"QB",16,16,230,"6-5","Tennessee","3/24/1976","14",15,"Indianapolis Colts / 1st / 1st pick / 1998"
"36",51,"Joe Mays",27,"mlb",6,4,245,"5-11","North Dakota St.","7/6/1985","4",2,"Philadelphia Eagles / 6th / 200th pick / 2008"
"37",23,"Willis McGahee",31,"RB",10,9,228,"6-0","Miami (FL)","10/21/1981","8",7,"Buffalo Bills / 1st / 23rd pick / 2003"
"38",58,"Von Miller*+",23,"LB",16,16,237,"6-3","Texas A&M","3/26/1989","1",17,"Denver Broncos / 1st / 2nd pick / 2011"
"39",53,"Mike Mohamed",24,"",1,0,238,"6-2","California","3/11/1988","1",0,"Denver Broncos / 6th / 189th pick / 2011"
"40",26,"Rahim Moore",22,"FS",16,15,195,"6-1","UCLA","2/11/1990","1",6,"Denver Broncos / 2nd / 45th pick / 2011"
"41",27,"Knowshon Moreno",25,"rb",8,6,215,"5-10","Georgia","7/16/1987","3",5,"Denver Broncos / 1st / 12th pick / 2009"
"42",6,"Brock Osweiler",22,"",5,0,240,"6-7","Arizona St.","11/22/1990","Rook",0,"Denver Broncos / 2nd / 57th pick / 2012"
"43",22,"Tracy Porter",26,"rcb",6,4,185,"5-11","Indiana","8/11/1986","4",2,"New Orleans Saints / 2nd / 40th pick / 2008"
"44",5,"Matt Prater",28,"",16,0,180,"5-10","Central Florida","8/10/1984","5",2,""
"45",65,"Manuel Ramirez",29,"RG",15,11,326,"6-3","Texas Tech","2/19/1983","5",6,"Detroit Lions / 4th / 117th pick / 2007"
"46",98,"Sealver Siliga",22,"",1,0,300,"6-3","Utah","4/26/1990","1",0,""
"47",14,"Brandon Stokley",36,"WR",15,9,197,"5-11","La-Lafayette","6/23/1976","13",5,"Baltimore Ravens / 4th / 105th pick / 1999"
"48",84,"Jacob Tamme",27,"TE",16,8,234,"6-4","Kentucky","3/15/1985","4",5,"Indianapolis Colts / 4th / 127th pick / 2008"
"49",88,"Demaryius Thomas*",25,"WR",16,16,229,"6-3","Georgia Tech","12/25/1987","2",13,"Denver Broncos / 1st / 22nd pick / 2010"
"50",80,"Julius Thomas",24,"",4,0,251,"6-4","Portland St.","6/27/1988","1",0,"Denver Broncos / 4th / 129th pick / 2011"
"51",59,"Danny Trevathan",22,"",16,0,237,"6-0","Kentucky","3/24/1990","Rook",2,"Denver Broncos / 6th / 188th pick / 2012"
"52",96,"Mitch Unrein",25,"nt",16,2,270,"6-4","Wyoming","3/25/1987","1",3,""
"53",99,"Kevin Vickerson",29,"DT",16,14,295,"6-4","Michigan St.","1/8/1983","5",7,"Miami Dolphins / 7th / 216th pick / 2005"
"54",50,"J.D. Walton",25,"c",4,4,299,"6-3","Baylor","3/24/1987","2",2,"Denver Broncos / 3rd / 80th pick / 2010"
"55",94,"Ty Warren",31,"dt",1,1,300,"6-5","Texas A&M","2/6/1981","9",0,"New England Patriots / 1st / 13th pick / 2003"
"56",55,"D.J. Williams",30,"lb",7,1,247,"6-2","Miami (FL)","7/20/1982","8",1,"Denver Broncos / 1st / 17th pick / 2004"
"57",12,"Matt Willis",28,"",15,0,185,"5-11","UCLA","4/13/1984","5",1,""
"58",95,"Derek Wolfe",22,"DE",16,16,295,"6-5","Cincinnati","2/24/1990","Rook",8,"Denver Broncos / 2nd / 36th pick / 2012"
"59",52,"Wesley Woodyard",26,"LB",15,14,219,"6-1","Kentucky","7/21/1986","4",9,""
"60",NA,"Team Total",26.4,"",16,NA,242.7,"6-1.6","","","3.4",NA,""
