"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",2,"David Akers",39,"",16,0,200,"5-10","Louisville","12/9/1974","15",2,""
"2",94,"Ezekiel Ansah",24,"DE",14,12,271,"6-5","BYU","5/29/1989","Rook",6,"Detroit Lions / 1st / 5th pick / 2013"
"3",74,"Rodney Austin",25,"",1,0,311,"6-4","Elon","12/4/1988","1",0,""
"4",97,"Justin Bannan",34,"",3,0,305,"6-3","Colorado","4/18/1979","11",0,"Buffalo Bills / 5th / 139th pick / 2002"
"5",35,"Joique Bell",27,"rb",16,4,220,"5-11","Wayne State (MI)","8/4/1986","3",8,""
"6",28,"Bill Bentley",24,"cb",13,5,176,"5-10","Dodge City CC; Louisiana-Lafayette","5/16/1989","1",2,"Detroit Lions / 3rd / 85th pick / 2012"
"7",84,"Ryan Broyles",25,"wr",6,3,192,"5-10","Oklahoma","4/9/1988","1",1,"Detroit Lions / 2nd / 54th pick / 2012"
"8",13,"Nate Burleson",32,"WR",9,8,192,"6-0","Nevada","8/19/1981","10",4,"Minnesota Vikings / 3rd / 71st pick / 2003"
"9",21,"Reggie Bush",28,"RB",14,14,200,"6-0","USC","3/2/1985","7",10,"New Orleans Saints / 1st / 2nd pick / 2006"
"10",32,"Don Carey",26,"s",14,3,186,"5-11","Norfolk St.","2/14/1987","3",2,"Cleveland Browns / 6th / 177th pick / 2009"
"11",26,"Louis Delmas",26,"FS",16,15,197,"5-11","West. Michigan","4/12/1987","4",6,"Detroit Lions / 2nd / 33rd pick / 2009"
"12",82,"Dorin Dickerson",25,"",5,0,230,"6-2","Pittsburgh","3/31/1988","3",0,"Houston Texans / 7th / 227th pick / 2010"
"13",18,"Kris Durham",25,"WR",16,13,215,"6-5","Georgia","3/17/1988","2",4,"Seattle Seahawks / 4th / 107th pick / 2011"
"14",83,"Patrick Edwards",25,"wr",4,2,175,"5-9","Houston","10/25/1988","Rook",0,""
"15",98,"Nick Fairley",25,"DT",15,15,291,"6-5","Auburn","1/23/1988","2",8,"Detroit Lions / 1st / 13th pick / 2011"
"16",80,"Joseph Fauria",23,"te",16,2,259,"6-7","UCLA","1/16/1990","Rook",2,""
"17",96,"Andre Fluellen",28,"",13,0,285,"6-2","Florida St.","3/7/1985","5",1,"Detroit Lions / 3rd / 87th pick / 2008"
"18",70,"Jason Fox",25,"rt",8,3,299,"6-6","Miami (FL)","5/2/1988","3",2,"Detroit Lions / 4th / 128th pick / 2010"
"19",65,"Dylan Gandy",31,"",15,0,300,"6-3","Texas Tech","3/8/1982","8",1,"Indianapolis Colts / 4th / 129th pick / 2005"
"20",24,"DeJon Gomes",24,"",16,0,208,"6-0","Nebraska","11/17/1989","2",1,"Washington Redskins / 5th / 146th pick / 2011"
"21",36,"Jonte Green",24,"lcb",9,2,184,"6-0","New Mexico St.","7/19/1989","1",1,"Detroit Lions / 6th / 196th pick / 2012"
"22",33,"Chris Greenwood",24,"",3,0,193,"6-1","Albion","7/10/1989","1",0,"Detroit Lions / 5th / 148th pick / 2012"
"23",64,"Leroy Harris",29,"",1,0,298,"6-2","North Carolina St.","6/6/1984","6",0,"Tennessee Titans / 4th / 115th pick / 2007"
"24",14,"Shaun Hill",33,"",1,0,210,"6-5","Maryland","1/9/1980","8",0,""
"25",78,"Corey Hilliard",28,"rt",9,7,315,"6-5","Oklahoma St.","4/26/1985","6",4,"New England Patriots / 6th / 209th pick / 2007"
"26",23,"Chris Houston",29,"LCB",12,12,185,"5-10","Arkansas","10/18/1984","6",5,"Atlanta Falcons / 2nd / 41st pick / 2007"
"27",77,"Israel Idonije",33,"",15,0,290,"6-7","Manitoba","11/17/1980","9",1,""
"28",81,"Calvin Johnson*+",28,"WR",14,14,239,"6-5","Georgia Tech","9/29/1985","6",12,"Detroit Lions / 1st / 2nd pick / 2007"
"29",91,"Jason Jones",27,"de",3,3,272,"6-5","East. Michigan","5/23/1986","5",1,"Tennessee Titans / 2nd / 54th pick / 2008"
"30",97,"Austen Lane",26,"",2,0,267,"6-6","Murray St.","11/9/1987","3",0,"Jacksonville Jaguars / 5th / 153rd pick / 2010"
"31",25,"Mikel Leshoure",23,"",3,0,230,"6-0","Illinois","3/30/1990","2",0,"Detroit Lions / 2nd / 57th pick / 2011"
"32",54,"DeAndre Levy",26,"LB",16,16,230,"6-2","Wisconsin","3/26/1987","4",9,"Detroit Lions / 3rd / 76th pick / 2009"
"33",50,"Travis Lewis",25,"",12,0,246,"6-1","Oklahoma","1/15/1988","1",1,"Detroit Lions / 7th / 223rd pick / 2012"
"34",6,"Sam Martin",23,"",16,0,211,"6-1","Appalachian St.","2/27/1990","Rook",3,"Detroit Lions / 5th / 165th pick / 2013"
"35",31,"Rashean Mathis",33,"RCB",15,13,200,"6-1","Bethune-Cookman","8/27/1980","10",5,"Jacksonville Jaguars / 2nd / 39th pick / 2003"
"36",52,"Rocky McIntosh",31,"",16,0,235,"6-2","Miami (FL)","11/15/1982","7",1,"Washington Redskins / 2nd / 35th pick / 2006"
"37",99,"C.J. Mosley",30,"dt",16,1,314,"6-2","Missouri","8/6/1983","8",2,"Minnesota Vikings / 6th / 191st pick / 2005"
"38",48,"Don Muhlbach",32,"",16,0,262,"6-5","Texas A&M","8/17/1981","9",1,""
"39",11,"Kevin Ogletree",26,"wr",12,1,190,"6-2","Virginia","8/5/1987","4",2,""
"40",34,"Montell Owens",29,"",1,0,219,"5-10","Maine","5/4/1984","7",0,""
"41",NA,"Akwasi Owusu-Ansah",25,"",1,0,207,"6-0","Indiana (PA)","4/10/1988","3",0,"Dallas Cowboys / 4th / 126th pick / 2010"
"42",58,"Ashlee Palmer",27,"LB",16,10,223,"6-1","Mississippi","4/7/1986","4",5,""
"43",87,"Brandon Pettigrew",28,"TE",14,14,257,"6-5","Oklahoma St.","2/23/1985","4",3,"Detroit Lions / 1st / 20th pick / 2009"
"44",27,"Glover Quin",27,"SS",16,16,201,"5-10","New Mexico","1/15/1986","4",7,"Houston Texans / 4th / 112th pick / 2009"
"45",51,"Dominic Raiola",35,"C",16,16,295,"6-1","Nebraska","12/30/1978","12",8,"Detroit Lions / 2nd / 50th pick / 2001"
"46",71,"Riley Reiff",25,"LT",16,16,313,"6-6","Iowa","12/1/1988","1",8,"Detroit Lions / 1st / 23rd pick / 2012"
"47",73,"Barry Richardson",27,"",1,0,330,"6-6","Clemson","5/15/1986","5",0,"Kansas City Chiefs / 6th / 170th pick / 2008"
"48",41,"Theo Riddick",22,"",14,0,201,"5-10","Notre Dame","5/4/1991","Rook",0,"Detroit Lions / 6th / 199th pick / 2013"
"49",12,"Jeremy Ross",25,"wr",10,2,213,"5-11","California","3/16/1988","2",3,""
"50",85,"Tony Scheffler",30,"te",5,1,255,"6-5","West. Michigan","2/15/1983","7",1,"Denver Broncos / 2nd / 61st pick / 2006"
"51",67,"Rob Sims",30,"LG",16,16,320,"6-3","Ohio St.","12/6/1983","7",8,"Seattle Seahawks / 4th / 128th pick / 2006"
"52",30,"Darius Slay",22,"rcb",13,4,192,"6-0","Mississippi St.","1/1/1991","Rook",2,"Detroit Lions / 2nd / 36th pick / 2013"
"53",95,"D'Anthony Smith",25,"",2,NA,300,"6-2","Louisiana Tech","6/9/1988","2",0,"Jacksonville Jaguars / 3rd / 74th pick / 2010"
"54",15,"Micheal Spurlock",30,"",10,0,214,"5-10","Mississippi","1/31/1983","7",0,""
"55",9,"Matthew Stafford",25,"QB",16,16,230,"6-2","Georgia","2/7/1988","4",13,"Detroit Lions / 1st / 1st pick / 2009"
"56",57,"Julian Stanford",23,"",4,0,229,"6-1","Wagner","9/2/1990","1",0,""
"57",90,"Ndamukong Suh*+",26,"DT",16,16,307,"6-4","Nebraska","1/6/1987","3",15,"Detroit Lions / 1st / 2nd pick / 2010"
