"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",37,"Shaun Alexander",30,"RB",13,10,225,"5-11","Alabama","8/30/1977","7",4,"Seattle Seahawks / 1st / 19th pick / 2000"
"2",68,"Tom Ashworth",30,"",13,0,305,"6-6","Colorado","10/10/1977","5",1,""
"3",98,"Baraka Atkins",23,"",12,0,280,"6-5","Miami (FL)","9/28/1984","Rook",1,"Seattle Seahawks / 4th / 120th pick / 2007"
"4",52,"Jason Babin",27,"",2,0,265,"6-4","West. Michigan","5/24/1980","3",0,"Houston Texans / 1st / 27th pick / 2004"
"5",27,"Jordan Babineaux",25,"",16,0,200,"6-0","Southern Arkansas","8/31/1982","3",2,""
"6",57,"Kevin Bentley",28,"lb",14,2,245,"6-1","Northwestern","12/29/1979","5",2,"Cleveland Browns / 4th / 101st pick / 2002"
"7",99,"Rocky Bernard",28,"RDT",14,14,293,"6-3","Texas A&M","4/19/1979","5",7,"Seattle Seahawks / 5th / 146th pick / 2002"
"8",83,"Deion Branch",28,"WR",11,11,193,"5-9","Louisville","7/18/1979","5",5,"New England Patriots / 2nd / 65th pick / 2002"
"9",3,"Josh Brown",28,"",16,0,202,"6-0","Nebraska","4/29/1979","4",4,"Seattle Seahawks / 7th / 222nd pick / 2003"
"10",81,"Nate Burleson",26,"WR",16,12,192,"6-0","Nevada","8/19/1981","4",8,"Minnesota Vikings / 3rd / 71st pick / 2003"
"11",91,"Chartric Darby",32,"ldt",6,6,270,"6-0","South Carolina St.","10/22/1975","6",3,""
"12",84,"Bobby Engram",34,"WR",16,13,188,"5-10","Penn St.","1/7/1973","11",9,"Chicago Bears / 2nd / 52nd pick / 1996"
"13",94,"Bryce Fisher",30,"",1,0,272,"6-3","Air Force","5/12/1977","6",0,"Buffalo Bills / 7th / 248th pick / 1999"
"14",24,"Deon Grant",28,"SS",16,16,207,"6-2","Tennessee","3/14/1979","6",7,"Carolina Panthers / 2nd / 57th pick / 2000"
"15",62,"Chris Gray",37,"RG",16,16,308,"6-4","Auburn","6/19/1970","14",8,"Miami Dolphins / 5th / 132nd pick / 1993"
"16",94,"Howard Green",28,"",5,0,320,"6-2","LSU","1/12/1979","5",0,"Houston Texans / 6th / 190th pick / 2002"
"17",42,"Michael Green",31,"ss",15,1,195,"6-0","NW State (LA)","12/6/1976","7",1,"Chicago Bears / 7th / 254th pick / 2000"
"18",18,"D.J. Hackett",26,"wr",6,6,199,"6-2","Northern State Univ.,Colorado","7/3/1981","2",3,"Seattle Seahawks / 5th / 157th pick / 2004"
"19",8,"Matt Hasselbeck*",32,"QB",16,16,223,"6-4","Boston Col.","9/25/1975","8",12,"Green Bay Packers / 6th / 187th pick / 1998"
"20",85,"Will Heller",26,"te",16,6,250,"6-6","Georgia Tech","2/28/1981","4",1,""
"21",54,"Will Herring",24,"",12,0,215,"6-3","Auburn","8/28/1983","Rook",1,"Seattle Seahawks / 5th / 161st pick / 2007"
"22",56,"LeRoy Hill",25,"LB",14,14,224,"6-1","Clemson","9/14/1982","2",7,"Seattle Seahawks / 3rd / 98th pick / 2005"
"23",32,"Kevin Hobbs",24,"",6,0,195,"6-0","Auburn","4/30/1983","Rook",0,""
"24",21,"Kelly Jennings",25,"RCB",16,15,175,"5-11","Miami (FL)","11/30/1982","1",6,"Seattle Seahawks / 1st / 31st pick / 2006"
