"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",64,"Ted Albrecht",25,"LT",16,16,253,"6-4","California","10/8/1954","2",6,"Chicago Bears / 1st / 15th pick / 1977"
"2",63,"Tony Ardizzone",23,"",16,0,240,"6-3","Northwestern","12/19/1956","Rook",3,"Detroit Lions / 6th / 153rd pick / 1978"
"3",7,"Bob Avellini",26,"qb",7,3,208,"6-2","Maryland","8/28/1953","4",1,"Chicago Bears / 6th / 135th pick / 1975"
"4",84,"Brian Baschnagel",25,"WR",16,11,187,"5-11","Ohio St.","1/8/1954","3",5,"Chicago Bears / 3rd / 66th pick / 1976"
"5",60,"Lynn Boden",26,"",10,1,270,"6-3","South Dakota St.","6/5/1953","4",3,"Detroit Lions / 1st / 13th pick / 1975"
"6",55,"Doug Buffone",35,"",16,2,230,"6-3","Louisville","6/27/1944","13",4,"Chicago Bears / 4th / 60th pick / 1966, San Diego Chargers / 8th / 72nd pick / 1966"
"7",59,"Gary Campbell",27,"RLB",16,16,218,"6-1","Colorado","3/4/1952","2",7,"Pittsburgh Steelers / 10th / 291st pick / 1976"
"8",87,"Mike Cobb",24,"TE",16,15,244,"6-5","Michigan St.","12/10/1955","2",1,"Cincinnati Bengals / 1st / 22nd pick / 1977"
"9",33,"Jack Deloplaine",25,"",5,1,205,"5-10","Salem","4/21/1954","3",0,"Pittsburgh Steelers / 6th / 182nd pick / 1976"
"10",39,"Robin Earl",24,"te",13,2,242,"6-5","Washington","3/18/1955","2",2,"Chicago Bears / 3rd / 61st pick / 1977"
"11",48,"Allan Ellis",28,"db",8,4,185,"5-11","UCLA","8/19/1951","6",3,"Chicago Bears / 5th / 107th pick / 1973"
"12",8,"Vince Evans",24,"qb",4,3,215,"6-2","USC","6/14/1955","2",2,"Chicago Bears / 6th / 140th pick / 1977"
"13",45,"Gary Fencik",25,"SS",14,14,194,"6-1","Yale","6/11/1954","3",9,"Miami Dolphins / 10th / 281st pick / 1976"
"14",36,"Wentford Gaines",26,"",16,0,185,"6-0","Ferrum,Tennessee Tech,Cincinnati","2/4/1953","1",4,"Pittsburgh Steelers / 9th / 265th pick / 1976"
"15",83,"Kris Haines",22,"",2,0,183,"5-11","Notre Dame","7/23/1957","Rook",0,"Washington Redskins / 9th / 233rd pick / 1979"
"16",99,"Dan Hampton",22,"LDE",16,16,264,"6-5","Arkansas","9/19/1957","Rook",7,"Chicago Bears / 1st / 4th pick / 1979"
"17",90,"Al Harris",23,"",4,0,250,"6-5","Arizona St.","12/31/1956","Rook",3,"Chicago Bears / 1st / 9th pick / 1979"
"18",53,"Tommy Hart",35,"",15,0,245,"6-4","Morris Brown","11/7/1944","11",4,"San Francisco 49ers / 10th / 261st pick / 1968"
"19",73,"Mike Hartenstine",26,"RDE",16,16,251,"6-3","Penn St.","7/27/1953","4",7,"Chicago Bears / 2nd / 31st pick / 1975"
"20",51,"Bruce Herron",25,"",16,0,220,"6-2","New Mexico","4/14/1954","1",4,"Miami Dolphins / 7th / 180th pick / 1977"
"21",54,"Tom Hicks",27,"MLB",15,14,235,"6-4","Illinois","12/18/1952","3",8,"Chicago Bears / 6th / 151st pick / 1975"
"22",65,"Noah Jackson",28,"LG",15,15,267,"6-2","Tampa","4/14/1951","4",6,"Baltimore Colts / 7th / 161st pick / 1974"
"23",62,"Dan Jiggetts",25,"",16,0,274,"6-4","Harvard","3/10/1954","3",3,"Chicago Bears / 6th / 161st pick / 1976"
"24",57,"Lee Kunz",22,"",16,0,226,"6-2","Nebraska","4/21/1957","Rook",4,"Chicago Bears / 7th / 174th pick / 1979"
"25",88,"Greg Latta",27,"",15,1,227,"6-3","Morgan St.","10/13/1952","4",1,"Baltimore Colts / 8th / 188th pick / 1974"
"26",70,"Dennis Lick",25,"RT",16,16,266,"6-3","Wisconsin","4/26/1954","3",6,"Chicago Bears / 1st / 8th pick / 1976"
"27",24,"Virgil Livers",27,"RCB",13,12,176,"5-8","West. Kentucky","3/26/1952","4",6,"Chicago Bears / 4th / 83rd pick / 1975"
"28",37,"Willie McClendon",22,"",16,0,205,"6-1","Georgia","9/13/1957","Rook",1,"Chicago Bears / 3rd / 66th pick / 1979"
"29",50,"Mark Merrill",24,"",9,0,237,"6-4","Minnesota","5/5/1955","1",3,"New York Jets / 2nd / 31st pick / 1978"
"30",74,"Jerry Meyers",25,"",6,0,249,"6-4","Northern Illinois","2/21/1954","3",3,"Chicago Bears / 15th / 411th pick / 1976"
"31",58,"Jerry Muckensturm",26,"LLB",16,16,223,"6-4","Arkansas St.","10/13/1953","3",8,"Chicago Bears / 7th / 190th pick / 1976"
"32",52,"Dan Neal",30,"C",16,16,250,"6-4","Kentucky","8/30/1949","6",6,"Baltimore Colts / 11th / 270th pick / 1973"
"33",68,"Jim Osborne",30,"LDT",16,16,250,"6-3","Southern","9/7/1949","7",7,"Chicago Bears / 7th / 182nd pick / 1972"
