"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",32,"Bruce Alexander",25,"",1,0,170,"5-9","S.F. Austin","9/17/1965","1",0,""
"2",65,"Eric Andolsek",24,"LG",16,16,254,"6-2","LSU","8/22/1966","2",8,"Detroit Lions / 5th / 111th pick / 1988"
"3",6,"Jim Arnold",29,"P",16,0,215,"6-2","Vanderbilt","1/31/1961","7",2,"Kansas City Chiefs / 5th / 119th pick / 1983"
"4",93,"Jerry Ball*",26,"NT",15,15,330,"6-1","SMU","12/15/1964","3",10,"Detroit Lions / 3rd / 63rd pick / 1987"
"5",36,"Bennie Blades",24,"FS",12,12,221,"6-0","Miami (FL)","9/3/1966","2",4,"Detroit Lions / 1st / 3rd pick / 1988"
"6",97,"Kevin Brooks",27,"dt",6,4,277,"6-6","Michigan","2/9/1963","5",2,"Dallas Cowboys / 1st / 17th pick / 1985"
"7",75,"Lomas Brown*",27,"LT",16,16,282,"6-4","Florida","3/30/1963","5",11,"Detroit Lions / 1st / 6th pick / 1985"
"8",52,"Mark Brown",29,"",15,0,230,"6-2","Purdue","7/18/1961","7",1,"Miami Dolphins / 9th / 250th pick / 1983"
"9",87,"Jeff Campbell",22,"WR",16,8,167,"5-8","Colorado","3/26/1968","Rook",3,"Detroit Lions / 5th / 118th pick / 1990"
"10",27,"Darren Carrington",24,"",12,0,200,"6-2","Pittsburgh,Northern Arizona","10/10/1966","1",1,"Denver Broncos / 5th / 134th pick / 1989"
"11",50,"Toby Caston",25,"lb",12,4,235,"6-1","LSU","7/17/1965","3",2,"Houston Oilers / 6th / 159th pick / 1987"
"12",82,"Robert Clark",25,"WR",16,15,175,"5-11","North Carolina Central","8/6/1965","3",10,"New Orleans Saints / 10th / 263rd pick / 1987"
"13",94,"Jackie Cline",30,"",5,0,279,"6-5","Alabama","3/13/1960","3",1,""
"14",55,"Mike Cofer",30,"ROLB",16,16,245,"6-5","Tennessee","4/7/1960","7",7,"Detroit Lions / 3rd / 67th pick / 1983"
"15",39,"Ray Crockett",23,"lcb",16,6,185,"5-10","Baylor","1/5/1967","1",4,"Detroit Lions / 4th / 86th pick / 1989"
"16",67,"Ken Dallafior",31,"RG",16,15,276,"6-4","Minnesota","8/26/1959","5",8,"Pittsburgh Steelers / 5th / 124th pick / 1982"
"17",91,"Mark Duckens",25,"",15,0,270,"6-4","Wichita St.,Arizona St.","3/4/1965","1",1,""
"18",81,"Mike Farr",23,"WR",12,8,192,"5-10","UCLA","8/8/1967","Rook",2,""
"19",77,"Keith Ferguson",31,"RDE",16,14,252,"6-5","Ohio St.","4/3/1959","9",5,"San Diego Chargers / 5th / 131st pick / 1981"
"20",14,"Bob Gagliano",32,"qb",9,4,200,"6-3","U.S. International,Utah St.","9/5/1958","8",6,"Kansas City Chiefs / 12th / 319th pick / 1981"
"21",98,"Dennis Gibson",26,"RILB",11,11,240,"6-2","Iowa St.","2/8/1964","3",4,"Detroit Lions / 8th / 203rd pick / 1987"
"22",53,"Kevin Glover",27,"C",16,16,278,"6-2","Maryland","6/17/1963","5",8,"Detroit Lions / 2nd / 34th pick / 1985"
"23",23,"Mel Gray*+",29,"KR",16,0,167,"5-9","Purdue","3/16/1961","4",0,"New Orleans Saints / 2nd / 42nd pick / 1984 Supp"
"24",89,"Terry Greer",33,"WR",15,9,192,"6-1","Alabama St.","9/27/1957","4",4,"Los Angeles Rams / 11th / 304th pick / 1980"
"25",99,"Tracy Hayworth",23,"",16,0,260,"6-3","Tennessee","12/18/1967","Rook",1,"Detroit Lions / 7th / 174th pick / 1990"
"26",97,"Jeff Hunter",24,"",7,0,286,"6-5","Albany State (GA)","4/12/1966","Rook",1,"Phoenix Cardinals / 11th / 291st pick / 1989"
"27",47,"LeRoy Irvin",33,"RCB",16,16,184,"5-11","Kansas","9/15/1957","10",5,"Los Angeles Rams / 3rd / 70th pick / 1980"
"28",58,"George Jamison",28,"lolb",14,7,232,"6-1","Cincinnati","9/30/1962","3",3,"Detroit Lions / 2nd / 47th pick / 1984 Supp"
"29",84,"Richard Johnson",29,"WR",16,16,182,"5-7","Colorado","10/19/1961","3",8,""
"30",57,"Victor Jones",24,"rilb",16,5,250,"6-2","Virginia Tech","10/19/1966","2",3,"Tampa Bay Buccaneers / 12th / 310th pick / 1988"
"31",1,"Rich Karlis",31,"",6,0,180,"6-0","Cincinnati","5/23/1959","8",0,""
"32",83,"Aubrey Matthews",28,"wr",13,6,165,"5-7","Delta St.","9/15/1962","4",4,""
"33",62,"Dennis McKnight",31,"",14,0,273,"6-3","Drake","9/12/1959","8",1,""
"34",29,"Bruce McNorton",31,"LCB",12,8,175,"5-11","Georgetown (KY)","2/28/1959","8",3,"Detroit Lions / 4th / 96th pick / 1982"
"35",44,"John Miller",24,"",4,0,195,"6-1","Michigan St.","6/22/1966","1",0,""
"36",3,"Eddie Murray",34,"K",11,0,177,"5-10","Tulane","8/29/1956","10",2,"Detroit Lions / 7th / 166th pick / 1980"
"37",51,"Niko Noga",28,"",16,0,234,"6-1","Hawaii","3/1/1962","6",1,"St. Louis Cardinals / 8th / 201st pick / 1984"
"38",42,"Chris Oldham",22,"",16,0,200,"5-9","Oregon","10/26/1968","Rook",1,"Detroit Lions / 4th / 105th pick / 1990"
"39",70,"Dan Owens",23,"LDE",16,12,280,"6-3","USC","3/16/1967","Rook",4,"Detroit Lions / 2nd / 35th pick / 1990"
"40",9,"Rodney Peete",24,"QB",11,11,230,"6-0","USC","3/16/1966","1",11,"Detroit Lions / 6th / 141st pick / 1989"
"41",96,"Lawrence Pete",24,"nt",6,1,286,"6-0","Nebraska","1/18/1966","1",1,"Detroit Lions / 5th / 115th pick / 1989"
"42",24,"Jason Phillips",24,"wr",13,2,166,"5-7","Houston","10/11/1966","1",1,"Detroit Lions / 10th / 253rd pick / 1989"
"43",73,"Harvey Salem",29,"RT",15,14,283,"6-6","California","1/15/1961","7",7,"Houston Oilers / 2nd / 30th pick / 1983"
"44",20,"Barry Sanders*+",22,"RB",16,16,203,"5-8","Oklahoma St.","7/16/1968","1",17,"Detroit Lions / 1st / 3rd pick / 1989"
"45",64,"Eric Sanders",32,"t",16,2,277,"6-6","Nevada","10/22/1958","9",2,"Atlanta Falcons / 5th / 136th pick / 1981"
"46",54,"Chris Spielman*",25,"LILB",12,12,247,"6-0","Ohio St.","10/11/1965","2",7,"Detroit Lions / 2nd / 29th pick / 1988"
"47",92,"Marc Spindler",21,"de",3,2,290,"6-5","Pittsburgh","11/28/1969","Rook",1,"Detroit Lions / 3rd / 62nd pick / 1990"
"48",21,"Terry Taylor",29,"db",2,2,188,"5-10","Southern Illinois","7/18/1961","6",1,"Seattle Seahawks / 1st / 22nd pick / 1984"
"49",60,"Mike Utley",25,"g",16,1,288,"6-6","Washington St.","12/20/1965","1",2,"Detroit Lions / 3rd / 59th pick / 1989"
"50",11,"Andre Ware",22,"qb",4,1,205,"6-2","Houston","7/31/1968","Rook",1,"Detroit Lions / 1st / 7th pick / 1990"
"51",28,"Herb Welch",29,"db",16,4,180,"5-11","UCLA","1/12/1961","5",2,"New York Giants / 12th / 326th pick / 1985"
"52",25,"Sheldon White",25,"",3,0,188,"5-11","Miami (OH)","3/1/1965","2",0,"New York Giants / 3rd / 62nd pick / 1988"
"53",35,"William White",24,"SS",16,16,199,"5-10","Ohio St.","2/19/1966","2",6,"Detroit Lions / 4th / 85th pick / 1988"
"54",34,"James Wilder",32,"",15,0,225,"6-3","Missouri","5/12/1958","9",0,"Tampa Bay Buccaneers / 2nd / 34th pick / 1981"
"55",59,"Jimmy Williams",30,"LOLB",10,9,228,"6-3","Nebraska","11/15/1960","8",4,"Detroit Lions / 1st / 15th pick / 1982"
"56",NA,"Team Total",26.9,"",16,NA,227.1,"6-1.0","","","3.8",NA,""
