"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",52,"George Andrews",24,"",16,0,226,"6-3","Nebraska","11/28/1955","Rook",3,"Los Angeles Rams / 1st / 19th pick / 1979"
"2",62,"Bill Bain",27,"",8,0,279,"6-4","Colorado,USC","8/9/1952","4",3,"Green Bay Packers / 2nd / 47th pick / 1975"
"3",90,"Larry Brooks*+",29,"LDT",16,16,255,"6-3","Virginia St.","6/10/1950","7",11,"Los Angeles Rams / 14th / 355th pick / 1972"
"4",25,"Eddie Brown",27,"fs",16,5,187,"5-11","Tennessee","2/19/1952","5",3,"Cleveland Browns / 8th / 199th pick / 1974"
"5",59,"Bob Brudzinski",24,"RLB",16,16,230,"6-4","Ohio St.","1/1/1955","2",7,"Los Angeles Rams / 1st / 23rd pick / 1977"
"6",32,"Cullen Bryant",28,"FB",16,16,234,"6-1","Colorado","5/20/1951","6",5,"Los Angeles Rams / 2nd / 31st pick / 1973"
"7",13,"Ken Clark",31,"P",16,0,197,"6-2","St. Mary's (Canada)","5/26/1948","Rook",2,""
"8",3,"Frank Corral",24,"K",16,0,224,"6-2","UCLA","6/16/1955","1",2,"Los Angeles Rams / 3rd / 78th pick / 1978"
"9",21,"Nolan Cromwell",24,"FS",16,16,200,"6-1","Kansas","1/30/1955","2",6,"Los Angeles Rams / 2nd / 31st pick / 1977"
"10",88,"Preston Dennard",24,"WR",15,11,185,"6-1","New Mexico","11/28/1955","1",6,""
"11",71,"Reggie Doss",23,"",16,0,265,"6-4","Hampton","12/7/1956","1",3,"Los Angeles Rams / 7th / 189th pick / 1978"
"12",89,"Fred Dryer",33,"RDE",16,16,240,"6-6","San Diego St.","7/6/1946","10",6,"New York Giants / 1st / 13th pick / 1969"
"13",66,"Bill Dunstan",30,"",10,0,250,"6-4","Utah St.","1/3/1949","6",3,"San Francisco 49ers / 14th / 361st pick / 1971"
"14",28,"Ken Ellis",32,"",3,0,190,"5-10","Southern","9/27/1947","9",2,"Green Bay Packers / 4th / 93rd pick / 1970"
"15",42,"Dave Elmendorf",30,"SS",16,16,195,"6-1","Texas A&M","6/20/1949","8",5,"Los Angeles Rams / 3rd / 63rd pick / 1971"
"16",79,"Mike Fanning",26,"RDT",16,16,255,"6-6","Notre Dame","2/2/1953","4",6,"Los Angeles Rams / 1st / 9th pick / 1975"
"17",15,"Vince Ferragamo",25,"qb",8,5,212,"6-3","California,Nebraska","4/24/1954","2",2,"Los Angeles Rams / 4th / 91st pick / 1977"
"18",77,"Doug France",26,"LT",16,13,270,"6-5","Ohio St.","4/26/1953","4",5,"Los Angeles Rams / 1st / 20th pick / 1975"
"19",73,"Gordon Gravelle",30,"t",8,3,250,"6-5","BYU","6/12/1949","7",2,"Pittsburgh Steelers / 2nd / 38th pick / 1972"
