"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",84,"Rashaun Allen",24,"",1,0,250,"6-5","Southern","2/25/1990","Rook",0,""
"2",56,"Cliff Avril",28,"DE",16,16,252,"6-3","Purdue","4/8/1986","6",8,"Detroit Lions / 3rd / 92nd pick / 2008"
"3",78,"Alvin Bailey",23,"lg",14,5,312,"6-3","Arkansas","8/26/1991","1",4,""
"4",89,"Doug Baldwin",26,"WR",16,16,189,"5-10","Stanford","9/21/1988","3",9,""
"5",88,"Phil Bates",25,"",1,0,220,"6-1","Ohio","9/20/1989","2",0,""
"6",72,"Michael Bennett",29,"DE",16,16,271,"6-4","Texas A&M","11/13/1985","5",9,""
"7",87,"Brett Brackett",27,"",1,0,248,"6-5","Penn St.","12/13/1987","3",0,""
"8",59,"Allen Bradford",26,"",1,0,235,"5-11","USC","8/31/1988","3",0,"Tampa Bay Buccaneers / 6th / 187th pick / 2011"
"9",68,"Justin Britt",23,"RT",16,16,325,"6-6","Missouri","5/29/1991","Rook",9,"Seattle Seahawks / 2nd / 64th pick / 2014"
"10",28,"Marcus Burley",24,"",13,0,185,"5-10","Delaware","7/16/1990","1",1,""
"11",77,"James Carpenter",25,"LG",13,13,313,"6-4","Alabama","3/22/1989","3",8,"Seattle Seahawks / 1st / 25th pick / 2011"
"12",31,"Kam Chancellor*",26,"SS",14,14,232,"6-3","Virginia Tech","4/3/1988","4",9,"Seattle Seahawks / 5th / 133rd pick / 2010"
"13",40,"Derrick Coleman",24,"fb",5,1,233,"6-0","UCLA","10/18/1990","2",0,""
"14",52,"Brock Coyle",24,"mlb",15,2,245,"6-2","Montana","10/12/1990","Rook",2,""
"15",95,"Demarcus Dobbs",27,"",4,0,275,"6-6","Georgia","11/30/1987","3",0,""
"16",44,"L.J. Fort",24,"",1,0,230,"6-0","Northern Iowa","1/3/1990","2",0,""
"17",79,"Garry Gilliam",24,"t",14,1,303,"6-6","Penn St.","11/26/1990","Rook",2,""
"18",49,"Clint Gresham",28,"",16,0,238,"6-3","TCU","8/24/1986","4",1,""
"19",11,"Percy Harvin",26,"wr",5,4,200,"5-11","Florida","5/28/1988","5",2,"Minnesota Vikings / 1st / 22nd pick / 2009"
"20",4,"Steven Hauschka",29,"",16,0,185,"6-1","North Carolina St.","6/29/1985","6",3,""
"21",84,"Cooper Helfet",25,"te",10,2,240,"6-4","Duke","6/2/1989","2",2,""
"22",97,"Jordan Hill",23,"",13,0,303,"6-1","Penn St.","2/8/1991","1",3,"Seattle Seahawks / 3rd / 87th pick / 2013"
"23",NA,"Gator Hoskins",23,"",4,NA,253,"6-2","Marshall","12/19/1991","Rook",0,""
"24",51,"Bruce Irvin",27,"LB",15,13,245,"6-3","West Virginia","11/1/1987","2",8,"Seattle Seahawks / 1st / 15th pick / 2012"
"25",7,"Tarvaris Jackson",31,"",1,0,226,"6-2","Arkansas,Alabama St.","4/21/1983","8",0,"Minnesota Vikings / 2nd / 64th pick / 2006"
"26",61,"Lemuel Jeanpierre",27,"c",6,3,301,"6-1","South Carolina","5/19/1987","3",2,""
"27",23,"Jeron Johnson",26,"cb",15,1,210,"5-10","Boise St.","6/12/1988","3",1,""
"28",15,"Jermaine Kearse",24,"WR",15,14,212,"6-1","Washington","2/6/1990","2",6,""
"29",70,"David King",25,"",3,0,281,"6-4","Oklahoma","12/27/1989","1",0,"Philadelphia Eagles / 7th / 239th pick / 2013"
"30",20,"Jeremy Lane",24,"cb",7,1,184,"6-0","NW State (LA)","7/14/1990","2",1,"Seattle Seahawks / 6th / 172nd pick / 2012"
"31",65,"Patrick Lewis",23,"c",6,4,311,"6-1","Texas A&M","1/30/1991","1",3,""
"32",83,"Ricardo Lockette",28,"",16,0,211,"6-2","Fort Valley St.","5/21/1986","3",2,""
"33",24,"Marshawn Lynch*",28,"RB",16,14,215,"5-11","California","4/22/1986","7",13,"Buffalo Bills / 1st / 12th pick / 2007"
"34",91,"Cassius Marsh",22,"",5,0,252,"6-4","UCLA","7/7/1992","Rook",0,"Seattle Seahawks / 4th / 108th pick / 2014"
"35",13,"Chris Matthews",25,"",3,0,218,"6-5","Kentucky","10/6/1989","Rook",0,""
"36",41,"Byron Maxwell",26,"RCB",13,12,202,"6-0","Clemson","2/23/1988","3",5,"Seattle Seahawks / 6th / 173rd pick / 2011"
"37",99,"Tony McDaniel",29,"LDT",16,14,295,"6-7","Tennessee","1/20/1985","8",7,""
"38",70,"Andrew McDonald",26,"",2,0,316,"6-6","Indiana","9/8/1988","2",0,""
"39",92,"Brandon Mebane",29,"rdt",9,9,309,"6-1","California","1/15/1985","7",4,"Seattle Seahawks / 3rd / 85th pick / 2007"
"40",33,"Christine Michael",24,"",10,0,220,"5-10","Texas A&M","11/9/1990","1",1,"Seattle Seahawks / 2nd / 62nd pick / 2013"
"41",86,"Zach Miller",29,"te",3,3,256,"6-5","Arizona St.","12/11/1985","7",1,"Oakland Raiders / 2nd / 38th pick / 2007"
"42",66,"Keavon Milton",24,"",1,0,293,"6-4","La-Monroe","6/23/1990","1",0,""
"43",88,"Tony Moeaki",27,"te",6,2,250,"6-4","Iowa","6/8/1987","4",1,"Kansas City Chiefs / 3rd / 93rd pick / 2010"
"44",57,"Mike Morgan",26,"",16,0,224,"6-4","USC","1/16/1988","3",1,""
"45",81,"Kevin Norwood",25,"wr",9,2,198,"6-2","Alabama","9/23/1989","Rook",1,"Seattle Seahawks / 4th / 123rd pick / 2014"
"46",76,"Russell Okung",27,"LT",14,14,307,"6-5","Oklahoma St.","10/7/1987","4",8,"Seattle Seahawks / 1st / 6th pick / 2010"
"47",42,"Terrance Parks",24,"",1,0,218,"6-2","Florida St.","4/14/1990","Rook",0,""
"48",58,"Kevin Pierre-Louis",23,"",7,0,232,"6-1","Boston Col.","10/7/1991","Rook",1,"Seattle Seahawks / 4th / 132nd pick / 2014"
"49",10,"Paul Richardson",22,"wr",15,6,175,"6-0","Colorado","4/13/1992","Rook",3,"Seattle Seahawks / 2nd / 45th pick / 2014"
"50",73,"Travian Robertson",26,"",1,0,305,"6-4","South Carolina","12/9/1988","2",0,"Atlanta Falcons / 7th / 249th pick / 2012"
"51",9,"Jon Ryan",33,"",16,0,202,"6-0","Regina (Canada)","11/26/1981","8",2,""
"52",NA,"Jalen Saunders",22,"",3,NA,165,"5-9","Oklahoma","9/30/1992","Rook",0,"New York Jets / 4th / 104th pick / 2014"
"53",63,"Stephen Schilling",26,"c",8,3,308,"6-4","Michigan","7/21/1988","3",2,"San Diego Chargers / 6th / 201st pick / 2011"
"54",93,"O'Brien Schofield",27,"",16,0,238,"6-2","Wisconsin","4/3/1987","4",2,"Arizona Cardinals / 4th / 130th pick / 2010"
"55",98,"Greg Scruggs",24,"",3,0,284,"6-3","Louisville","8/17/1990","2",0,"Seattle Seahawks / 7th / 232nd pick / 2012"
"56",35,"DeShawn Shead",26,"cb",16,1,220,"6-1","Portland St.","6/28/1988","2",1,""
"57",25,"Richard Sherman*+",26,"LCB",16,16,195,"6-3","Stanford","3/30/1988","3",16,"Seattle Seahawks / 5th / 154th pick / 2011"
"58",27,"Tharold Simon",23,"rcb",10,5,202,"6-2","LSU","3/6/1991","1",2,"Seattle Seahawks / 5th / 138th pick / 2013"
"59",53,"Malcolm Smith",25,"lb",14,5,226,"6-0","USC","7/5/1989","3",3,"Seattle Seahawks / 7th / 242nd pick / 2011"
