"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",69,"Jared Allen",23,"DE",16,15,265,"6-6","Idaho St.","4/3/1982","1",8,"Kansas City Chiefs / 4th / 126th pick / 2004"
"2",59,"Shawn Barber",30,"",3,0,245,"6-2","Richmond","1/14/1975","7",0,"Washington Redskins / 4th / 113th pick / 1998"
"3",24,"William Bartee",28,"",16,0,200,"6-1","Oklahoma","6/25/1977","5",1,"Kansas City Chiefs / 2nd / 54th pick / 2000"
"4",99,"Kendrell Bell",27,"ROLB",16,14,254,"6-1","Georgia","7/2/1978","4",6,"Pittsburgh Steelers / 2nd / 39th pick / 2001"
"5",65,"Jordan Black",25,"lt",16,10,314,"6-5","Notre Dame","1/28/1980","1",5,"Kansas City Chiefs / 5th / 153rd pick / 2003"
"6",67,"Chris Bober",29,"rt",16,2,310,"6-5","Nebraska-Omaha","12/24/1976","4",2,""
"7",85,"Marc Boerigter",27,"",10,0,220,"6-3","Hastings","5/4/1978","3",1,""
"8",39,"Dee Brown",27,"",8,0,209,"5-10","Syracuse","5/12/1978","3",0,"Carolina Panthers / 6th / 175th pick / 2001"
"9",93,"John Browning",32,"LDT",16,12,297,"6-5","West Virginia","9/30/1973","9",6,"Kansas City Chiefs / 3rd / 68th pick / 1996"
"10",15,"Todd Collins",34,"",1,0,225,"6-4","Michigan","11/5/1971","10",0,"Buffalo Bills / 2nd / 45th pick / 1995"
"11",2,"Dustin Colquitt",23,"",16,0,211,"6-2","Tennessee","5/6/1982","Rook",1,"Kansas City Chiefs / 3rd / 99th pick / 2005"
"12",42,"Ronnie Cruz",24,"",14,0,237,"6-0","Northern State Univ.","6/11/1981","Rook",0,""
"13",75,"Lional Dalton",30,"RDT",16,14,315,"6-1","East. Michigan","2/21/1975","7",6,""
"14",89,"Jason Dunn",32,"te",16,1,276,"6-6","East. Kentucky","11/15/1973","9",1,"Philadelphia Eagles / 2nd / 54th pick / 1996"
"15",97,"Keyaron Fox",23,"",2,0,220,"6-3","Georgia Tech","1/24/1982","1",0,"Kansas City Chiefs / 3rd / 93rd pick / 2004"
"16",83,"Kendall Gammon",37,"",10,0,255,"6-4","Pittsburg St.","10/23/1968","13",0,"Pittsburgh Steelers / 11th / 291st pick / 1992"
"17",88,"Tony Gonzalez*",29,"TE",16,16,251,"6-5","California","2/27/1976","8",9,"Kansas City Chiefs / 1st / 13th pick / 1997"
"18",10,"Trent Green*",35,"QB",16,16,217,"6-3","Indiana","7/9/1970","8",15,"San Diego Chargers / 8th / 222nd pick / 1993"
"19",53,"Kris Griffin",24,"",8,0,232,"6-3","Geneva,Indiana (PA)","5/27/1981","Rook",1,""
"20",51,"Boomer Grigsby",24,"",16,0,249,"6-0","Illinois St.","11/15/1981","Rook",1,"Kansas City Chiefs / 5th / 138th pick / 2005"
"21",92,"Carlos Hall",26,"de",14,2,261,"6-4","Arkansas","1/16/1979","3",2,"Tennessee Titans / 7th / 240th pick / 2002"
"22",82,"Dante Hall",27,"wr",16,2,187,"5-8","Texas A&M","9/20/1978","5",5,"Kansas City Chiefs / 5th / 153rd pick / 2000"
"23",98,"Eric Hicks",29,"DE",16,14,280,"6-6","Maryland","6/17/1976","7",7,""
"24",31,"Priest Holmes",32,"rb",7,7,213,"5-9","Texas","10/7/1973","8",5,""
"25",81,"Chris Horn",28,"wr",14,3,195,"5-11","Rocky Mountain","7/13/1977","1",2,""
"26",66,"Johnathan Ingram",25,"",4,0,300,"6-2","San Diego St.","9/20/1980","Rook",0,""
"27",56,"Derrick Johnson",23,"LOLB",16,16,242,"6-3","Texas","11/22/1982","Rook",7,"Kansas City Chiefs / 1st / 15th pick / 2005"
"28",27,"Larry Johnson*",26,"RB",16,9,228,"6-1","Penn St.","11/19/1979","2",17,"Kansas City Chiefs / 1st / 27th pick / 2003"
"29",87,"Eddie Kennison",32,"WR",16,16,201,"6-1","LSU","1/20/1973","9",11,"St. Louis Rams / 1st / 18th pick / 1996"
"30",29,"Sammy Knight",30,"SS",16,16,215,"6-0","USC","9/10/1975","8",7,""
"31",95,"Khari Long",23,"",1,0,257,"6-4","Baylor","5/23/1982","Rook",0,"Kansas City Chiefs / 6th / 199th pick / 2005"
"32",22,"Dexter McCleon",32,"rcb",12,5,195,"5-10","Clemson","10/9/1973","8",3,"St. Louis Rams / 2nd / 40th pick / 1997"
"33",50,"Kawika Mitchell",26,"MLB",16,16,253,"6-1","Georgia,South Florida","10/10/1979","2",8,"Kansas City Chiefs / 2nd / 47th pick / 2003"
"34",18,"Samie Parker",24,"WR",12,9,190,"5-11","Oregon","3/25/1981","1",5,"Kansas City Chiefs / 4th / 105th pick / 2004"
"35",48,"Ed Perry",31,"",6,0,265,"6-4","James Madison","9/1/1974","8",0,"Miami Dolphins / 6th / 177th pick / 1997"
