"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",34,"Tommie Agee",26,"FB",16,11,225,"6-0","Auburn","2/22/1964","2",4,"Seattle Seahawks / 5th / 119th pick / 1987"
"2",8,"Troy Aikman",24,"QB",15,15,219,"6-4","Oklahoma,UCLA","11/21/1966","1",7,"Dallas Cowboys / 1st / 1st pick / 1989"
"3",36,"Vince Albritton",28,"SS",8,8,215,"6-2","Washington","7/23/1962","6",4,""
"4",89,"Robert Awalt",26,"te",13,1,258,"6-5","Nevada,San Diego St.","4/9/1964","3",1,"St. Louis Cardinals / 3rd / 62nd pick / 1987"
"5",40,"Bill Bates",29,"",16,0,204,"6-1","Tennessee","6/6/1961","7",1,""
"6",63,"Lester Brinkley",25,"",6,0,270,"6-6","Mississippi","5/13/1965","Rook",0,""
"7",44,"Michael Brooks",23,"",3,0,195,"6-0","North Carolina St.","3/12/1967","1",0,""
"8",79,"Willie Broughton",26,"",4,0,285,"6-5","Miami (FL)","9/9/1964","5",0,"Indianapolis Colts / 4th / 88th pick / 1985"
"9",72,"Louis Cheek",26,"",4,0,295,"6-6","Texas A&M","10/6/1964","2",0,"Miami Dolphins / 8th / 220th pick / 1988"
"10",90,"Willis Crockett",24,"",13,0,234,"6-3","Georgia Tech","8/25/1966","Rook",1,"Dallas Cowboys / 5th / 119th pick / 1989"
"11",55,"Jack Del Rio",27,"LLB",16,16,246,"6-4","USC","4/4/1963","5",8,"New Orleans Saints / 3rd / 68th pick / 1985"
"12",86,"James Dixon",23,"KR",15,1,181,"5-9","Houston","2/2/1967","1",1,""
"13",85,"Steve Folsom",32,"",1,0,235,"6-5","Long Beach St.,Utah","3/21/1958","9",0,"Miami Dolphins / 10th / 261st pick / 1981"
"14",38,"Ron Francis",26,"",15,0,201,"5-9","Baylor","4/7/1964","3",2,"Dallas Cowboys / 2nd / 39th pick / 1987"
"15",29,"Kenneth Gant",23,"",12,0,195,"5-11","Albany State (GA)","4/18/1967","Rook",1,"Dallas Cowboys / 9th / 221st pick / 1990"
"16",67,"John Gesek",27,"RG",15,12,282,"6-5","Sacramento St.","2/18/1963","3",5,"Los Angeles Raiders / 10th / 265th pick / 1987"
"17",66,"Kevin Gogan",26,"g",16,4,317,"6-7","Washington","11/2/1964","3",2,"Dallas Cowboys / 8th / 206th pick / 1987"
"18",78,"Dean Hamel",29,"LDT",12,11,279,"6-3","Tulsa","7/7/1961","5",6,"Washington Redskins / 12th / 309th pick / 1985"
"19",50,"Dave Harper",24,"",6,0,220,"6-1","Humboldt St.","5/5/1966","Rook",0,"Dallas Cowboys / 11th / 277th pick / 1990"
"20",80,"Rod Harris",24,"",7,0,183,"5-10","Texas A&M","11/14/1966","1",0,"Houston Oilers / 4th / 104th pick / 1989"
"21",62,"Dale Hellestrae",28,"",16,0,282,"6-5","SMU","7/11/1962","5",1,"Buffalo Bills / 4th / 112th pick / 1985"
"22",45,"Manny Hendrix",26,"RCB",16,11,180,"5-10","Utah","10/20/1964","4",6,""
"23",32,"Alonzo Highsmith",25,"fb",7,5,234,"6-1","Miami (FL)","2/26/1965","3",0,"Houston Oilers / 1st / 3rd pick / 1987"
"24",30,"Issiac Holt",28,"LCB",15,15,200,"6-2","Alcorn St.","10/4/1962","5",8,"Minnesota Vikings / 2nd / 30th pick / 1985"
"25",20,"Ray Horton",30,"FS",14,14,189,"5-10","Washington","4/12/1960","7",7,"Cincinnati Bengals / 2nd / 53rd pick / 1983"
"26",99,"David Howard",29,"",16,0,232,"6-2","Oregon St.,Long Beach St.","12/8/1961","5",1,"Minnesota Vikings / 3rd / 67th pick / 1984 Supp"
"27",88,"Michael Irvin",24,"WR",12,7,207,"6-2","Miami (FL)","3/5/1966","2",4,"Dallas Cowboys / 1st / 11th pick / 1988"
"28",77,"Jim Jeffcoat",29,"RDE",16,13,274,"6-5","Arizona St.","4/1/1961","7",7,"Dallas Cowboys / 1st / 23rd pick / 1983"
"29",48,"Daryl Johnston",24,"",16,0,238,"6-2","Syracuse","2/10/1966","1",2,"Dallas Cowboys / 2nd / 39th pick / 1989"
"30",97,"Jimmie Jones",24,"ldt",16,6,285,"6-4","Miami (FL)","1/9/1966","Rook",4,"Dallas Cowboys / 3rd / 64th pick / 1990"
"31",68,"Crawford Ker",28,"LG",15,15,288,"6-3","Florida","5/5/1962","5",6,"Dallas Cowboys / 3rd / 76th pick / 1985"
"32",15,"Babe Laufenberg",31,"qb",4,1,198,"6-2","Stanford,Missouri,Indiana","12/5/1959","4",1,"Washington Redskins / 6th / 168th pick / 1983"
"33",56,"Eugene Lockhart",29,"MLB",16,16,234,"6-2","Houston","3/8/1961","6",8,"Dallas Cowboys / 6th / 152nd pick / 1984"
"34",83,"Kelvin Martin",25,"WR",16,16,163,"5-9","Boston Col.","5/14/1965","3",6,"Dallas Cowboys / 4th / 95th pick / 1987"
"35",85,"Dennis McKinnon",29,"wr",9,7,185,"6-1","Florida St.","8/22/1961","7",1,""
"36",61,"Nate Newton",29,"RT",16,16,318,"6-3","Florida A&M","12/20/1961","4",6,""
"37",73,"Danny Noonan",25,"RDT",16,15,270,"6-4","Nebraska","7/14/1965","3",8,"Dallas Cowboys / 1st / 12th pick / 1987"
"38",51,"Ken Norton",24,"RLB",15,15,254,"6-2","UCLA","9/29/1966","2",8,"Dallas Cowboys / 2nd / 41st pick / 1988"
"39",84,"Jay Novacek",28,"TE",16,15,234,"6-4","Wyoming","10/24/1962","5",6,"St. Louis Cardinals / 6th / 158th pick / 1985"
"40",4,"Mike Saxon",28,"P",16,0,205,"6-3","San Diego St.","7/10/1962","5",3,"Detroit Lions / 11th / 300th pick / 1984"
"41",53,"Randy Shannon",24,"",1,0,221,"6-0","Miami (FL)","2/24/1966","1",0,"Dallas Cowboys / 11th / 280th pick / 1989"
"42",87,"Derrick Shepard",26,"PR",8,0,186,"5-10","Oklahoma","1/22/1964","3",0,""
"43",65,"Tony Slaton",29,"c",6,4,265,"6-3","USC","4/12/1961","5",2,"Buffalo Bills / 6th / 155th pick / 1984"
"44",42,"Stan Smagala",22,"",3,0,184,"5-10","Notre Dame","4/6/1968","Rook",0,"Dallas Cowboys / 5th / 123rd pick / 1990"
"45",22,"Emmitt Smith*",21,"RB",16,15,221,"5-9","Florida","5/15/1969","Rook",8,"Dallas Cowboys / 1st / 17th pick / 1990"
"46",33,"Timmy Smith",26,"rb",1,1,216,"5-11","Texas Tech","1/24/1964","3",0,"Washington Redskins / 5th / 117th pick / 1987"
"47",57,"Vinson Smith",25,"lb",16,1,243,"6-2","East Carolina","7/3/1965","2",2,""
"48",54,"Jesse Solomon",27,"",9,0,240,"6-0","Florida St.","11/4/1963","4",1,"Minnesota Vikings / 12th / 318th pick / 1986"
"49",53,"Mark Stepnoski",23,"C",16,16,269,"6-2","Pittsburgh","1/20/1967","1",6,"Dallas Cowboys / 3rd / 57th pick / 1989"
"50",96,"Danny Stubbs",25,"LDE",16,15,265,"6-4","Miami (FL)","1/3/1965","2",9,"San Francisco 49ers / 2nd / 33rd pick / 1988"
"51",92,"Tony Tolbert",23,"de",16,4,268,"6-6","Texas-El Paso","12/29/1967","1",3,"Dallas Cowboys / 4th / 85th pick / 1989"
"52",71,"Mark Tuinei",30,"LT",13,13,302,"6-5","UCLA,Hawaii","3/31/1960","7",5,""
"53",3,"Steve Walsh",24,"",1,0,207,"6-3","Miami (FL)","12/1/1966","1",0,"Dallas Cowboys / 1st / 1st pick / 1989 Supp"
