"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr.","Cap.Hit"
"1",17,"Davante Adams",24,"WR",14,13,212,"6-1","Fresno St.","12/24/1992","2",NA,"Green Bay Packers / 2nd / 53rd pick / 2014","$1,072,746"
"2",81,"Geronimo Allison",22,"WR",8,0,202,"6-3","Illinois","1/18/1994","Rook",NA,"","$450,000"
"3",69,"David Bakhtiari",25,"OT",14,14,299,"6-4","Colorado","9/30/1991","3",NA,"Green Bay Packers / 4th / 109th pick / 2013","$1,784,850"
"4",67,"Don Barclay",27,"G",14,1,305,"6-4","West Virginia","4/18/1989","4",NA,"","$700,000"
"5",29,"Kentrell Brice",22,"S",14,0,200,"5-11","","8/11/1994","Rook",NA,"","$450,000"
"6",75,"Bryan Bulaga",27,"T",14,14,315,"6-5","Iowa","3/21/1989","6",NA,"Green Bay Packers / 1st / 23rd pick / 2010","$5,462,500"
"7",42,"Morgan Burnett",27,"DB",13,13,210,"6-1","Georgia Tech","1/13/1989","6",NA,"Green Bay Packers / 3rd / 71st pick / 2010","$5,956,250"
"8",6,"Joe Callahan",23,"QB",NA,NA,216,"6-1","","6/4/1993","Rook",NA,"","$450,000"
"9",97,"Kenny Clark",21,"DT",14,2,314,"6-3","UCLA","10/4/1995","Rook",NA,"Green Bay Packers / 1st / 27th pick / 2016","$1,702,117"
"10",21,"Ha Ha Clinton-Dix",24,"FS",14,14,208,"6-1","Alabama","12/21/1992","2",NA,"Green Bay Packers / 1st / 21st pick / 2014","$2,274,137"
"11",18,"Randall Cobb",26,"WR",13,10,191,"5-10","Kentucky","8/22/1990","5",NA,"Green Bay Packers / 2nd / 64th pick / 2011","$9,150,000"
"12",89,"Jared Cook",29,"TE",8,5,235,"6-4","South Carolina","4/7/1987","7",NA,"Tennessee Titans / 3rd / 89th pick / 2009","$2,750,000"
"13",38,"John Crockett",24,"RB",NA,NA,215,"6-0","North Dakota St.","2/16/1992","1",NA,"","$348,000"
"14",2,"Mason Crosby",32,"K",14,0,212,"6-1","Colorado","9/3/1984","9",NA,"Green Bay Packers / 6th / 193rd pick / 2007","$2,400,000"
"15",76,"Mike Daniels",27,"DT",14,14,291,"6-0","Iowa","5/5/1989","4",NA,"Green Bay Packers / 4th / 132nd pick / 2012","$7,400,000"
"16",11,"Trevor Davis",23,"WR",10,0,188,"6-1","California","7/4/1993","Rook",NA,"Green Bay Packers / 5th / 163rd pick / 2016","$506,794"
"17",20,"Makinton Dorleant",24,"CB",2,0,182,"5-11","","10/6/1992","Rook",NA,"","$333,000"
"18",91,"Jayrone Elliott",25,"LB",11,0,240,"6-3","Toledo","11/11/1991","2",NA,"","$601,668"
"19",25,"Marwin Evans",23,"S",14,0,211,"5-11","","4/10/1993","Rook",NA,"","$450,000"
"20",51,"Kyler Fackrell",25,"OLB",11,0,244,"6-5","Utah St.","11/25/1991","Rook",NA,"Green Bay Packers / 3rd / 88th pick / 2016","$623,512"
"21",61,"Brett Goode",32,"LB",14,0,244,"6-1","Arkansas","11/2/1984","8",NA,"","$600,000"
"22",39,"Demetri Goodson",27,"CB",6,3,194,"5-11","Baylor","6/11/1989","2",NA,"Green Bay Packers / 6th / 197th pick / 2014","$478,543"
"23",98,"Letroy Guion",29,"DT",13,13,295,"6-4","Florida St.","6/21/1987","8",NA,"Minnesota Vikings / 5th / 152nd pick / 2008","$3,516,666"
"24",36,"Ladarius Gunter",24,"CB",14,13,200,"6-1","Miami (FL)","5/13/1992","1",NA,"","$526,666"
"25",28,"Josh Hawkins",23,"CB",11,0,189,"5-10","","1/23/1993","Rook",NA,"","$450,000"
"26",7,"Brett Hundley",23,"QB",3,0,227,"6-3","UCLA","6/15/1993","Rook",NA,"Green Bay Packers / 5th / 147th pick / 2015","$580,908"
"27",33,"Micah Hyde",26,"CB",14,9,197,"6-0","Iowa","12/31/1990","3",NA,"Green Bay Packers / 5th / 159th pick / 2013","$1,715,527"
"28",34,"Don Jackson",23,"RB",3,1,208,"5-10","","9/7/1993","Rook",NA,"","$291,170"
"29",83,"Jeff Janis",25,"WR",14,1,219,"6-3","Saginaw Valley St.","6/24/1991","2",NA,"Green Bay Packers / 7th / 236th pick / 2014","$612,848"
"30",95,"Datone Jones",26,"DE",13,3,283,"6-4","UCLA","7/24/1990","3",NA,"Green Bay Packers / 1st / 26th pick / 2013","$2,455,280"
"31",40,"Joe Kerridge",24,"FB",6,0,242,"6-0","","9/17/1992","Rook",NA,"","$450,000"
"32",27,"Eddie Lacy",26,"RB",5,5,231,"5-11","Alabama","6/2/1990","3",NA,"Green Bay Packers / 2nd / 61st pick / 2013","$1,079,404"
"33",70,"T.J. Lang",29,"T",11,11,305,"6-4","East. Michigan","9/20/1987","7",NA,"Green Bay Packers / 4th / 109th pick / 2009","$6,181,250"
"34",63,"Corey Linsley",25,"C",7,7,296,"6-3","Ohio St.","7/27/1991","2",NA,"Green Bay Packers / 5th / 161st pick / 2014","$646,250"
"35",94,"Dean Lowry",22,"DE",13,0,295,"6-6","Northwestern","6/9/1994","Rook",NA,"Green Bay Packers / 4th / 137th pick / 2016","$545,848"
"36",50,"Blake Martinez",22,"ILB",11,9,239,"6-2","Stanford","1/9/1994","Rook",NA,"Green Bay Packers / 4th / 131st pick / 2016","$545,848"
"37",52,"Clay Matthews",30,"LB",10,8,255,"6-3","USC","5/14/1986","7",NA,"Green Bay Packers / 1st / 26th pick / 2009","$13,750,000"
"38",32,"Christine Michael",26,"RB",4,0,220,"5-10","Texas A&M","11/9/1990","3",NA,"Seattle Seahawks / 2nd / 62nd pick / 2013","$675,000"
"39",88,"Ty Montgomery",23,"WR",13,4,216,"6-0","Stanford","1/22/1993","1",NA,"Green Bay Packers / 3rd / 94th pick / 2015","$693,386"
"40",68,"Kyle Murphy",23,"OT",3,0,300,"6-6","Stanford","12/11/1993","Rook",NA,"Green Bay Packers / 6th / 200th pick / 2016","$481,535"
"41",87,"Jordy Nelson",31,"WR",14,14,215,"6-3","Kansas St.","5/31/1985","8",NA,"Green Bay Packers / 2nd / 36th pick / 2008","$8,300,000"
"42",64,"Mike Pennel",25,"DT",8,0,363,"6-5","CSU-Pueblo","5/9/1991","2",NA,"","$459,716"
"43",56,"Julius Peppers",36,"DE",14,9,283,"6-6","North Carolina","1/18/1980","14",NA,"Carolina Panthers / 1st / 2nd pick / 2002","$10,500,000"
"44",53,"Nick Perry",26,"DE",12,12,271,"6-3","USC","4/12/1990","4",NA,"Green Bay Packers / 1st / 28th pick / 2012","$4,875,000"
