"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",40,"Gary Anderson",29,"RB",16,13,185,"6-0","Arkansas","4/18/1961","5",8,"San Diego Chargers / 1st / 20th pick / 1983"
"2",89,"Jesse Anderson",24,"te",16,2,245,"6-2","Mississippi St.","7/26/1966","Rook",1,"Tampa Bay Buccaneers / 4th / 87th pick / 1990"
"3",56,"Sam Anno",25,"",16,0,236,"6-2","USC","1/26/1965","3",1,""
"4",85,"Terry Anthony",22,"",1,0,200,"6-0","Florida St.","3/9/1968","Rook",0,"Tampa Bay Buccaneers / 11th / 281st pick / 1990"
"5",75,"Carl Bax",24,"lg",9,6,290,"6-4","Missouri","1/5/1966","1",3,"Tampa Bay Buccaneers / 8th / 200th pick / 1989"
"6",62,"Ian Beckles",23,"RG",16,16,300,"6-1","Indiana","7/20/1967","Rook",6,"Tampa Bay Buccaneers / 5th / 114th pick / 1990"
"7",69,"John Bruhin",26,"g",14,1,280,"6-3","Tennessee","12/9/1964","2",1,"Tampa Bay Buccaneers / 4th / 86th pick / 1988"
"8",78,"John Cannon",30,"rde",15,5,260,"6-5","William & Mary","7/30/1960","8",3,"Tampa Bay Buccaneers / 3rd / 83rd pick / 1982"
"9",7,"Jeff Carlson",24,"",1,0,215,"6-3","Weber St.","5/23/1966","Rook",0,"Los Angeles Rams / 4th / 102nd pick / 1989"
"10",88,"Mark Carrier",25,"WR",16,16,186,"6-0","Nicholls St.","10/28/1965","3",6,"Tampa Bay Buccaneers / 3rd / 57th pick / 1987"
"11",17,"Chris Chandler",25,"qb",7,3,224,"6-4","Washington","10/12/1965","2",2,"Indianapolis Colts / 3rd / 76th pick / 1988"
"12",2,"Steve Christie",23,"K",16,0,195,"6-0","William & Mary","11/13/1967","Rook",5,""
"13",33,"Reggie Cobb",22,"FB",16,13,212,"6-1","Tennessee","7/7/1968","Rook",5,"Tampa Bay Buccaneers / 2nd / 30th pick / 1990"
"14",53,"Sidney Coleman",26,"",16,0,250,"6-2","Southern Miss","1/14/1964","2",1,""
"15",79,"Reuben Davis",25,"LDE",16,16,302,"6-5","North Carolina","5/7/1965","2",6,"Tampa Bay Buccaneers / 9th / 225th pick / 1988"
"16",76,"Scott Dill",24,"t",3,2,294,"6-5","Memphis","4/5/1966","2",1,"Phoenix Cardinals / 9th / 233rd pick / 1988"
"17",87,"Willie Drewrey",27,"PR",16,1,184,"5-7","West Virginia","4/28/1963","5",1,"Houston Oilers / 11th / 281st pick / 1985"
"18",42,"Eric Everett",24,"",16,0,165,"5-10","Texas Tech","7/13/1966","2",2,"Philadelphia Eagles / 5th / 122nd pick / 1988"
"19",81,"Chris Ford",23,"",1,0,185,"6-1","Lamar","5/20/1967","Rook",0,""
"20",36,"Bobby Futrell",27,"",1,0,190,"5-11","Elizabeth City St.","8/4/1963","4",0,""
"21",60,"Randy Grimes",30,"C",15,15,270,"6-4","Baylor","7/20/1960","7",6,"Tampa Bay Buccaneers / 2nd / 45th pick / 1983"
"22",74,"Paul Gruber",25,"LT",16,16,292,"6-5","Wisconsin","2/24/1965","2",6,"Tampa Bay Buccaneers / 1st / 4th pick / 1988"
"23",45,"Wayne Haddix*",25,"RCB",16,16,203,"6-1","Liberty","7/23/1965","3",10,""
"24",82,"Ron Hall",26,"TE",16,16,245,"6-4","Cal Poly-Pomona,Hawaii","3/15/1964","3",4,"Tampa Bay Buccaneers / 4th / 87th pick / 1987"
"25",39,"Harry Hamilton",28,"FS",16,16,194,"6-0","Penn St.","11/29/1962","6",7,"New York Jets / 7th / 176th pick / 1984"
"26",20,"Odie Harris",24,"",16,0,190,"6-0","Sam Houston St.","4/1/1966","2",1,""
"27",26,"John Harvey",24,"rb",16,1,185,"5-11","Texas-El Paso","12/28/1966","Rook",1,""
