"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",37,"Shaun Alexander",23,"rb",16,1,225,"5-11","Alabama","8/30/1977","Rook",3,"Seattle Seahawks / 1st / 19th pick / 2000"
"2",83,"Karsten Bailey",23,"",9,0,205,"6-0","Auburn","4/26/1977","1",1,"Seattle Seahawks / 3rd / 82nd pick / 1999"
"3",63,"Frank Beede",27,"",7,0,296,"6-4","California,Panhandle State (OK)","5/1/1973","4",1,""
"4",55,"Marcus Bell",23,"",16,0,245,"6-1","Arizona","7/19/1977","Rook",1,"Seattle Seahawks / 4th / 116th pick / 2000"
"5",20,"Jay Bellamy",28,"fs",16,16,200,"5-11","Rutgers","7/8/1972","6",6,""
"6",19,"Fabien Bownes",28,"",16,0,185,"5-11","West. Illinois","2/29/1972","5",0,""
"7",94,"Chad Brown",30,"lb",16,16,245,"6-2","Colorado","7/12/1970","7",7,"Pittsburgh Steelers / 2nd / 44th pick / 1993"
"8",34,"Reggie Brown",27,"",12,1,244,"6-0","Fresno St.","6/26/1973","4",0,"Seattle Seahawks / 3rd / 91st pick / 1996"
"9",5,"Travis Brown",23,"",1,0,215,"6-3","Northern Arizona","7/17/1977","Rook",0,""
"10",26,"Chris Canty",24,"",12,1,185,"5-9","Kansas St.","3/30/1976","3",1,"New England Patriots / 1st / 29th pick / 1997"
"11",23,"Ike Charlton",23,"",16,0,199,"5-11","Virginia Tech","10/6/1977","Rook",1,"Seattle Seahawks / 2nd / 52nd pick / 2000"
"12",90,"Antonio Cochran",24,"",15,0,299,"6-4","Georgia","6/21/1976","1",1,"Seattle Seahawks / 4th / 115th pick / 1999"
"13",52,"Jean-Phillipe Darche",25,"",16,0,246,"6-0","McGill","2/28/1975","Rook",1,""
"14",81,"Sean Dawkins",29,"wr",16,16,215,"6-4","California","2/3/1971","7",7,"Indianapolis Colts / 1st / 16th pick / 1993"
