"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr.","Cap.Hit"
"1",20,"Kenneth Acker",23,"RCB",15,13,190,"6-0","SMU","2/6/1992","1",5,"San Francisco 49ers / 6th / 180th pick / 2014","$465,150"
"2",91,"Arik Armstead",22,"",16,0,296,"6-7","Oregon","11/15/1993","Rook",1,"San Francisco 49ers / 1st / 17th pick / 2015","$1,789,567"
"3",54,"Ray-Ray Armstrong",24,"",5,0,227,"6-3","Miami (FL)","3/5/1991","2",0,"",""
"4",84,"Blake Bell",24,"te",14,5,263,"6-6","Oklahoma","8/7/1991","Rook",1,"San Francisco 49ers / 4th / 117th pick / 2015","$561,283"
"5",50,"Nick Bellore",26,"",16,0,238,"6-1","Central Michigan","5/12/1989","4",1,"","$1,170,000"
"6",41,"Antoine Bethea",31,"ss",7,7,203,"5-11","Howard","7/27/1984","9",2,"Indianapolis Colts / 6th / 207th pick / 2006","$4,750,000"
"7",81,"Anquan Boldin",35,"WR",14,13,218,"6-1","Florida St.","10/3/1980","12",5,"Arizona Cardinals / 2nd / 54th pick / 2003","$6,909,000"
"8",75,"Alex Boone",28,"LG",13,13,330,"6-7","Ohio St.","5/4/1987","5",5,"","$3,723,000"
"9",53,"NaVorro Bowman*+",27,"LB",16,16,230,"6-1","Penn St.","5/28/1988","5",14,"San Francisco 49ers / 3rd / 91st pick / 2010","$7,654,000"
"10",26,"Tramaine Brock",27,"LCB",15,15,197,"5-10","Mississippi Gulf Coast J.C.; Bellhaven","8/20/1988","5",5,"","$2,790,000"
"11",55,"Ahmad Brooks",31,"LB",14,14,255,"6-4","Virginia","3/14/1984","9",6,"Cincinnati Bengals / 3rd / 2006 Supp","$7,055,000"
"12",77,"Trenton Brown",22,"rt",6,2,376,"6-9","Florida","4/13/1993","Rook",1,"San Francisco 49ers / 7th / 244th pick / 2015","$448,973"
"13",23,"Reggie Bush",30,"rb",5,1,200,"6-0","USC","3/2/1985","9",0,"New Orleans Saints / 1st / 2nd pick / 2006","$2,406,250"
"14",32,"Travaris Cadet",26,"",4,0,210,"6-1","Appalachian St.","2/1/1989","3",0,"",""
"15",95,"Tank Carradine",26,"lb",14,1,276,"6-4","Florida St.","2/18/1989","2",2,"San Francisco 49ers / 2nd / 40th pick / 2013","$1,349,367"
"16",88,"Garrett Celek",27,"TE",11,8,252,"6-5","Michigan St.","5/29/1988","3",1,"","$710,000"
"17",47,"Marcus Cromartie",25,"rcb",8,1,192,"6-1","Wisconsin","12/3/1990","2",1,"","$112,200"
"18",43,"Chris Davis",25,"",3,0,205,"5-11","Auburn","11/4/1990","1",0,"",""
"19",20,"Mike Davis",22,"",6,0,223,"5-9","South Carolina","2/19/1993","Rook",1,"San Francisco 49ers / 4th / 126th pick / 2015","$552,195"
"20",85,"Vernon Davis",31,"te",6,5,250,"6-3","Maryland","1/31/1984","9",1,"San Francisco 49ers / 1st / 6th pick / 2006","$6,967,920"
"21",9,"Phil Dawson",40,"",16,0,195,"5-11","Texas","1/23/1975","16",4,"","$4,134,000"
"22",69,"Jordan Devey",27,"RG",15,9,317,"6-6","Memphis","1/11/1988","2",4,"","$510,000"
"23",92,"Quinton Dial",25,"RDT",15,15,318,"6-5","Alabama","7/21/1990","2",6,"San Francisco 49ers / 5th / 157th pick / 2013","$630,413"
"24",91,"Glenn Dorsey",30,"ldt",10,7,316,"6-2","LSU","8/1/1985","7",3,"Kansas City Chiefs / 1st / 5th pick / 2008","$2,341,666"
"25",24,"Shaun Draughn",28,"rb",6,6,205,"6-0","North Carolina","12/7/1987","4",2,"",""
"26",10,"Bruce Ellington",24,"",13,0,197,"5-9","South Carolina","8/22/1991","1",1,"San Francisco 49ers / 4th / 106th pick / 2014","$628,607"
"27",2,"Blaine Gabbert",26,"QB",8,8,235,"6-5","Missouri","10/15/1989","4",5,"Jacksonville Jaguars / 1st / 10th pick / 2011","$1,750,000"
"28",40,"Kendall Gaskins",25,"",9,0,238,"6-1","Richmond","11/4/1990","2",1,"","$112,200"
"29",58,"Eli Harold",21,"lb",16,1,235,"6-4","Virginia","1/20/1994","Rook",2,"San Francisco 49ers / 3rd / 79th pick / 2015","$609,343"
"30",32,"DuJuan Harris",27,"rb",2,1,197,"5-7","Troy","9/3/1988","4",1,"",""
"31",38,"Jarryd Hayne",27,"rb",8,1,220,"6-2","none","2/15/1988","Rook",0,"","$437,666"
"32",51,"Gerald Hodges",24,"lb",10,4,243,"6-1","Penn St.","1/17/1991","2",2,"Minnesota Vikings / 4th / 120th pick / 2013",""
"33",28,"Carlos Hyde",24,"rb",7,7,230,"6-0","Ohio St.","9/20/1991","1",3,"San Francisco 49ers / 2nd / 57th pick / 2014","$836,745"
"34",63,"Tony Jerod-Eddie",25,"rdt",16,1,303,"6-4","Texas A&M","3/29/1990","3",2,"","$585,000"
"35",36,"Dontae Johnson",24,"cb",16,3,200,"6-2","North Carolina St.","12/1/1991","1",2,"San Francisco 49ers / 4th / 129th pick / 2014","$610,136"
"36",7,"Colin Kaepernick",28,"QB",9,8,225,"6-4","Nevada","11/3/1987","4",4,"San Francisco 49ers / 2nd / 36th pick / 2011","$15,265,750"
"37",67,"Daniel Kilgore",28,"c",5,3,308,"6-3","Appalachian St.","12/18/1987","4",1,"San Francisco 49ers / 5th / 163rd pick / 2011","$1,875,000"
"38",96,"Corey Lemonier",24,"lb",10,2,255,"6-4","Auburn","11/19/1991","2",1,"San Francisco 49ers / 3rd / 88th pick / 2013","$730,880"
"39",46,"Brian Leonhardt",25,"",4,0,255,"6-5","Bemidji St.","4/2/1990","2",0,"",""
"40",59,"Aaron Lynch",22,"LB",14,13,249,"6-5","South Florida","3/8/1993","1",5,"San Francisco 49ers / 5th / 150th pick / 2014","$559,500"
"41",66,"Marcus Martin",22,"C",14,14,320,"6-3","USC","11/29/1993","1",5,"San Francisco 49ers / 3rd / 70th pick / 2014","$712,812"
"42",31,"L.J. McCray",24,"",8,0,210,"6-0","Catawba","6/18/1991","1",0,"","$512,000"
"43",89,"Vance McDonald",25,"TE",14,11,267,"6-4","Rice","6/13/1990","2",2,"San Francisco 49ers / 2nd / 55th pick / 2013","$981,594"
"44",49,"Bruce Miller",28,"fb",16,5,254,"6-1","Central Florida","8/6/1987","4",1,"San Francisco 49ers / 7th / 211th pick / 2011","$1,746,500"
"45",86,"Kyle Nelson",29,"",16,0,240,"6-2","New Mexico St.","10/3/1986","3",1,"","$810,000"
"46",11,"Quinton Patton",25,"wr",16,4,204,"6-0","Louisiana Tech","8/9/1990","2",3,"San Francisco 49ers / 4th / 128th pick / 2013","$682,875"
"47",71,"Erik Pears",33,"RT",16,16,305,"6-8","Colorado St.","6/25/1982","9",6,"","$3,350,000"
"48",5,"Bradley Pinion",21,"",16,0,230,"6-5","Clemson","6/1/1994","Rook",1,"San Francisco 49ers / 5th / 165th pick / 2015","$483,550"
"49",64,"Mike Purcell",24,"ldt",8,3,303,"6-3","Wyoming","4/20/1991","2",2,"","$435,000"
"50",27,"Keith Reaser",24,"",13,0,189,"5-11","Florida Atlantic","7/31/1991","1",1,"San Francisco 49ers / 5th / 170th pick / 2014","$476,200"
"51",35,"Eric Reid",24,"FS",16,16,213,"6-1","LSU","12/10/1991","2",5,"San Francisco 49ers / 1st / 18th pick / 2013","$2,312,931"
"52",62,"Ian Silberman",23,"",1,0,294,"6-5","Boston Col.","10/10/1992","Rook",0,"San Francisco 49ers / 6th / 190th pick / 2015","$465,419"
"53",14,"Jerome Simpson",29,"wr",5,1,193,"6-1","Coastal Carolina","2/4/1986","7",0,"Cincinnati Bengals / 2nd / 46th pick / 2008","$532,058"
"54",56,"Shayne Skov",25,"",15,0,245,"6-2","Stanford","7/9/1990","1",1,"","$435,000"
"55",82,"Torrey Smith",26,"WR",16,12,205,"6-1","Maryland","1/26/1989","4",4,"Baltimore Ravens / 2nd / 58th pick / 2011","$3,600,000"
"56",74,"Joe Staley*",31,"LT",16,16,306,"6-6","Central Michigan","8/30/1984","8",9,"San Francisco 49ers / 1st / 28th pick / 2007","$7,600,000"
"57",29,"Jaquiski Tartt",23,"SS",15,8,221,"6-1","Samford","2/18/1992","Rook",3,"San Francisco 49ers / 2nd / 46th pick / 2015","$915,821"
"58",32,"Pierre Thomas",31,"",1,0,210,"5-11","Illinois","12/18/1984","8",0,"",""
"59",61,"Andrew Tiller",26,"rg",12,7,324,"6-4","Syracuse","3/13/1989","3",3,"New Orleans Saints / 6th / 179th pick / 2012","$112,200"
"60",25,"Jimmie Ward",24,"db",16,8,193,"5-11","Northern Illinois","7/18/1991","1",3,"San Francisco 49ers / 1st / 30th pick / 2014","$1,616,485"
"61",18,"DeAndrew White",NA,"",4,0,192,"6-0","Alabama","","Rook",0,"","$437,333"
"62",57,"Michael Wilhoite",29,"LB",12,12,240,"6-0","Washburn","12/7/1986","4",5,"","$660,000"
"63",93,"Ian Williams",26,"NT",16,16,305,"6-1","Notre Dame","8/31/1989","4",7,"","$1,495,834"
"64",NA,"Team Total",25.8,"",16,NA,245,"6-2.1","","","3.3",NA,"",""
