"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr.","Cap.Hit"
"1",42,"James Anderson",32,"lb",6,2,220,"6-3","Virginia Tech","9/26/1983","9",1,"Carolina Panthers / 3rd / 88th pick / 2006",""
"2",50,"Stephone Anthony",23,"MLB",16,16,245,"6-2","Clemson","7/28/1992","Rook",6,"New Orleans Saints / 1st / 31st pick / 2015","$1,405,766"
"3",72,"Terron Armstead",24,"LT",13,13,306,"6-5","Ark-Pine Bluff","7/23/1991","2",9,"New Orleans Saints / 3rd / 75th pick / 2013","$769,359"
"4",90,"Tavaris Barnes",24,"",13,0,275,"6-4","Clemson","11/2/1991","Rook",1,"","$437,500"
"5",40,"Delvin Breaux",26,"LCB",16,15,196,"6-1","LSU","10/25/1989","Rook",4,"","$439,000"
"6",9,"Drew Brees",36,"QB",15,15,209,"6-0","Purdue","1/15/1979","14",14,"San Diego Chargers / 2nd / 32nd pick / 2001","$26,400,000"
"7",39,"Brandon Browner",31,"RCB",16,16,221,"6-4","Oregon St.","8/2/1984","4",4,"","$2,400,000"
"8",25,"Rafael Bush",28,"fs",1,1,180,"5-11","South Carolina St.","5/12/1987","4",0,"","$1,950,000"
"9",31,"Jairus Byrd",29,"FS",13,12,205,"6-0","Oregon","10/7/1986","6",3,"Buffalo Bills / 2nd / 42nd pick / 2009","$5,500,000"
"10",38,"Travaris Cadet",26,"rb",2,1,210,"6-1","Appalachian St.","2/1/1989","3",1,"",""
"11",16,"Brandon Coleman",23,"wr",16,3,225,"6-6","Rutgers","6/22/1992","1",4,"","$435,000"
"12",12,"Marques Colston",32,"wr",13,5,225,"6-4","Hofstra","6/5/1983","9",4,"New Orleans Saints / 7th / 252nd pick / 2006","$6,500,000"
"13",10,"Brandin Cooks",22,"WR",16,13,189,"5-10","Oregon St.","9/25/1993","1",9,"New Orleans Saints / 1st / 20th pick / 2014","$1,905,330"
"14",30,"Akeem Davis",25,"",2,0,200,"6-1","Memphis","12/25/1990","1",0,"",""
"15",95,"Tyeler Davison",23,"rdt",16,5,315,"6-2","Fresno St.","9/23/1992","Rook",2,"New Orleans Saints / 5th / 154th pick / 2015","$489,306"
"16",20,"Brian Dixon",25,"",16,0,195,"6-0","NW Missouri St.","4/26/1990","1",1,"","$511,666"
"17",47,"Justin Drescher",27,"",16,0,230,"6-1","Colorado","1/1/1988","5",1,"","$875,000"
"18",54,"Jo-Lonn Dunbar",30,"",3,0,233,"6-1","Boston Col.","3/13/1985","7",0,"",""
"19",91,"Kasim Edebali",26,"de",16,1,253,"6-2","Boston Col.","8/17/1989","1",2,"","$512,000"
"20",59,"Dannell Ellerbe",30,"lb",6,4,236,"6-1","Georgia","11/29/1985","6",2,"","$1,900,000"
"21",71,"Kaleb Eulls",24,"",4,0,285,"6-4","Mississippi St.","6/28/1991","Rook",0,"","$438,333"
"22",73,"Jahri Evans",32,"RG",11,11,316,"6-4","Bloomsburg","8/22/1983","9",6,"New Orleans Saints / 4th / 108th pick / 2006","$7,000,000"
"23",4,"Brandon Fields",31,"",2,0,230,"6-5","Michigan St.","5/21/1984","8",0,"Miami Dolphins / 7th / 225th pick / 2007",""
"24",5,"Kai Forbath",28,"",10,0,191,"5-11","UCLA","9/2/1987","4",1,"",""
"25",17,"T.J. Graham",26,"",4,0,188,"5-11","North Carolina St.","7/27/1989","3",0,"Buffalo Bills / 3rd / 69th pick / 2012",""
"26",18,"Garrett Grayson",24,"",1,0,215,"6-2","Colorado St.","5/29/1991","Rook",0,"New Orleans Saints / 3rd / 75th pick / 2015","$618,291"
"27",58,"Obum Gwacham",24,"",9,0,231,"6-5","Oregon St.","3/20/1991","Rook",1,"Seattle Seahawks / 6th / 209th pick / 2015","$435,000"
"28",57,"David Hawthorne",30,"lb",11,5,230,"6-0","TCU","5/14/1985","7",2,"","$4,010,000"
"29",76,"Akiem Hicks",26,"de",3,3,318,"6-5","Sacramento City Coll.; Regina","11/16/1989","3",1,"New Orleans Saints / 3rd / 89th pick / 2012","$1,677,725"
"30",34,"Tim Hightower",29,"rb",8,3,226,"6-0","Richmond","5/23/1986","7",3,"Arizona Cardinals / 5th / 149th pick / 2008",""
"31",89,"Josh Hill",25,"te",16,7,229,"6-5","Idaho St.","5/21/1990","2",1,"","$586,668"
"32",76,"Tony Hills",31,"",8,0,305,"6-5","Texas","11/4/1984","7",1,"Pittsburgh Steelers / 4th / 130th pick / 2008",""
"33",2,"Zach Hocker",24,"",6,0,189,"6-0","Arkansas","8/23/1991","Rook",0,"Washington Redskins / 7th / 228th pick / 2014","$435,000"
"34",84,"Michael Hoomanawanui",27,"TE",12,8,271,"6-3","Illinois","7/4/1988","5",1,"St. Louis Rams / 5th / 132nd pick / 2010",""
"35",53,"Ramon Humber",28,"lb",14,4,232,"5-11","North Dakota St.","8/10/1987","6",2,"","$1,017,000"
"36",48,"Kendall Hunter",27,"",2,0,199,"5-7","Oklahoma St.","9/16/1988","4",0,"San Francisco 49ers / 4th / 115th pick / 2011",""
"37",22,"Mark Ingram",26,"RB",12,10,215,"5-10","Alabama","12/21/1989","4",8,"New Orleans Saints / 1st / 28th pick / 2011","$2,000,000"
"38",92,"John Jenkins",26,"LDT",14,12,346,"6-4","Georgia","7/11/1989","2",4,"New Orleans Saints / 3rd / 82nd pick / 2013","$746,890"
"39",35,"Austin Johnson",26,"fb",10,1,240,"6-2","Tennessee","6/16/1989","2",2,"","$510,000"
"40",30,"Don Jones",25,"",5,0,205,"5-11","Arkansas St.","5/14/1990","2",0,"Miami Dolphins / 7th / 250th pick / 2013","$585,000"
