"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr.","Cap.Hit"
"1",21,"Ameer Abdullah",23,"RB",2,2,198,"5-8","Nebraska","6/13/1993","1",NA,"Detroit Lions / 2nd / 54th pick / 2015","$573,915"
"2",94,"Ezekiel Ansah",27,"DE",11,11,271,"6-5","BYU","5/29/1989","3",NA,"Detroit Lions / 1st / 5th pick / 2013","$2,940,621"
"3",50,"Thurston Armbrister",24,"LB",12,2,235,"6-3","Miami (FL)","12/25/1992","1",NA,"","$525,000"
"4",41,"Johnson Bademosi",26,"DB",14,2,200,"6-0","Stanford","7/23/1990","4",NA,"","$1,100,000"
"5",44,"Joique Bell",30,"RB",2,0,220,"5-11","Wayne State (MI)","8/4/1986","6",NA,"","$178,823"
"6",80,"Anquan Boldin",36,"WR",14,14,218,"6-1","Florida St.","10/3/1980","13",NA,"Arizona Cardinals / 2nd / 54th pick / 2003","$1,550,000"
"7",55,"Jonathan Bostic",25,"LB",NA,NA,246,"6-1","Florida","5/5/1991","3",NA,"Chicago Bears / 2nd / 50th pick / 2013","$842,381"
"8",97,"Armonty Bryant",26,"DE",5,0,265,"6-4","East Central (OK)","5/20/1990","3",NA,"Cleveland Browns / 7th / 217th pick / 2013","$516,176"
"9",46,"Michael Burton",24,"FB",14,0,235,"5-11","Rutgers","2/1/1992","1",NA,"Detroit Lions / 5th / 168th pick / 2015","$525,000"
"10",31,"Rafael Bush",29,"S",14,4,180,"5-11","South Carolina St.","5/12/1987","5",NA,"","$1,000,000"
"11",57,"Josh Bynes",27,"LB",7,7,239,"6-1","Auburn","8/24/1989","5",NA,"","$900,000"
"12",26,"Don Carey",29,"DB",12,0,186,"5-11","Norfolk St.","2/14/1987","6",NA,"Cleveland Browns / 6th / 177th pick / 2009","$760,000"
"13",96,"Stefan Charles",28,"DT",11,0,302,"6-5","Regina","6/9/1988","3",NA,"","$1,000,000"
"14",51,"Brandon Copeland",25,"LB",14,1,260,"6-3","Penn","7/2/1991","3",NA,"","$525,000"
"15",66,"Joe Dahl",23,"OG",4,0,299,"6-4","Washington St.","4/9/1993","Rook",NA,"Detroit Lions / 5th / 151st pick / 2016","$450,000"
"16",68,"Taylor Decker",22,"OT",14,14,310,"6-7","Ohio St.","8/23/1994","Rook",NA,"Detroit Lions / 1st / 16th pick / 2016","$450,000"
"17",28,"Quandre Diggs",25,"CB",12,4,196,"5-9","Texas","11/7/1991","1",NA,"Detroit Lions / 6th / 200th pick / 2015","$525,000"
"18",85,"Eric Ebron",23,"TE",11,11,250,"6-4","North Carolina","4/10/1993","2",NA,"Detroit Lions / 1st / 10th pick / 2014","$1,233,558"
"19",60,"Graham Glasgow",24,"OG",13,9,306,"6-6","Michigan","8/19/1992","Rook",NA,"Detroit Lions / 3rd / 95th pick / 2016","$450,000"
"20",84,"Clay Harbor",29,"TE",10,2,252,"6-3","SW Missouri St.","7/2/1987","6",NA,"Philadelphia Eagles / 4th / 125th pick / 2010","$900,000"
"21",61,"Kerry Hyder",25,"DT",14,2,280,"6-2","Texas Tech","5/2/1991","2",NA,"","$450,000"
"22",30,"Asa Jackson",27,"CB",2,0,193,"5-10","Cal Poly","12/2/1989","4",NA,"Baltimore Ravens / 5th / 169th pick / 2012","$178,823"
"23",11,"Marvin Jones",26,"WR",13,13,198,"6-2","California","3/12/1990","4",NA,"Cincinnati Bengals / 5th / 166th pick / 2012","$3,000,000"
"24",13,"T.J. Jones",24,"WR",1,0,188,"6-0","Notre Dame","7/19/1992","2",NA,"Detroit Lions / 6th / 189th pick / 2014","$176,470"
"25",35,"Miles Killebrew",23,"SS",14,0,222,"6-2","Southern Utah","5/10/1993","Rook",NA,"Detroit Lions / 4th / 111th pick / 2016","$450,000"
"26",42,"Jimmy Landes",24,"LS",NA,NA,250,"6-2","Baylor","8/13/1992","Rook",NA,"Detroit Lions / 6th / 210th pick / 2016","$333,000"
"27",24,"Nevin Lawson",25,"CB",14,14,190,"5-10","Utah St.","4/23/1991","2",NA,"Detroit Lions / 4th / 133rd pick / 2014","$600,000"
"28",53,"Corey Lemonier",25,"OLB",NA,NA,255,"6-4","Auburn","11/19/1991","3",NA,"San Francisco 49ers / 3rd / 88th pick / 2013","$685,000"
"29",54,"DeAndre Levy",29,"LB",3,1,230,"6-2","Wisconsin","3/26/1987","7",NA,"Detroit Lions / 3rd / 76th pick / 2009","$5,250,000"
"30",77,"Cornelius Lucas",25,"T",4,0,328,"6-9","Kansas St.","7/18/1991","2",NA,"","$600,000"
"31",6,"Sam Martin",26,"P",14,0,211,"6-1","Appalachian St.","2/27/1990","3",NA,"Detroit Lions / 5th / 165th pick / 2013","$675,000"
"32",48,"Don Muhlbach",35,"C",14,0,262,"6-5","Texas A&M","8/17/1981","12",NA,"","$985,000"
"33",82,"Matthew Mulligan",31,"TE",6,0,258,"6-4","Maine","1/18/1985","7",NA,"","$885,000"
"34",92,"Haloti Ngata",32,"DT",11,11,335,"6-4","Oregon","1/21/1984","10",NA,"Baltimore Ravens / 1st / 12th pick / 2006","$2,000,000"
"35",8,"Dan Orlovsky",33,"QB",NA,NA,230,"6-5","Connecticut","8/18/1983","11",NA,"Detroit Lions / 5th / 145th pick / 2005","$985,000"
"36",5,"Matt Prater",32,"K",14,0,180,"5-10","Central Florida","8/10/1984","9",NA,"","$2,250,000"
"37",27,"Glover Quin",30,"DB",14,14,201,"5-10","New Mexico","1/15/1986","7",NA,"Houston Texans / 4th / 112th pick / 2009","$4,000,000"
"38",71,"Riley Reiff",28,"OT",13,13,313,"6-6","Iowa","12/1/1988","4",NA,"Detroit Lions / 1st / 23rd pick / 2012","$8,070,000"
"39",25,"Theo Riddick",25,"RB",10,8,201,"5-10","Notre Dame","5/4/1991","3",NA,"Detroit Lions / 6th / 199th pick / 2013","$800,000"
"40",19,"Andre Roberts",28,"WR",14,1,192,"5-11","The Citadel","1/9/1988","6",NA,"Arizona Cardinals / 3rd / 88th pick / 2010","$760,000"
"41",91,"A'Shawn Robinson",21,"DT",14,3,307,"6-4","Alabama","3/21/1995","Rook",NA,"Detroit Lions / 2nd / 46th pick / 2016","$450,000"
"42",70,"Corey Robinson",24,"OT",12,2,344,"6-7","South Carolina","5/21/1992","1",NA,"Detroit Lions / 7th / 240th pick / 2015","$525,000"
"43",14,"Jake Rudock",23,"QB",NA,NA,199,"6-3","Michigan","1/21/1993","Rook",NA,"Detroit Lions / 6th / 191st pick / 2016","$158,820"
"44",23,"Darius Slay",25,"CB",12,12,192,"6-0","Mississippi St.","1/1/1991","3",NA,"Detroit Lions / 2nd / 36th pick / 2013","$1,000,000"
"45",18,"Ryan Spadola",25,"WR",NA,NA,200,"6-3","Lehigh","2/15/1991","3",NA,"","$348,000"
"46",9,"Matthew Stafford",28,"QB",14,14,230,"6-2","Georgia","2/7/1988","7",NA,"Detroit Lions / 1st / 1st pick / 2009","$17,000,000"
"47",64,"Travis Swanson",25,"C",12,12,312,"6-5","Arkansas","1/30/1991","2",NA,"Detroit Lions / 3rd / 76th pick / 2014","$615,000"
"48",15,"Golden Tate",28,"WR",14,14,195,"5-11","Notre Dame","8/2/1988","6",NA,"Seattle Seahawks / 2nd / 60th pick / 2010","$4,750,000"
"49",98,"Devin Taylor",27,"DE",14,14,266,"6-7","South Carolina","11/15/1989","3",NA,"Detroit Lions / 4th / 132nd pick / 2013","$675,000"
"50",99,"Khyri Thornton",27,"DT",12,6,304,"6-3","Southern Miss","11/21/1989","2",NA,"Green Bay Packers / 3rd / 85th pick / 2014","$525,000"
"51",72,"Laken Tomlinson",24,"OG",14,8,323,"6-3","Duke","2/9/1992","1",NA,"Detroit Lions / 1st / 28th pick / 2015","$823,648"
"52",93,"Tyrunn Walker",26,"DL",13,8,294,"6-3","Tulsa","3/18/1990","4",NA,"","$800,000"
"53",75,"Larry Warford",25,"OG",13,13,332,"6-3","Kentucky","6/18/1991","3",NA,"Detroit Lions / 3rd / 65th pick / 2013","$1,646,000"
"54",36,"Dwayne Washington",22,"RB",10,2,221,"6-1","Washington","4/24/1994","Rook",NA,"Detroit Lions / 7th / 236th pick / 2016","$450,000"
"55",40,"Ian Wells",23,"CB",NA,NA,201,"5-11","","7/14/1993","Rook",NA,"","$333,000"
"56",59,"Tahir Whitehead",26,"OLB",13,13,233,"6-2","Temple","4/2/1990","4",NA,"Detroit Lions / 5th / 138th pick / 2012","$1,750,000"
"57",89,"Cole Wick",23,"TE",6,0,257,"6-6","","11/30/1993","Rook",NA,"","$450,000"
"58",52,"Antwione Williams",23,"OLB",13,3,247,"6-3","Georgia Southern","5/26/1993","Rook",NA,"Detroit Lions / 5th / 169th pick / 2016","$450,000"
"59",32,"Tavon Wilson",26,"FS",13,13,205,"6-0","Illinois","3/19/1990","4",NA,"New England Patriots / 2nd / 48th pick / 2012","$800,000"
"60",83,"Tim Wright",26,"TE",NA,NA,220,"6-4","Rutgers","4/7/1990","3",NA,"","$675,000"
"61",34,"Zach Zenner",25,"RB",12,2,220,"6-0","South Dakota St.","9/13/1991","1",NA,"","$525,000"
"62",69,"Anthony Zettel",24,"DE",11,0,273,"6-4","Penn St.","8/9/1992","Rook",NA,"Detroit Lions / 6th / 202nd pick / 2016","$450,000"
"63",NA,"Team Total",26.3,"",14,NA,244.3,"6-2.0","","","3.4",NA,"",""
