"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",28,"Phillip Adams",25,"cb",16,2,193,"6-0","South Carolina St.","7/20/1988","3",2,"San Francisco 49ers / 7th / 224th pick / 2010"
"2",69,"Khalif Barnes",31,"LT",16,16,305,"6-6","Washington","4/21/1982","8",6,"Jacksonville Jaguars / 2nd / 52nd pick / 2005"
"3",96,"Christo Bilukidi",24,"",5,0,290,"6-5","Eastern Arizona J.C.; Georgia State","12/13/1989","1",0,"Oakland Raiders / 6th / 189th pick / 2012"
"4",33,"Tyvon Branch",27,"ss",2,2,197,"5-11","Connecticut","12/11/1986","5",1,"Oakland Raiders / 4th / 100th pick / 2008"
"5",65,"Mike Brisiel",30,"RG",15,15,310,"6-5","Colorado St.","3/14/1983","6",6,""
"6",95,"Kaelin Burnett",24,"",16,0,240,"6-4","Nevada","9/6/1989","1",1,""
"7",94,"Kevin Burnett",31,"LB",16,16,237,"6-3","Tennessee","12/24/1982","8",7,"Dallas Cowboys / 2nd / 42nd pick / 2005"
"8",56,"Miles Burris",25,"",6,0,241,"6-2","San Diego St.","6/27/1988","1",1,"Oakland Raiders / 4th / 129th pick / 2012"
"9",19,"Brice Butler",23,"wr",10,2,215,"6-3","San Diego St.","1/29/1990","Rook",1,"Oakland Raiders / 7th / 209th pick / 2013"
"10",37,"Chance Casey",22,"",2,0,190,"5-11","Baylor","3/11/1991","Rook",0,""
"11",35,"Chimdi Chekwa",25,"lcb",15,1,190,"5-11","Ohio St.","1/7/1988","2",1,"Oakland Raiders / 4th / 113th pick / 2011"
"12",59,"Jon Condo",32,"",16,0,244,"6-3","Maryland","8/26/1981","8",1,""
"13",72,"Jack Cornell",24,"",1,0,315,"6-6","Illinois","6/4/1989","1",0,""
"14",91,"Jack Crawford",25,"",15,0,274,"6-5","Penn St.","9/7/1988","1",1,"Oakland Raiders / 5th / 158th pick / 2012"
"15",84,"Juron Criner",24,"",1,0,224,"6-3","Arizona","12/12/1989","1",0,"Oakland Raiders / 5th / 168th pick / 2012"
"16",15,"Matt Flynn",28,"qb",2,1,228,"6-2","LSU","6/20/1985","5",1,"Green Bay Packers / 7th / 209th pick / 2008"
"17",12,"Jacoby Ford",26,"wr",14,1,181,"5-9","Clemson","7/27/1987","3",1,"Oakland Raiders / 4th / 108th pick / 2010"
"18",64,"Andre Gurode",35,"c",10,4,314,"6-4","Colorado","3/5/1978","11",2,"Dallas Cowboys / 2nd / 37th pick / 2002"
"19",25,"D.J. Hayden",23,"rcb",8,2,191,"5-11","Houston","6/27/1990","Rook",1,"Oakland Raiders / 1st / 12th pick / 2013"
"20",18,"Andre Holmes",25,"wr",10,4,208,"6-5","Hillsdale","6/16/1988","2",3,""
"21",99,"Lamarr Houston",26,"DE",16,16,302,"6-3","Texas","6/24/1987","3",8,"Oakland Raiders / 2nd / 44th pick / 2010"
"22",93,"Jason Hunter",30,"DE",13,10,243,"6-4","Appalachian St.","8/28/1983","7",4,""
"23",11,"Sebastian Janikowski",35,"",16,0,250,"6-2","Florida St.","3/2/1978","13",1,"Oakland Raiders / 1st / 17th pick / 2000"
"24",10,"Greg Jenkins",24,"",6,0,208,"6-1","Alabama St.","8/23/1989","Rook",0,""
"25",21,"Mike Jenkins",28,"LCB",15,15,200,"6-0","South Florida","3/22/1985","5",5,"Dallas Cowboys / 1st / 25th pick / 2008"
"26",27,"Rashad Jennings",28,"RB",15,8,234,"6-1","Liberty","3/26/1985","4",6,"Jacksonville Jaguars / 7th / 250th pick / 2009"
"27",42,"Shelton Johnson",23,"",4,0,197,"6-0","Wisconsin","7/16/1990","Rook",0,""
"28",22,"Taiwan Jones",25,"",16,0,202,"5-11","East. Washington","7/26/1988","2",1,"Oakland Raiders / 4th / 125th pick / 2011"
"29",88,"Nick Kasa",23,"te",16,1,269,"6-6","Colorado","11/5/1990","Rook",0,"Oakland Raiders / 6th / 172nd pick / 2013"
"30",7,"Marquette King",25,"",16,0,192,"6-0","Fort Valley St.","10/26/1988","1",3,""
"31",77,"Ricky Lumpkin",25,"",1,0,306,"6-4","Kentucky","9/7/1988","2",0,""
"32",63,"Lamar Mady",24,"",7,0,315,"6-2","Youngstown St.","12/13/1989","Rook",0,""
"33",50,"Kaluka Maiava",26,"lb",9,1,226,"5-11","USC","3/22/1987","4",1,"Cleveland Browns / 4th / 104th pick / 2009"
"34",85,"Jeron Mastrud",26,"TE",16,12,247,"6-5","Kansas St.","12/17/1987","3",1,""
"35",73,"Matt McCants",24,"rt",13,3,308,"6-5","alabirmingham","8/18/1989","1",2,"New York Giants / 6th / 201st pick / 2012"
"36",20,"Darren McFadden",26,"rb",10,7,210,"6-2","Arkansas","8/27/1987","5",3,"Oakland Raiders / 1st / 4th pick / 2008"
"37",54,"Marshall McFadden",27,"",4,0,223,"6-1","South Carolina St.","8/4/1986","1",0,""
"38",92,"Stacy McGee",23,"nt",15,5,308,"6-3","Oklahoma","1/17/1990","Rook",3,"Oakland Raiders / 6th / 205th pick / 2013"
"39",14,"Matt McGloin",24,"qb",7,6,203,"6-1","Penn St.","12/2/1989","Rook",4,""
"40",17,"Denarius Moore",25,"WR",13,10,195,"6-0","Tennessee","12/9/1988","2",5,"Oakland Raiders / 5th / 148th pick / 2011"
"41",55,"Sio Moore",23,"LB",15,11,245,"6-1","Connecticut","5/2/1990","Rook",5,"Oakland Raiders / 3rd / 66th pick / 2013"
"42",97,"Daniel Muir",30,"nt",10,1,298,"6-2","Kent St.","9/12/1983","6",1,""
"43",76,"Lucas Nix",24,"LG",14,10,303,"6-5","Pittsburgh","9/28/1989","1",4,""
"44",49,"Jamize Olawale",24,"fb",16,1,235,"6-0","North Texas","4/17/1989","1",1,""
"45",79,"Tony Pashos",33,"RT",12,12,337,"6-6","Illinois","8/3/1980","9",5,"Baltimore Ravens / 5th / 173rd pick / 2003"
"46",23,"Tracy Porter",27,"RCB",16,16,185,"5-11","Indiana","8/11/1986","5",6,"New Orleans Saints / 2nd / 40th pick / 2008"
"47",6,"Terrelle Pryor",24,"QB",11,9,240,"6-6","Ohio St.","6/20/1989","2",6,"Oakland Raiders / 3rd / 1st pick / 2011 Supp"
"48",45,"Marcel Reece*",28,"FB",16,15,240,"6-3","Washington","6/23/1985","5",4,""
"49",81,"Mychal Rivera",23,"te",16,3,242,"6-3","Tennessee","9/8/1990","Rook",3,"Oakland Raiders / 6th / 184th pick / 2013"
"50",53,"Nick Roach",28,"MLB",16,16,246,"6-1","Northwestern","6/16/1985","6",7,""
"51",58,"Ryan Robinson",23,"",11,0,255,"6-4","Oklahoma St.","12/9/1990","Rook",1,""
"52",29,"Brandian Ross",24,"SS",16,13,191,"6-0","Youngstown St.","9/28/1989","2",4,""
"53",75,"Brian Sanford",26,"de",5,1,280,"6-2","Temple","9/12/1987","2",1,""
"54",90,"Pat Sims",28,"NT",16,16,312,"6-4","Auburn","11/29/1985","5",7,"Cincinnati Bengals / 3rd / 77th pick / 2008"
"55",32,"Jeremy Stewart",24,"",13,0,230,"6-1","Stanford","2/19/1989","1",0,""
"56",80,"Rod Streater",25,"WR",16,14,200,"6-3","Temple","2/9/1988","1",7,""
"57",68,"Jared Veldheer",26,"lt",5,5,322,"6-8","Hillsdale","6/14/1987","3",2,"Oakland Raiders / 3rd / 69th pick / 2010"
"58",98,"Vance Walker",26,"DT",15,15,295,"6-2","Georgia Tech","4/26/1987","4",6,"Atlanta Falcons / 7th / 210th pick / 2009"
"59",71,"Menelik Watson",25,"t",5,3,310,"6-5","Florida St.","12/22/1988","Rook",2,"Oakland Raiders / 2nd / 42nd pick / 2013"
"60",52,"Martez Wilson",25,"",3,0,250,"6-3","Illinois","9/21/1988","2",0,"New Orleans Saints / 3rd / 72nd pick / 2011"
"61",61,"Stefen Wisniewski",24,"C",14,14,295,"6-3","Penn St.","3/22/1989","2",6,"Oakland Raiders / 2nd / 48th pick / 2011"
"62",24,"Charles Woodson",37,"FS",16,16,200,"6-1","Michigan","10/7/1976","15",6,"Oakland Raiders / 1st / 4th pick / 1998"
"63",26,"Usama Young",28,"ss",12,1,186,"5-11","Kent St.","5/8/1985","6",1,"New Orleans Saints / 3rd / 66th pick / 2007"
"64",NA,"Team Total",26.2,"",16,NA,246.4,"6-2.3","","","3.1",NA,""
