"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",72,"Chidi Ahanotu",24,"LDE",16,16,283,"6-2","California","10/11/1970","1",6,"Tampa Bay Buccaneers / 6th / 145th pick / 1993"
"2",86,"Tyji Armstrong",24,"TE",16,9,259,"6-4","Iowa Central,Mississippi","10/3/1970","2",2,"Tampa Bay Buccaneers / 3rd / 79th pick / 1992"
"3",62,"Ian Beckles",27,"RG",16,16,300,"6-1","Indiana","7/20/1967","4",7,"Tampa Bay Buccaneers / 5th / 114th pick / 1990"
"4",89,"Harold Bishop",24,"",6,0,254,"6-4","LSU","4/8/1970","Rook",0,"Tampa Bay Buccaneers / 3rd / 69th pick / 1994"
"5",53,"Ed Brady",32,"",16,0,238,"6-2","Illinois","6/17/1962","10",1,"Los Angeles Rams / 8th / 215th pick / 1984"
"6",57,"Jeff Brady",26,"",16,0,235,"6-1","Kentucky","11/9/1968","3",1,"Pittsburgh Steelers / 12th / 323rd pick / 1991"
"7",28,"Curtis Buckley",24,"",13,0,186,"6-0","Texas A&M-Commerce","9/25/1970","1",1,""
"8",27,"Barney Bussey",32,"RLB",16,15,215,"6-0","South Carolina St.","5/20/1962","8",6,"Cincinnati Bengals / 5th / 119th pick / 1984"
"9",23,"Marty Carter",25,"SS",16,14,209,"6-1","Middle Tenn. St.","12/17/1969","3",5,"Tampa Bay Buccaneers / 8th / 207th pick / 1991"
"10",88,"Horace Copeland",23,"wr",16,2,200,"6-3","Miami (FL)","1/2/1971","1",3,"Tampa Bay Buccaneers / 4th / 104th pick / 1993"
"11",25,"Tony Covington",27,"db",14,2,192,"5-11","Virginia","12/26/1967","3",1,"Tampa Bay Buccaneers / 4th / 93rd pick / 1991"
"12",73,"Brad Culpepper",25,"LDT",16,15,275,"6-1","Florida","5/8/1969","2",7,"Minnesota Vikings / 10th / 264th pick / 1992"
"13",75,"Eric Curry",24,"RDE",15,14,270,"6-5","Alabama","2/3/1970","1",5,"Tampa Bay Buccaneers / 1st / 6th pick / 1993"
"14",80,"Lawrence Dawsey",27,"wr",10,5,192,"6-0","Florida St.","11/16/1967","3",6,"Tampa Bay Buccaneers / 3rd / 66th pick / 1991"
"15",12,"Trent Dilfer",22,"qb",5,2,225,"6-4","Fresno St.","3/13/1972","Rook",1,"Tampa Bay Buccaneers / 1st / 6th pick / 1994"
"16",76,"Scott Dill",28,"RT",16,16,294,"6-5","Memphis","4/5/1966","6",7,"Phoenix Cardinals / 9th / 233rd pick / 1988"
"17",39,"Charles Dimry",28,"RCB",16,16,176,"6-0","UNLV","1/31/1966","6",5,"Atlanta Falcons / 5th / 110th pick / 1988"
"18",71,"Santana Dotson",25,"RDT",16,9,278,"6-5","Baylor","12/19/1969","2",4,"Tampa Bay Buccaneers / 5th / 132nd pick / 1992"
"19",93,"Demetrious DuBose",23,"lb",16,1,235,"6-1","Notre Dame","3/23/1971","1",1,"Tampa Bay Buccaneers / 2nd / 34th pick / 1993"
"20",7,"Craig Erickson",25,"QB",15,15,209,"6-2","Miami (FL)","5/17/1969","2",9,"Tampa Bay Buccaneers / 4th / 86th pick / 1992, Philadelphia Eagles / 5th / 131st pick / 1991"
"21",22,"Thomas Everett",30,"FS",15,15,190,"5-9","Baylor","11/21/1964","7",5,"Pittsburgh Steelers / 4th / 94th pick / 1987"
"22",26,"Rogerick Green",25,"",11,0,182,"6-0","Kansas St.","12/15/1969","2",1,"Tampa Bay Buccaneers / 5th / 118th pick / 1992"
"23",82,"Willie Green",28,"",5,0,185,"6-4","Mississippi","4/2/1966","3",1,"Detroit Lions / 8th / 194th pick / 1990"
"24",74,"Paul Gruber",29,"LT",16,16,292,"6-5","Wisconsin","2/24/1965","6",7,"Tampa Bay Buccaneers / 1st / 4th pick / 1988"
"25",81,"Jackie Harris",26,"TE",9,9,244,"6-4","La-Monroe","1/4/1968","4",3,"Green Bay Packers / 4th / 102nd pick / 1990"
"26",43,"Rudy Harris",23,"",8,0,255,"6-1","Clemson","9/18/1971","1",0,"Tampa Bay Buccaneers / 4th / 91st pick / 1993"
"27",85,"Courtney Hawkins",25,"WR",13,12,183,"5-9","Michigan St.","12/12/1969","2",4,"Tampa Bay Buccaneers / 2nd / 44th pick / 1992"
"28",97,"Jeff Hunter",28,"",1,0,286,"6-5","Albany State (GA)","4/12/1966","4",0,"Phoenix Cardinals / 11th / 291st pick / 1989"
