"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr.","Cap.Hit"
"1",57,"Kevin Anderson",23,"LB",NA,NA,244,"6-4","","4/5/1993","Rook",NA,"","$450,000"
"2",82,"Demarcus Ayers",22,"WR",NA,NA,190,"5-10","Houston","7/7/1994","Rook",NA,"Pittsburgh Steelers / 7th / 229th pick / 2016","$79,410"
"3",26,"Le'Veon Bell",24,"RB",11,11,230,"6-2","Michigan St.","2/18/1992","3",NA,"Pittsburgh Steelers / 2nd / 48th pick / 2013","$1,197,347"
"4",4,"Jordan Berry",25,"P",14,0,195,"6-5","Eastern Kentucky","3/18/1991","1",NA,"","$525,000"
"5",9,"Chris Boswell",25,"K",13,0,185,"6-2","Rice","3/16/1991","1",NA,"","$525,000"
"6",84,"Antonio Brown",28,"WR",14,14,180,"5-10","Central Michigan","7/10/1988","6",NA,"Pittsburgh Steelers / 6th / 195th pick / 2010","$11,883,333"
"7",10,"Martavis Bryant",25,"WR",NA,NA,211,"6-4","Clemson","12/20/1991","2",NA,"Pittsburgh Steelers / 4th / 118th pick / 2014","$109,805"
"8",25,"Artie Burns",21,"CB",14,7,193,"6-0","Miami (FL)","5/1/1995","Rook",NA,"Pittsburgh Steelers / 1st / 25th pick / 2016","$1,743,814"
"9",56,"Anthony Chickillo",24,"DE",14,7,271,"6-3","Miami (FL)","12/10/1992","1",NA,"Pittsburgh Steelers / 6th / 212th pick / 2015","$525,000"
"10",14,"Sammie Coates",23,"WR",14,5,213,"6-2","Auburn","3/31/1993","1",NA,"Pittsburgh Steelers / 3rd / 87th pick / 2015","$682,878"
"11",31,"Ross Cockrell",25,"CB",14,14,191,"6-0","Duke","8/6/1991","2",NA,"Buffalo Bills / 4th / 109th pick / 2014","$600,000"
"12",37,"Jordan Dangerfield",26,"FS",11,2,200,"5-11","Towson","12/25/1990","2",NA,"","$450,000"
"13",28,"Sean Davis",NA,"FS",14,6,201,"6-1","Maryland","0/0/0","Rook",NA,"Pittsburgh Steelers / 2nd / 58th pick / 2016","$743,085"
"14",66,"David DeCastro",26,"G",14,14,316,"6-5","Stanford","1/11/1990","4",NA,"Pittsburgh Steelers / 1st / 24th pick / 2012","$8,070,000"
"15",48,"Bud Dupree",23,"DE",5,2,267,"6-4","Kentucky","2/12/1993","1",NA,"Pittsburgh Steelers / 1st / 22nd pick / 2015","$2,095,973"
"16",67,"B.J. Finney",25,"C",11,2,318,"6-4","","10/26/1991","Rook",NA,"","$450,000"
"17",54,"L.J. Fort",26,"LB",12,0,230,"6-0","Northern Iowa","1/3/1990","4",NA,"","$525,000"
"18",73,"Ramon Foster",30,"T",12,12,338,"6-5","Tennessee","1/7/1986","7",NA,"","$2,416,666"
"19",22,"William Gay",31,"DB",14,9,183,"5-10","Louisville","1/1/1985","9",NA,"Pittsburgh Steelers / 5th / 170th pick / 2007","$2,483,333"
"20",24,"Justin Gilbert",25,"CB",11,0,202,"6-0","Oklahoma St.","11/7/1991","2",NA,"Cleveland Browns / 1st / 8th pick / 2014","$786,682"
"21",77,"Marcus Gilbert",28,"OL",11,11,329,"6-6","Florida","2/15/1988","5",NA,"Pittsburgh Steelers / 2nd / 63rd pick / 2011","$4,068,500"
"22",21,"Robert Golden",26,"S",12,8,202,"5-11","Arizona","9/13/1990","4",NA,"","$1,176,666"
"23",27,"Senquez Golson",23,"CB",NA,NA,178,"5-9","Mississippi","7/7/1993","Rook",NA,"Pittsburgh Steelers / 2nd / 56th pick / 2015","$909,327"
"24",80,"Ladarius Green",26,"TE",6,2,237,"6-6","La-Lafayette","5/29/1990","4",NA,"San Diego Chargers / 4th / 110th pick / 2012","$2,437,500"
"25",85,"Xavier Grimble",24,"TE",11,2,257,"6-4","USC","9/2/1992","2",NA,"","$450,000"
"26",83,"Cobi Hamilton",26,"WR",9,6,212,"6-2","Arkansas","11/13/1990","3",NA,"Cincinnati Bengals / 6th / 197th pick / 2013","$450,000"
