"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr.","Cap.Hit"
"1",29,"Mike Adams*",34,"SS",13,13,195,"5-10","Delaware","3/24/1981","11",8,"","$3,100,000"
"2",56,"Daniel Adongo",26,"",3,0,257,"6-5","Pretoria","10/12/1989","2",0,"",""
"3",83,"Dwayne Allen",25,"TE",13,12,255,"6-3","Clemson","2/24/1990","3",1,"Indianapolis Colts / 3rd / 64th pick / 2012","$1,717,826"
"4",32,"Colt Anderson",30,"ss",14,1,194,"5-10","Montana","10/25/1985","5",1,"","$665,000"
"5",96,"Henry Anderson",24,"DT",9,9,287,"6-6","Stanford","8/3/1991","Rook",4,"Indianapolis Colts / 3rd / 93rd pick / 2015","$588,419"
"6",44,"Ahmad Bradshaw",29,"",6,0,195,"5-11","Marshall","3/19/1986","8",1,"New York Giants / 7th / 250th pick / 2007",""
"7",5,"Quan Bray",22,"",9,0,186,"5-10","Auburn","4/28/1993","Rook",0,"",""
"8",25,"Jalil Brown",28,"lcb",8,4,202,"6-0","Colorado","10/14/1987","4",2,"Kansas City Chiefs / 4th / 118th pick / 2011","$745,000"
"9",20,"Darius Butler",29,"lcb",14,2,180,"5-10","Connecticut","3/18/1986","6",2,"New England Patriots / 2nd / 41st pick / 2009","$2,500,000"
"10",25,"Tony Carter",29,"",3,0,177,"5-9","Florida St.","5/24/1986","6",0,"",""
"11",74,"Anthony Castonzo",27,"LT",13,13,305,"6-7","Boston Col.","8/9/1988","4",6,"Indianapolis Colts / 1st / 22nd pick / 2011","$7,438,000"
"12",58,"Trent Cole",33,"lb",14,5,270,"6-3","Cincinnati","10/5/1982","10",3,"Philadelphia Eagles / 5th / 146th pick / 2005","$6,953,125"
"13",35,"Akeem Davis",25,"",3,0,200,"6-1","Memphis","12/25/1990","1",0,"",""
"14",21,"Vontae Davis*",27,"RCB",16,16,205,"6-0","Illinois","5/27/1988","6",9,"Miami Dolphins / 1st / 25th pick / 2009","$11,250,000"
"15",15,"Phillip Dorsett",22,"",11,0,183,"5-10","Miami (FL)","1/5/1993","Rook",2,"Indianapolis Colts / 1st / 29th pick / 2015","$1,479,166"
"16",84,"Jack Doyle",25,"te",16,2,254,"6-5","West. Kentucky","5/5/1990","2",1,"","$585,000"
"17",80,"Coby Fleener",27,"TE",16,11,250,"6-6","Stanford","9/20/1988","3",4,"Indianapolis Colts / 2nd / 34th pick / 2012","$1,699,615"
"18",50,"Jerrell Freeman",29,"LB",13,13,268,"6-1","Mary Hardin-Baylor","5/1/1986","3",7,"","$2,356,000"
"19",5,"Josh Freeman",27,"qb",1,1,240,"6-6","Kansas St.","1/13/1988","6",1,"Tampa Bay Buccaneers / 1st / 17th pick / 2009",""
"20",42,"Clayton Geathers",23,"ss",15,2,212,"6-1","Central Florida","6/1/1992","Rook",2,"Indianapolis Colts / 4th / 109th pick / 2015","$568,482"
"21",39,"Tay Glover-Wright",23,"",2,0,175,"6-0","Utah St.","6/28/1992","1",0,"",""
"22",71,"Denzell Goode",24,"rt",6,4,320,"6-7","Mars Hill","3/8/1991","Rook",2,"Indianapolis Colts / 7th / 255th pick / 2015","$448,196"
"23",23,"Frank Gore",32,"RB",16,16,215,"5-9","Miami (FL)","5/14/1983","10",7,"San Francisco 49ers / 3rd / 65th pick / 2005","$4,500,000"
"24",27,"Winston Guy",25,"",12,0,218,"6-1","Kentucky","4/23/1990","3",1,"Seattle Seahawks / 6th / 181st pick / 2012","$660,000"
"25",72,"Jonotthan Harrison",24,"C",16,9,304,"6-4","Florida","8/25/1991","1",4,"","$512,500"
"26",8,"Matt Hasselbeck",40,"QB",8,8,223,"6-4","Boston Col.","9/25/1975","16",4,"Green Bay Packers / 6th / 187th pick / 1998","$3,000,000"
"27",79,"Todd Herremans",33,"rg",8,2,321,"6-6","Saginaw Valley St.","10/13/1982","10",1,"Philadelphia Eagles / 4th / 126th pick / 2005","$1,875,000"
"28",49,"Amarlo Herrera",24,"",3,0,243,"6-0","Georgia","9/20/1991","Rook",0,"Indianapolis Colts / 6th / 207th pick / 2015",""
"29",36,"Dan Herron",26,"",6,0,212,"5-10","Ohio St.","3/21/1989","3",0,"Cincinnati Bengals / 6th / 191st pick / 2012",""
"30",13,"T.Y. Hilton*",26,"WR",16,15,183,"5-10","Florida International","11/14/1989","3",8,"Indianapolis Colts / 3rd / 92nd pick / 2012","$3,131,850"
"31",62,"Khaled Holmes",25,"c",9,7,302,"6-3","USC","1/19/1990","2",3,"Indianapolis Colts / 4th / 121st pick / 2013","$690,027"
"32",55,"Nate Irving",27,"lb",8,2,242,"6-1","North Carolina St.","7/12/1988","4",1,"Denver Broncos / 3rd / 67th pick / 2011","$1,250,000"
"33",52,"D'Qwell Jackson",32,"MLB",16,16,230,"6-0","Maryland","9/26/1983","9",8,"Cleveland Browns / 2nd / 34th pick / 2006","$5,750,000"
"34",81,"Andre Johnson",34,"WR",16,14,219,"6-3","Miami (FL)","7/11/1981","12",4,"Houston Texans / 1st / 3rd pick / 2003","$7,500,000"
"35",94,"Zach Kerr",25,"dt",12,4,310,"6-2","Delaware","8/29/1990","1",3,"","$512,000"
"36",90,"Kendall Langford",29,"DE",16,16,275,"6-5","Hampton","1/27/1986","7",7,"Miami Dolphins / 3rd / 66th pick / 2008","$4,250,000"
"37",3,"Ryan Lindley",26,"",1,0,229,"6-3","San Diego St.","6/2/1989","3",0,"Arizona Cardinals / 6th / 185th pick / 2012",""
"38",60,"Lance Louis",30,"lg",11,3,303,"6-2","San Diego St.","4/24/1985","6",2,"Chicago Bears / 7th / 246th pick / 2009","$966,250"
"39",33,"Dwight Lowery",29,"FS",16,16,185,"6-1","San Jose St.","1/23/1986","7",7,"New York Jets / 4th / 113th pick / 2008","$665,000"
"40",12,"Andrew Luck",26,"qb",7,7,235,"6-3","Stanford","9/12/1989","3",4,"Indianapolis Colts / 1st / 1st pick / 2012","$7,034,363"
"41",98,"Robert Mathis",34,"lb",15,10,235,"6-2","Alabama A&M","2/26/1981","12",5,"Indianapolis Colts / 5th / 138th pick / 2003","$7,470,586"
"42",1,"Pat McAfee",28,"",16,0,228,"5-11","West Virginia","5/2/1987","6",3,"Indianapolis Colts / 7th / 222nd pick / 2009","$3,200,000"
"43",31,"Dewey McDonald",25,"",1,0,220,"6-0","California (PA)","6/10/1990","1",0,"",""
"44",67,"T.Y. McGill",23,"",12,0,299,"6-0","North Carolina St.","11/23/1992","Rook",1,"","$435,000"
"45",57,"Josh McNary",27,"lb",13,1,251,"6-0","Army","4/10/1988","2",1,"","$480,000"
"46",75,"Jack Mewhort",24,"LG",16,16,309,"6-6","Ohio St.","9/30/1991","1",8,"Indianapolis Colts / 2nd / 59th pick / 2014","$812,228"
"47",10,"Donte Moncrief",22,"WR",16,10,221,"6-2","Mississippi","8/6/1993","1",6,"Indianapolis Colts / 3rd / 90th pick / 2014","$660,880"
"48",51,"Sio Moore",25,"",12,0,245,"6-1","Connecticut","5/2/1990","2",1,"Oakland Raiders / 3rd / 66th pick / 2013","$643,000"
"49",91,"Jonathan Newsome",24,"lb",14,2,247,"6-3","Ball St.","1/22/1991","1",2,"Indianapolis Colts / 5th / 166th pick / 2014","$554,527"
"50",95,"Earl Okine",25,"",5,0,284,"6-6","Florida","1/4/1990","Rook",0,"","$435,000"
"51",45,"Matt Overton",30,"",16,0,254,"6-0","West. Washington","7/6/1985","3",1,"","$1,300,000"
"52",54,"David Parry",23,"NT",16,16,308,"6-1","Stanford","3/7/1992","Rook",6,"Indianapolis Colts / 5th / 151st pick / 2015","$490,002"
"53",41,"Eric Patterson",21,"",2,0,200,"5-10","Ball St.","2/5/1994","Rook",0,"",""
"54",26,"Shaun Prater",26,"",1,0,190,"5-10","Iowa","10/27/1989","3",0,"Cincinnati Bengals / 5th / 156th pick / 2012",""
"55",40,"Sheldon Price",24,"",2,0,180,"6-2","UCLA","3/26/1991","2",0,"","$435,000"
"56",76,"Joe Reitz",30,"RT",16,14,256,"6-7","West. Michigan","8/24/1985","4",6,"","$3,062,500"
"57",34,"Josh Robinson",23,"",5,0,215,"5-9","Mississippi St.","8/24/1992","Rook",0,"Indianapolis Colts / 6th / 205th pick / 2015","$462,042"
