"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",82,"Stacey Bailey",30,"wr",3,1,162,"6-0","San Jose St.","2/10/1960","8",0,"Atlanta Falcons / 3rd / 63rd pick / 1982"
"2",72,"Oliver Barnett",24,"de",15,1,288,"6-3","Kentucky","4/9/1966","Rook",1,"Atlanta Falcons / 3rd / 55th pick / 1990"
"3",36,"Eric Bergeson",24,"",13,0,192,"5-11","BYU","1/1/1966","Rook",1,""
"4",65,"Guy Bingham",32,"",16,0,255,"6-3","Montana","2/25/1958","10",1,"New York Jets / 10th / 260th pick / 1980"
"5",34,"Steve Broussard",23,"RB",13,10,201,"5-7","Washington St.","2/22/1967","Rook",4,"Atlanta Falcons / 1st / 20th pick / 1990"
"6",93,"Aundray Bruce",24,"lb",16,3,265,"6-5","Auburn","4/30/1966","2",3,"Atlanta Falcons / 1st / 1st pick / 1988"
"7",77,"Rick Bryan",28,"nt",16,5,265,"6-4","Oklahoma","3/20/1962","6",3,"Atlanta Falcons / 1st / 9th pick / 1984"
"8",23,"Bobby Butler",31,"lcb",16,6,174,"5-11","Florida St.","5/28/1959","9",4,"Atlanta Falcons / 1st / 25th pick / 1981"
"9",10,"Scott Campbell",28,"qb",7,2,196,"6-0","Purdue","4/15/1962","6",2,"Pittsburgh Steelers / 7th / 191st pick / 1984"
"10",25,"Scott Case",28,"FS",16,16,188,"6-1","NE Oklahoma A&M,Oklahoma","5/17/1962","6",7,"Atlanta Falcons / 2nd / 32nd pick / 1984"
"11",75,"Tony Casillas",27,"",9,0,278,"6-3","Oklahoma","10/26/1963","4",1,"Atlanta Falcons / 1st / 2nd pick / 1986"
"12",85,"Shawn Collins",23,"wr",16,6,207,"6-2","Northern Arizona","2/20/1967","1",4,"Atlanta Falcons / 1st / 27th pick / 1989"
"13",56,"Darion Conner",23,"ROLB",16,7,250,"6-2","Jackson St.","9/28/1967","Rook",4,"Atlanta Falcons / 2nd / 27th pick / 1990"
"14",51,"Marcus Cotton",24,"lb",7,1,225,"6-3","USC","8/11/1966","2",1,"Atlanta Falcons / 2nd / 28th pick / 1988"
"15",5,"Greg Davis",25,"K",16,0,202,"6-0","The Citadel","10/29/1965","3",3,"Tampa Bay Buccaneers / 9th / 246th pick / 1987"
"16",22,"Charles Dimry",24,"LCB",16,12,176,"6-0","UNLV","1/31/1966","2",5,"Atlanta Falcons / 5th / 110th pick / 1988"
"17",86,"Floyd Dixon",26,"wr",16,2,170,"5-9","S.F. Austin","4/9/1964","4",3,"Atlanta Falcons / 6th / 154th pick / 1986"
