"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",92,"Cliff Avril",26,"DE",16,16,252,"6-3","Purdue","4/8/1986","4",7,"Detroit Lions / 3rd / 92nd pick / 2008"
"2",76,"Jeff Backus",35,"LT",15,15,305,"6-5","Michigan","9/21/1977","11",7,"Detroit Lions / 1st / 18th pick / 2001"
"3",32,"Kevin Barnes",26,"",2,0,180,"6-0","Maryland","9/15/1986","3",0,"Washington Redskins / 3rd / 80th pick / 2009"
"4",41,"Ronald Bartell",30,"rcb",1,1,208,"6-1","Howard","2/22/1982","7",0,"St. Louis Rams / 2nd / 50th pick / 2005"
"5",35,"Joique Bell",26,"",16,0,220,"5-11","Wayne State (MI)","8/4/1986","2",6,""
"6",28,"Bill Bentley",23,"rcb",4,3,176,"5-10","Dodge City CC; Louisiana-Lafayette","5/16/1989","Rook",1,"Detroit Lions / 3rd / 85th pick / 2012"
"7",84,"Ryan Broyles",24,"wr",10,3,192,"5-10","Oklahoma","4/9/1988","Rook",2,"Detroit Lions / 2nd / 54th pick / 2012"
"8",13,"Nate Burleson",31,"wr",6,5,192,"6-0","Nevada","8/19/1981","9",2,"Minnesota Vikings / 3rd / 71st pick / 2003"
"9",32,"Don Carey",25,"ss",9,6,186,"5-11","Norfolk St.","2/14/1987","2",3,"Cleveland Browns / 6th / 177th pick / 2009"
"10",45,"Shaun Chapas",24,"fb",3,1,236,"6-2","Georgia","5/2/1988","1",0,"Dallas Cowboys / 7th / 220th pick / 2011"
"11",77,"Gosder Cherilus",28,"RT",16,16,315,"6-7","Boston Col.","6/28/1984","4",8,"Detroit Lions / 1st / 17th pick / 2008"
"12",24,"Erik Coleman",30,"ss",12,7,200,"5-10","Washington St.","5/6/1982","8",3,"New York Jets / 5th / 143rd pick / 2004"
"13",26,"Louis Delmas",25,"FS",8,8,197,"5-11","West. Michigan","4/12/1987","3",3,"Detroit Lions / 2nd / 33rd pick / 2009"
"14",52,"Justin Durant",27,"LB",16,14,230,"6-4","Hampton","9/21/1985","5",6,"Jacksonville Jaguars / 2nd / 48th pick / 2007"
"15",18,"Kris Durham",24,"wr",4,3,215,"6-5","Georgia","3/17/1988","1",1,"Seattle Seahawks / 4th / 107th pick / 2011"
"16",98,"Nick Fairley",24,"dt",13,7,291,"6-5","Auburn","1/23/1988","1",4,"Detroit Lions / 1st / 13th pick / 2011"
"17",31,"Drayton Florence",32,"ss",8,3,195,"6-0","Tenn-Chattanooga,Tuskegee","12/19/1980","9",2,"San Diego Chargers / 2nd / 46th pick / 2003"
"18",96,"Andre Fluellen",27,"dt",3,1,285,"6-2","Florida St.","3/7/1985","4",1,"Detroit Lions / 3rd / 87th pick / 2008"
