"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",46,"Blue Adams",28,"",13,0,182,"5-9","Cincinnati","10/15/1979","4",1,"Detroit Lions / 7th / 220th pick / 2003"
"2",71,"Willie Anderson",32,"rt",7,5,340,"6-5","Auburn","7/11/1975","11",3,"Cincinnati Bengals / 1st / 10th pick / 1996"
"3",79,"Stacy Andrews",26,"T",16,14,342,"6-7","Mississippi","6/2/1981","3",8,"Cincinnati Bengals / 4th / 123rd pick / 2004"
"4",55,"Ahmad Brooks",23,"mlb",2,2,255,"6-4","Virginia","3/14/1984","1",1,"Cincinnati Bengals / 3rd / 2006 Supp"
"5",36,"John Busing",24,"",12,0,221,"6-2","Miami (OH)","9/1/1983","1",1,""
"6",83,"Antonio Chatman",28,"wr",13,1,177,"5-9","Cincinnati","2/12/1979","4",1,""
"7",86,"Daniel Coats",23,"te",15,3,257,"6-3","BYU","4/16/1984","Rook",1,""
"8",34,"Clifton Dawson",24,"",2,0,212,"5-10","Harvard","10/8/1983","Rook",0,""
"9",27,"De Dorsey",23,"rb",12,2,193,"6-0","Lindenwood","8/1/1984","1",2,""
"10",68,"Jonathan Fanene",25,"",14,0,290,"6-3","Utah","3/19/1982","2",1,"Cincinnati Bengals / 7th / 233rd pick / 2005"
"11",11,"Ryan Fitzpatrick",25,"",1,0,221,"6-2","Harvard","11/24/1982","2",0,"St. Louis Rams / 7th / 250th pick / 2005"
"12",57,"Andre Frazier",25,"",2,0,234,"6-5","Cincinnati","6/29/1982","2",0,""
"13",91,"Robert Geathers",24,"DE",16,16,270,"6-3","Georgia","8/11/1983","3",7,"Cincinnati Bengals / 4th / 117th pick / 2004"
"14",53,"Eric Ghiaciuc",26,"C",12,12,302,"6-4","Central Michigan","5/28/1981","2",7,"Cincinnati Bengals / 4th / 119th pick / 2005"
"15",17,"Shayne Graham",30,"",16,0,197,"6-0","Virginia Tech","12/9/1977","6",4,""
"16",18,"Skyler Green",23,"",7,0,195,"5-9","LSU","9/12/1984","1",0,"Dallas Cowboys / 4th / 125th pick / 2006"
"17",29,"Leon Hall",23,"RCB",16,10,193,"5-11","Michigan","12/9/1984","Rook",4,"Cincinnati Bengals / 1st / 18th pick / 2007"
"18",15,"Chris Henry",24,"wr",8,2,197,"6-4","West Virginia","5/17/1983","2",3,"Cincinnati Bengals / 3rd / 83rd pick / 2005"
"19",16,"Glenn Holt",23,"",16,0,195,"6-1","Kentucky","7/31/1984","1",2,""
"20",84,"T.J. Houshmandzadeh*",30,"WR",16,15,197,"6-1","Oregon St.","9/26/1977","6",11,"Cincinnati Bengals / 7th / 204th pick / 2001"
"21",28,"Dexter Jackson",30,"SS",14,14,205,"6-0","Florida St.","7/28/1977","8",5,"Tampa Bay Buccaneers / 4th / 113th pick / 1999"
"22",93,"Rashad Jeanty",24,"lb",10,7,235,"6-2","Central Florida","4/17/1983","1",3,""
"23",85,"Chad Johnson*",29,"WR",16,16,192,"6-1","Langston,Oregon St.","1/9/1978","6",14,"Cincinnati Bengals / 2nd / 36th pick / 2001"
"24",31,"Jeremi Johnson",27,"FB",16,9,265,"5-11","Indiana,West. Kentucky","9/4/1980","4",0,"Cincinnati Bengals / 4th / 118th pick / 2003"
"25",59,"Landon Johnson",26,"MLB",16,16,227,"6-2","Purdue","3/12/1981","3",7,"Cincinnati Bengals / 3rd / 96th pick / 2004"
"26",32,"Rudi Johnson",28,"RB",11,9,220,"5-10","Auburn","10/1/1979","6",5,"Cincinnati Bengals / 4th / 100th pick / 2001"
"27",20,"David Jones",22,"",7,0,196,"6-0","Wingate","9/19/1985","Rook",0,"New Orleans Saints / 5th / 145th pick / 2007"
"28",57,"Dhani Jones",29,"LB",14,9,240,"6-1","Michigan","2/22/1978","6",4,"New York Giants / 6th / 177th pick / 2000"
"29",44,"Herana-Daze Jones",25,"",9,0,205,"5-11","Indiana","4/15/1982","1",0,""
"30",76,"Levi Jones",28,"T",15,13,310,"6-5","Arizona St.","8/24/1979","5",7,"Cincinnati Bengals / 1st / 10th pick / 2002"
"31",22,"Johnathan Joseph",23,"RCB",15,14,185,"5-11","South Carolina","4/16/1984","1",5,"Cincinnati Bengals / 1st / 24th pick / 2006"
"32",82,"Reggie Kelly",30,"TE",15,15,255,"6-4","Mississippi St.","2/22/1977","8",2,"Atlanta Falcons / 2nd / 42nd pick / 1999"
"33",75,"Scott Kooistra",27,"",16,0,320,"6-6","North Carolina St.","10/14/1980","4",1,"Cincinnati Bengals / 7th / 215th pick / 2003"
"34",19,"Kyle Larson",27,"",16,0,204,"6-1","Nebraska","9/2/1980","3",2,""
"35",80,"Nate Lawrie",26,"te",3,2,256,"6-7","Yale","10/7/1981","3",0,"Tampa Bay Buccaneers / 6th / 181st pick / 2004"
"36",95,"Roy Manning",26,"",5,0,245,"6-2","Michigan","12/4/1981","2",0,""
"37",52,"Lemar Marshall",31,"lb",4,3,227,"6-2","Michigan St.","12/17/1976","5",1,""
"38",50,"Jim Maxwell",26,"",3,0,242,"6-4","Gardner-Webb","8/8/1981","3",0,""
"39",10,"Marcus Maxwell",24,"",5,0,205,"6-4","Oregon","7/8/1983","2",0,"San Francisco 49ers / 7th / 223rd pick / 2005"
"40",51,"Corey Mays",24,"lb",11,1,245,"6-1","Notre Dame","11/27/1983","1",1,""
"41",58,"Caleb Miller",27,"mlb",3,1,225,"6-3","Arkansas","9/3/1980","3",1,"Cincinnati Bengals / 3rd / 80th pick / 2004"
"42",96,"Michael Myers",31,"rdt",15,2,300,"6-2","Alabama","1/20/1976","9",2,"Dallas Cowboys / 4th / 100th pick / 1998"
"43",41,"Nedu Ndukwe",22,"ss",14,2,217,"6-2","Notre Dame","3/4/1985","Rook",2,"Cincinnati Bengals / 7th / 253rd pick / 2007"
"44",24,"Deltha O'Neal",30,"LCB",16,8,194,"5-11","California","1/30/1977","7",3,"Denver Broncos / 1st / 15th pick / 2000"
"45",9,"Carson Palmer",28,"QB",16,16,230,"6-5","USC","12/27/1979","3",14,"Cincinnati Bengals / 1st / 1st pick / 2003"
"46",94,"Domata Peko",23,"LDT",16,16,307,"6-3","Michigan St.","11/27/1984","1",7,"Cincinnati Bengals / 4th / 123rd pick / 2006"
"47",88,"Tab Perry",25,"wr",2,1,229,"6-3","UCLA","1/20/1982","2",0,"Cincinnati Bengals / 6th / 190th pick / 2005"
"48",25,"Keiwan Ratliff",26,"",3,0,185,"5-11","Florida","4/19/1981","3",0,"Cincinnati Bengals / 2nd / 49th pick / 2004"
"49",98,"Bryan Robinson",33,"de",16,4,305,"6-4","Fresno St.","6/22/1974","10",2,""
"50",NA,"Jeff Rowe",23,"",2,0,NA,"","","3/21/1984","Rook",0,"Cincinnati Bengals / 5th / 151st pick / 2007"
"51",92,"Frostee Rucker",24,"",5,0,270,"6-3","USC","9/14/1983","Rook",1,"Cincinnati Bengals / 3rd / 91st pick / 2006"
"52",65,"Dan Santucci",24,"",2,0,299,"6-3","Notre Dame","9/6/1983","Rook",0,"Cincinnati Bengals / 7th / 230th pick / 2007"
"53",56,"Anthony Schlegel",26,"mlb",13,5,245,"6-1","Air Force,Ohio St.","3/1/1981","1",2,"New York Jets / 3rd / 76th pick / 2006"
"54",90,"Justin Smith",28,"DE",16,16,270,"6-4","Missouri","9/30/1979","6",7,"Cincinnati Bengals / 1st / 4th pick / 2001"
"55",48,"Brad St. Louis",31,"",16,0,247,"6-3","SW Missouri St.","8/19/1976","7",1,"Cincinnati Bengals / 7th / 210th pick / 2000"
"56",69,"Alex Stepanovich",26,"c",12,4,300,"6-4","Ohio St.","9/25/1981","3",3,"Arizona Cardinals / 4th / 100th pick / 2004"
"57",97,"John Thornton",31,"RDT",14,14,297,"6-3","West Virginia","10/2/1976","8",6,"Tennessee Titans / 2nd / 52nd pick / 1999"
"58",33,"Kenny Watson",29,"rb",16,5,214,"5-11","Penn St.","3/13/1978","5",9,""
"59",26,"Marvin White",24,"fs",15,3,199,"6-1","TCU","12/5/1983","Rook",2,"Cincinnati Bengals / 4th / 114th pick / 2007"
"60",77,"Andrew Whitworth",26,"LG",16,16,325,"6-7","LSU","12/12/1981","1",9,"Cincinnati Bengals / 2nd / 55th pick / 2006"
"61",63,"Bobbie Williams",31,"RG",16,16,340,"6-4","Arkansas","9/25/1976","6",9,"Philadelphia Eagles / 2nd / 61st pick / 2000"
"62",40,"Madieu Williams",26,"FS",13,13,193,"6-1","Towson,Maryland","10/18/1981","3",5,"Cincinnati Bengals / 2nd / 56th pick / 2004"
"63",35,"Quincy Wilson",26,"",1,0,225,"5-9","West Virginia","4/26/1981","1",0,"Atlanta Falcons / 7th / 219th pick / 2004"
"64",NA,"Team Total",26.4,"",16,NA,237.5,"6-0.7","","","3.2",NA,""
