"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",7,"Morten Andersen*",32,"K",16,0,217,"6-2","Michigan St.","8/19/1960","10",6,"New Orleans Saints / 4th / 86th pick / 1982"
"2",28,"Gene Atkins",28,"FS",16,16,201,"5-11","Florida A&M","11/22/1964","5",8,"New Orleans Saints / 7th / 179th pick / 1987"
"3",6,"Tommy Barnhardt",29,"P",16,0,228,"6-2","East Carolina,North Carolina","6/11/1963","5",3,"Tampa Bay Buccaneers / 9th / 223rd pick / 1986"
"4",85,"Hoby Brenner",33,"TE",15,13,240,"6-4","USC","6/2/1959","11",2,"New Orleans Saints / 3rd / 71st pick / 1981"
"5",67,"Stan Brock",34,"RT",16,16,295,"6-6","Colorado","6/8/1958","12",9,"New Orleans Saints / 1st / 12th pick / 1980"
"6",16,"Mike Buck",25,"",2,0,227,"6-3","Maine","4/22/1967","1",0,"New Orleans Saints / 6th / 156th pick / 1990"
"7",26,"Vince Buck",24,"lcb",10,5,198,"6-0","Central State (OH)","1/12/1968","2",4,"New Orleans Saints / 2nd / 44th pick / 1990"
"8",80,"Wesley Carroll",25,"wr",16,5,183,"6-0","Miami (FL)","9/6/1967","1",3,"New Orleans Saints / 2nd / 42nd pick / 1991"
"9",41,"Toi Cook",28,"LCB",16,15,188,"5-11","Stanford","12/3/1964","5",9,"New Orleans Saints / 8th / 207th pick / 1987"
"10",71,"Richard Cooper",28,"LT",16,16,290,"6-5","Tennessee","11/1/1964","2",9,""
"11",72,"Jim Dombrowski",29,"LG",16,16,300,"6-5","Virginia","10/19/1963","6",9,"New Orleans Saints / 1st / 6th pick / 1986"
"12",86,"Marcus Dowdell",22,"",4,0,179,"5-10","Tennessee St.","5/22/1970","Rook",0,"New Orleans Saints / 10th / 276th pick / 1992"
"13",32,"Vaughn Dunbar",24,"RB",16,8,204,"5-10","NE State (OK),Indiana","9/4/1968","Rook",5,"New Orleans Saints / 1st / 21st pick / 1992"
"14",89,"Quinn Early",27,"WR",16,16,190,"6-0","Iowa","4/13/1965","4",6,"San Diego Chargers / 3rd / 60th pick / 1988"
"15",44,"Antonio Gibson",30,"",6,0,206,"6-3","Cincinnati","7/5/1962","6",0,""
"16",91,"Robert Goff",27,"",16,0,280,"6-3","Auburn","10/2/1965","4",3,"Tampa Bay Buccaneers / 4th / 83rd pick / 1988"
"17",3,"Bobby Hebert",32,"QB",16,16,215,"6-4","NW State (LA)","8/19/1960","7",13,""
"18",34,"Craig Heyward",26,"FB",16,13,260,"5-11","Pittsburgh","9/26/1966","4",5,"New Orleans Saints / 1st / 24th pick / 1988"
"19",61,"Joel Hilgenberg*",30,"C",16,16,250,"6-3","Iowa","7/10/1962","8",12,"New Orleans Saints / 4th / 97th pick / 1984"
"20",21,"Dalton Hilliard",28,"rb",16,4,204,"5-8","LSU","1/21/1964","6",8,"New Orleans Saints / 2nd / 31st pick / 1986"
"21",57,"Rickey Jackson*",34,"LOLB",16,16,243,"6-2","Pittsburgh","3/20/1958","11",17,"New Orleans Saints / 2nd / 51st pick / 1981"
"22",68,"Paul Jetton",28,"",2,0,295,"6-4","Texas","10/6/1964","3",0,"Cincinnati Bengals / 6th / 141st pick / 1988"
"23",53,"Vaughan Johnson*",30,"RILB",16,14,235,"6-3","North Carolina St.","3/24/1962","6",11,"New Orleans Saints / 1st / 15th pick / 1984 Supp"
"24",27,"Reggie Jones",23,"RCB",15,15,202,"6-1","Arkansas,Memphis","1/11/1969","1",7,"New Orleans Saints / 5th / 126th pick / 1991"
"25",23,"Buford Jordan",30,"",2,0,223,"6-0","McNeese St.","6/26/1962","6",0,"Green Bay Packers / 1st / 12th pick / 1984 Supp"
"26",60,"Derek Kennard",30,"RG",16,16,285,"6-3","Nevada","9/9/1962","6",9,"St. Louis Cardinals / 2nd / 45th pick / 1984 Supp"
"27",43,"Tyrone Legette",22,"",8,0,179,"5-9","Nebraska","2/15/1970","Rook",1,"New Orleans Saints / 3rd / 72nd pick / 1992"
"28",86,"Louis Lipps",30,"",2,0,190,"5-10","Southern Miss","8/9/1962","8",0,"Pittsburgh Steelers / 1st / 23rd pick / 1984"
"29",46,"Sean Lumpkin",22,"",16,0,206,"6-0","Minnesota","1/4/1970","Rook",1,"New Orleans Saints / 4th / 106th pick / 1992"
"30",47,"Cedric Mack",32,"db",14,2,193,"6-0","Baylor","9/14/1960","9",2,"St. Louis Cardinals / 2nd / 44th pick / 1983"
"31",84,"Eric Martin",31,"WR",16,11,207,"6-1","LSU","11/8/1961","7",11,"New Orleans Saints / 7th / 179th pick / 1985"
"32",93,"Wayne Martin",27,"LDE",16,16,275,"6-5","Arkansas","10/26/1965","3",10,"New Orleans Saints / 1st / 19th pick / 1989"
