"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr.","Cap.Hit"
"1",11,"Kamar Aiken",27,"WR",14,6,213,"6-2","Central Florida","5/30/1989","5",NA,"","$2,553,000"
"2",37,"Javorius Allen",25,"RB",8,0,220,"6-1","USC","8/27/1991","1",NA,"Baltimore Ravens / 4th / 125th pick / 2015","$525,000"
"3",24,"Kyle Arrington",30,"DB",NA,NA,196,"5-10","Hofstra","8/12/1986","7",NA,"","$1,566,666"
"4",86,"Nick Boyle",23,"TE",4,0,268,"6-4","Delaware","2/17/1993","1",NA,"Baltimore Ravens / 5th / 171st pick / 2015","$247,960"
"5",15,"Michael Campanaro",25,"WR",1,0,192,"5-9","Wake Forest","1/25/1991","2",NA,"Baltimore Ravens / 7th / 218th pick / 2014","$616,875"
"6",49,"Maurice Canady",NA,"CB",4,0,191,"6-1","Virginia","0/0/0","Rook",NA,"Baltimore Ravens / 6th / 209th pick / 2016","$475,089"
"7",16,"Kaelin Clay",24,"WR",NA,NA,190,"5-10","Utah","1/2/1992","1",NA,"Tampa Bay Buccaneers / 6th / 184th pick / 2015","$348,000"
"8",51,"Kamalei Correa",NA,"OLB",9,1,243,"6-3","Boise St.","0/0/0","Rook",NA,"Baltimore Ravens / 2nd / 42nd pick / 2016","$1,045,388"
"9",46,"Morgan Cox",30,"C",14,0,226,"6-4","Tennessee","4/26/1986","6",NA,"","$940,000"
"10",94,"Carl Davis",24,"DT",NA,NA,321,"6-5","Iowa","3/2/1992","1",NA,"Baltimore Ravens / 3rd / 90th pick / 2015","$697,021"
"11",30,"Kenneth Dixon",22,"RB",10,0,215,"5-10","Louisiana Tech","1/21/1994","Rook",NA,"Baltimore Ravens / 4th / 134th pick / 2016","$545,848"
"12",62,"Vlad Ducasse",29,"G",8,6,326,"6-5","Massachusetts","10/15/1987","6",NA,"New York Jets / 2nd / 61st pick / 2010","$760,000"
"13",58,"Elvis Dumervil",32,"DE",6,1,255,"6-0","Louisville","1/19/1984","10",NA,"Denver Broncos / 4th / 126th pick / 2006","$7,375,000"
"14",26,"Matt Elam",25,"SS",7,0,208,"5-10","Florida","9/21/1991","3",NA,"Baltimore Ravens / 1st / 32nd pick / 2013","$2,140,997"
"15",5,"Joe Flacco",31,"QB",14,14,232,"6-6","Pittsburgh,Delaware","1/16/1985","8",NA,"Baltimore Ravens / 1st / 18th pick / 2008","$22,550,000"
"16",80,"Crockett Gillmore",25,"TE",7,5,260,"6-6","Colorado St.","11/16/1991","2",NA,"Baltimore Ravens / 3rd / 99th pick / 2014","$726,504"
"17",93,"Lawrence Guy",26,"DT",14,10,300,"6-5","Arizona St.","3/17/1990","5",NA,"Green Bay Packers / 7th / 233rd pick / 2011","$1,250,000"
"18",69,"Willie Henry",22,"DT",NA,NA,310,"6-2","Michigan","3/20/1994","Rook",NA,"Baltimore Ravens / 4th / 132nd pick / 2016","$545,848"
"19",42,"Marqueston Huff",24,"FS",9,0,196,"5-11","Wyoming","4/6/1992","2",NA,"Tennessee Titans / 4th / 122nd pick / 2014","$600,000"
"20",74,"James Hurst",25,"OT",13,2,296,"6-5","North Carolina","12/17/1991","2",NA,"","$603,000"
"21",66,"Ryan Jensen",25,"T",7,3,310,"6-4","","5/27/1991","3",NA,"Baltimore Ravens / 6th / 203rd pick / 2013","$600,000"
