"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",51,"Bobby Abrams",24,"lb",16,2,240,"6-3","Michigan","4/12/1967","1",2,""
"2",2,"Raul Allegre",32,"",3,0,165,"5-9","Montana,Texas","6/15/1959","8",0,""
"3",24,"Ottis Anderson",34,"rb",10,1,220,"6-2","Miami (FL)","1/19/1957","12",2,"St. Louis Cardinals / 1st / 8th pick / 1979"
"4",9,"Matt Bahr",35,"K",13,0,175,"5-10","Penn St.","7/6/1956","12",4,"Pittsburgh Steelers / 6th / 165th pick / 1979"
"5",85,"Stephen Baker",27,"WR",15,13,160,"5-8","Fresno St.","8/30/1964","4",6,"New York Giants / 3rd / 83rd pick / 1987"
"6",58,"Carl Banks",29,"LOLB",16,15,235,"6-4","Michigan St.","8/29/1962","7",7,"New York Giants / 1st / 3rd pick / 1984"
"7",46,"Roger Brown",25,"db",16,1,196,"6-0","Virginia Tech","12/16/1966","1",1,"Green Bay Packers / 8th / 215th pick / 1990"
"8",33,"Jarrod Bunch",23,"fb",16,1,250,"6-2","Michigan","8/9/1968","Rook",0,"New York Giants / 1st / 27th pick / 1991"
"9",44,"Maurice Carthon",30,"FB",16,8,225,"6-1","Arkansas St.","4/24/1961","6",1,""
"10",6,"Matt Cavanaugh",35,"",4,0,212,"6-2","Pittsburgh","10/27/1956","12",0,"New England Patriots / 2nd / 50th pick / 1978"
"11",25,"Mark Collins",27,"LCB",16,15,196,"5-10","Cal State-Fullerton","1/16/1964","5",7,"New York Giants / 2nd / 44th pick / 1986"
"12",87,"Howard Cross",24,"TE",16,16,270,"6-5","Alabama","8/8/1967","2",3,"New York Giants / 6th / 158th pick / 1989"
"13",99,"Steve DeOssie",29,"lb",16,2,248,"6-2","Boston Col.","11/22/1962","7",2,"Dallas Cowboys / 4th / 110th pick / 1984"
"14",77,"Eric Dorsey",27,"LDE",11,10,280,"6-5","Notre Dame","8/5/1964","5",4,"New York Giants / 1st / 19th pick / 1986"
"15",76,"Jumbo Elliott",26,"LT",16,16,308,"6-7","Michigan","4/1/1965","3",9,"New York Giants / 2nd / 36th pick / 1988"
"16",93,"Mike Fox",24,"lde",15,5,285,"6-8","West Virginia","8/5/1967","1",3,"New York Giants / 2nd / 51st pick / 1990"
"17",75,"Lorenzo Freeman",27,"nt",16,3,300,"6-5","Pittsburgh","5/23/1964","4",3,"Green Bay Packers / 4th / 89th pick / 1987"
"18",41,"A.J. Greene",25,"",2,0,167,"5-8","Wake Forest","6/24/1966","Rook",0,"New York Giants / 9th / 245th pick / 1989"
"19",29,"Myron Guyton",24,"FS",16,16,205,"6-1","East. Kentucky","8/26/1967","2",6,"New York Giants / 8th / 218th pick / 1989"
"20",27,"Rodney Hampton",22,"RB",14,14,221,"5-11","Georgia","4/3/1969","1",11,"New York Giants / 1st / 24th pick / 1990"
"21",15,"Jeff Hostetler",30,"QB",12,12,215,"6-3","Penn St.,West Virginia","4/22/1961","6",10,"New York Giants / 3rd / 59th pick / 1984"
"22",74,"Erik Howard",27,"nt",6,4,275,"6-4","Washington St.","11/12/1964","5",2,"New York Giants / 2nd / 46th pick / 1986"
"23",82,"Mark Ingram",26,"WR",16,13,194,"5-10","Michigan St.","8/23/1965","4",9,"New York Giants / 1st / 28th pick / 1987"
