"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",95,"Jonathan Babineaux",24,"de",16,6,281,"6-2","Iowa","10/12/1981","Rook",4,"Atlanta Falcons / 2nd / 59th pick / 2005"
"2",80,"Eric Beverly",31,"te",16,2,300,"6-3","Miami (OH)","3/28/1974","7",0,""
"3",85,"Dwayne Blakley",26,"te",16,1,257,"6-4","Missouri","8/10/1979","1",0,""
"4",59,"Michael Boley",23,"LB",16,11,236,"6-3","Southern Miss","8/24/1982","Rook",5,"Atlanta Falcons / 5th / 160th pick / 2005"
"5",56,"Keith Brooking*",30,"MLB",16,16,245,"6-2","Georgia Tech","10/30/1975","7",10,"Atlanta Falcons / 1st / 12th pick / 1998"
"6",87,"Romby Bryant",26,"",3,0,181,"6-1","Tulsa","12/21/1979","Rook",0,""
"7",29,"Keion Carpenter",28,"SS",15,15,205,"5-11","Virginia Tech","10/31/1977","6",5,""
"8",54,"Antoine Cash",23,"",3,0,223,"6-1","Southern Miss","3/5/1982","Rook",0,""
"9",27,"Chris Cash",25,"",3,0,185,"5-10","USC","7/13/1980","3",0,"Detroit Lions / 6th / 175th pick / 2002"
"10",69,"Ben Claxton",25,"",2,0,301,"6-2","Mississippi","7/30/1980","Rook",0,"Denver Broncos / 5th / 157th pick / 2003"
"11",34,"DeAndra Cobb",24,"",3,0,196,"5-10","Michigan St.","5/18/1981","Rook",0,"Atlanta Falcons / 6th / 201st pick / 2005"
"12",75,"Roderick Coleman*",29,"LDT",16,16,285,"6-2","East Carolina","8/16/1976","6",11,"Oakland Raiders / 5th / 153rd pick / 1999"
"13",83,"Alge Crumpler*",28,"TE",16,16,262,"6-2","North Carolina","12/23/1977","4",10,"Atlanta Falcons / 2nd / 35th pick / 2001"
"14",92,"Chauncey Davis",22,"de",16,5,277,"6-2","Florida St.","1/27/1983","Rook",4,"Atlanta Falcons / 4th / 128th pick / 2005"
"15",45,"T.J. Duckett",24,"",14,0,254,"6-0","Michigan St.","2/17/1981","3",4,"Atlanta Falcons / 1st / 18th pick / 2002"
"16",41,"Kevin Dudley",23,"",1,0,238,"6-0","Michigan","1/2/1982","Rook",0,""
"17",28,"Warrick Dunn*",30,"RB",16,16,180,"5-9","Florida St.","1/5/1975","8",14,"Tampa Bay Buccaneers / 1st / 12th pick / 1997"
"18",42,"Antuan Edwards",28,"ss",4,1,212,"6-1","Clemson","5/26/1977","6",0,"Green Bay Packers / 1st / 25th pick / 1999"
"19",86,"Brian Finneran",29,"wr",16,7,210,"6-5","Villanova","1/31/1976","6",7,""
"20",65,"Kynan Forney",27,"RG",16,16,307,"6-3","Hawaii","9/8/1978","4",8,"Atlanta Falcons / 7th / 219th pick / 2001"
"21",93,"Junior Glymph",25,"",3,0,270,"6-5","Carson-Newman","9/2/1980","1",0,""
"22",33,"Justin Griffith",25,"FB",16,15,232,"5-11","Mississippi St.","7/21/1980","2",2,"Atlanta Falcons / 4th / 121st pick / 2003"
"23",21,"DeAngelo Hall*",22,"LCB",15,15,197,"5-10","Virginia Tech","11/19/1983","1",10,"Atlanta Falcons / 1st / 8th pick / 2004"
"24",50,"Ed Hartwell",27,"mlb",5,5,250,"6-1","Wisconsin,West. Illinois","5/27/1978","4",2,"Baltimore Ravens / 4th / 126th pick / 2001"
"25",38,"Ronnie Heard",29,"fs",16,5,215,"6-3","Mississippi","10/5/1976","5",2,""
"26",12,"Michael Jenkins",23,"WR",14,12,217,"6-4","Ohio St.","6/18/1982","1",6,"Atlanta Falcons / 1st / 29th pick / 2004"
"27",97,"Patrick Kerney",29,"DE",16,16,273,"6-5","Virginia","12/30/1976","6",8,"Atlanta Falcons / 1st / 30th pick / 1999"
"28",66,"Austin King",24,"lg",16,1,303,"6-5","Northwestern","4/11/1981","1",2,"Tampa Bay Buccaneers / 4th / 133rd pick / 2003"
"29",9,"Michael Koenen",23,"",16,0,195,"5-11","West. Washington","7/13/1982","Rook",2,""
