"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",30,"Dave Barrett",23,"",7,0,230,"6-0","Houston","9/9/1959","Rook",0,"Tampa Bay Buccaneers / 4th / 103rd pick / 1982"
"2",82,"Jerry Bell",23,"te",9,1,230,"6-5","Arizona St.","3/7/1959","Rook",0,"Tampa Bay Buccaneers / 3rd / 74th pick / 1982"
"3",83,"Theo Bell",29,"",9,0,185,"6-0","Arizona","12/21/1953","6",3,"Pittsburgh Steelers / 4th / 120th pick / 1976"
"4",52,"Scot Brantley",24,"RILB",9,9,230,"6-1","Florida","2/24/1958","2",7,"Tampa Bay Buccaneers / 3rd / 76th pick / 1980"
"5",34,"Cedric Brown",28,"FS",9,9,199,"6-1","Kent St.","5/6/1954","6",7,"Oakland Raiders / 12th / 343rd pick / 1976"
"6",78,"John Cannon",22,"",9,0,260,"6-5","William & Mary","7/30/1960","Rook",1,"Tampa Bay Buccaneers / 3rd / 83rd pick / 1982"
"7",3,"Bill Capece",23,"K",9,0,170,"5-7","Florida St.","4/1/1959","1",5,"Houston Oilers / 12th / 324th pick / 1981"
"8",87,"Gerald Carter",25,"",9,0,190,"6-1","Texas A&M","6/19/1957","2",2,"Tampa Bay Buccaneers / 9th / 240th pick / 1980"
"9",28,"Mel Carver",23,"rb",9,1,221,"5-11","UNLV","7/14/1959","Rook",3,""
"10",5,"Brian Clark",24,"",1,0,190,"6-2","Florida","6/28/1958","Rook",0,"New England Patriots / 10th / 253rd pick / 1982"
"11",67,"Robert Cobb",25,"",3,0,248,"6-4","Cincinnati,Arizona","10/12/1957","1",0,"Los Angeles Rams / 3rd / 66th pick / 1981"
"12",20,"Neal Colzie",28,"SS",9,9,200,"6-2","Ohio St.","2/28/1954","7",11,"Oakland Raiders / 1st / 24th pick / 1975"
"13",33,"Mark Cotney",30,"",9,0,204,"6-0","New Mex. Highlands,Cameron","6/26/1952","7",1,"Houston Oilers / 7th / 171st pick / 1975"
"14",58,"Jeff Davis",22,"",9,0,230,"6-0","Clemson","1/26/1960","Rook",2,"Tampa Bay Buccaneers / 5th / 128th pick / 1982"
"15",62,"Sean Farrell",22,"rg",9,7,260,"6-3","Penn St.","5/25/1960","Rook",6,"Tampa Bay Buccaneers / 1st / 17th pick / 1982"
"16",88,"Jimmie Giles*",28,"TE",9,9,239,"6-3","Alcorn St.","11/8/1954","5",8,"Houston Oilers / 3rd / 70th pick / 1977"
"17",11,"Jerry Golsteyn",28,"",1,0,207,"6-4","Northern Illinois","8/6/1954","5",0,"New York Giants / 12th / 333rd pick / 1976"
"18",53,"Hugh Green*",23,"ROLB",9,9,225,"6-2","Pittsburgh","7/27/1959","1",12,"Tampa Bay Buccaneers / 1st / 7th pick / 1981"
"19",73,"Charley Hannah",27,"rt",7,5,260,"6-5","Alabama","7/26/1955","5",4,"Tampa Bay Buccaneers / 3rd / 56th pick / 1977"
"20",59,"Andy Hawkins",24,"LOLB",9,9,225,"6-2","Texas A&M-Kingsville","3/31/1958","2",7,"Tampa Bay Buccaneers / 10th / 267th pick / 1980"
"21",21,"John Holt",23,"PR",9,0,180,"5-11","West Texas A&M","5/14/1959","1",0,"Tampa Bay Buccaneers / 4th / 89th pick / 1981"
"22",89,"Kevin House",25,"WR",9,9,181,"6-1","Southern Illinois","12/20/1957","2",7,"Tampa Bay Buccaneers / 2nd / 49th pick / 1980"
"23",56,"Cecil Johnson",27,"LILB",9,9,230,"6-2","Pittsburgh","8/19/1955","5",6,""
"24",84,"Gordon Jones",25,"WR",9,7,190,"6-0","Pittsburgh","7/25/1957","3",3,"Tampa Bay Buccaneers / 2nd / 34th pick / 1979"
"25",57,"Jim Leonard",25,"g",9,3,258,"6-3","Santa Clara","10/19/1957","2",3,"Tampa Bay Buccaneers / 7th / 186th pick / 1980"
"26",76,"David Logan",26,"NT",9,9,250,"6-2","Pittsburgh","10/25/1956","3",7,"Tampa Bay Buccaneers / 12th / 307th pick / 1979"
"27",39,"Terdell Middleton",27,"",2,0,198,"6-0","Memphis","4/8/1955","5",0,"St. Louis Cardinals / 3rd / 80th pick / 1977"
