"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",44,"Stefon Adams",26,"KR",14,0,189,"5-10","East Carolina","8/11/1963","3",0,"Los Angeles Raiders / 3rd / 80th pick / 1985"
"2",89,"Mike Alexander",24,"",16,0,195,"6-3","Penn St.","3/19/1965","Rook",3,"Los Angeles Raiders / 8th / 199th pick / 1988"
"3",32,"Marcus Allen",29,"rb",8,5,210,"6-2","USC","3/26/1960","7",4,"Los Angeles Raiders / 1st / 10th pick / 1982"
"4",33,"Eddie Anderson",26,"FS",15,10,210,"6-1","Fort Valley St.","7/22/1963","3",6,"Seattle Seahawks / 6th / 153rd pick / 1986"
"5",54,"Thomas Benson",28,"LILB",16,16,238,"6-2","Oklahoma","9/6/1961","5",9,"Atlanta Falcons / 2nd / 36th pick / 1984"
"6",7,"Steve Beuerlein",24,"qb",10,7,220,"6-3","Notre Dame","3/7/1965","1",6,"Los Angeles Raiders / 4th / 110th pick / 1987"
"7",81,"Tim Brown",23,"wr",1,1,195,"6-0","Notre Dame","7/22/1966","1",0,"Los Angeles Raiders / 1st / 6th pick / 1988"
"8",29,"Russell Carter",27,"",9,0,195,"6-2","SMU","2/10/1962","5",1,"New York Jets / 1st / 10th pick / 1984"
"9",94,"Joe Costello",29,"",2,0,245,"6-3","Central Connecticut St.","6/1/1960","3",0,""
"10",23,"Derrick Crudup",24,"",4,0,220,"6-2","Florida,Oklahoma","2/15/1965","Rook",0,"Los Angeles Raiders / 7th / 171st pick / 1988"
"11",70,"Scott Davis",24,"RDE",14,12,280,"6-7","Illinois","7/8/1965","1",7,"Los Angeles Raiders / 1st / 25th pick / 1988"
"12",84,"Mike Dyal",23,"TE",16,16,240,"6-2","Texas A&M-Kingsville","5/20/1966","Rook",5,""
"13",41,"Bobby Joe Edmonds",25,"",7,0,186,"5-11","Arkansas","9/26/1964","3",0,"Seattle Seahawks / 5th / 126th pick / 1986"
"14",11,"Vince Evans",34,"",1,0,215,"6-2","USC","6/14/1955","12",0,"Chicago Bears / 6th / 140th pick / 1977"
"15",86,"Mervyn Fernandez",30,"WR",16,13,205,"6-3","San Jose St.","12/29/1959","2",10,"Los Angeles Raiders / 10th / 277th pick / 1983"
"16",83,"Willie Gault",29,"WR",16,16,181,"6-0","Tennessee","9/5/1960","6",6,"Chicago Bears / 1st / 18th pick / 1983"
"17",63,"John Gesek",26,"LG",16,16,282,"6-5","Sacramento St.","2/18/1963","2",8,"Los Angeles Raiders / 10th / 265th pick / 1987"
"18",79,"Bob Golic",32,"NT",16,16,264,"6-2","Notre Dame","10/26/1957","10",8,"New England Patriots / 2nd / 52nd pick / 1979"
"19",6,"Jeff Gossett",32,"P",16,0,200,"6-2","East. Illinois","1/25/1957","8",2,""
"20",60,"Rory Graves",26,"LT",15,15,288,"6-6","Ohio St.","7/21/1963","1",7,""
"21",45,"Mike Harden",30,"SS",15,12,192,"6-1","Michigan","2/16/1959","9",6,"Denver Broncos / 5th / 131st pick / 1980"
"22",22,"Mike Haynes",36,"db",13,1,192,"6-2","Arizona St.","7/1/1953","13",1,"New England Patriots / 1st / 5th pick / 1976"
"23",88,"Ethan Horton",27,"te",16,1,235,"6-4","North Carolina","12/19/1962","4",0,"Kansas City Chiefs / 1st / 15th pick / 1985"
"24",98,"Ricky Hunley",28,"lb",12,1,242,"6-2","Arizona","11/11/1961","5",2,"Cincinnati Bengals / 1st / 7th pick / 1984"
"25",34,"Bo Jackson",27,"RB",11,9,227,"6-1","Auburn","11/30/1962","2",7,"Los Angeles Raiders / 7th / 183rd pick / 1987, Tampa Bay Buccaneers / 1st / 1st pick / 1986"
"26",18,"Jeff Jaeger",25,"K",16,0,190,"5-11","Washington","11/26/1964","2",2,"Cleveland Browns / 3rd / 82nd pick / 1987"
"27",87,"Trey Junkin",28,"",16,0,240,"6-2","Louisiana Tech","1/23/1961","6",0,"Buffalo Bills / 4th / 93rd pick / 1983"
"28",92,"Emanuel King",26,"lb",16,3,250,"6-4","Alabama","8/15/1963","4",2,"Cincinnati Bengals / 1st / 25th pick / 1985"
"29",52,"Linden King",34,"LOLB",14,13,241,"6-4","Colorado St.","6/28/1955","11",7,"San Diego Chargers / 3rd / 77th pick / 1977"
"30",74,"Pete Koch",27,"",4,0,270,"6-6","Maryland","1/23/1962","5",0,"Cincinnati Bengals / 1st / 16th pick / 1984"
"31",25,"Dan Land",24,"",10,0,195,"6-0","Albany State (GA)","7/3/1965","2",1,""
"32",40,"Zeph Lee",26,"ss",13,6,208,"6-3","USC","6/17/1963","2",3,"Los Angeles Raiders / 9th / 246th pick / 1986"
"33",75,"Howie Long*",29,"LDE",14,10,268,"6-5","Villanova","1/6/1960","8",9,"Oakland Raiders / 2nd / 48th pick / 1981"
"34",36,"Terry McDaniel",24,"LCB",16,15,180,"5-10","Tennessee","2/8/1965","1",7,"Los Angeles Raiders / 1st / 9th pick / 1988"
"35",26,"Vann McElroy",29,"db",7,4,193,"6-2","Baylor","1/13/1960","7",2,"Los Angeles Raiders / 3rd / 64th pick / 1982"
"36",72,"Don Mosebar",28,"C",12,11,285,"6-6","USC","9/11/1961","6",6,"Los Angeles Raiders / 1st / 26th pick / 1983"
"37",97,"Mark Mraz",24,"",11,0,258,"6-4","Utah St.","2/9/1965","2",1,"Atlanta Falcons / 5th / 125th pick / 1987"
"38",42,"Vance Mueller",25,"rb",16,2,210,"6-0","Occidental","5/5/1964","3",3,"Los Angeles Raiders / 4th / 103rd pick / 1986"
"39",71,"Bill Pickel",30,"nt",16,3,265,"6-5","Rutgers","11/5/1959","6",3,"Los Angeles Raiders / 2nd / 54th pick / 1983"
"40",31,"Kerry Porter",25,"",16,0,215,"6-1","Washington St.","9/23/1964","2",0,"Buffalo Bills / 7th / 171st pick / 1987"
"41",20,"Dennis Price",24,"",5,0,175,"6-1","UCLA","6/14/1965","1",0,"Los Angeles Raiders / 5th / 131st pick / 1988"
"42",57,"Jerry Robinson",33,"RILB",11,11,223,"6-2","UCLA","12/18/1956","10",5,"Philadelphia Eagles / 1st / 21st pick / 1979"
"43",78,"Tim Rother",24,"",16,0,285,"6-7","Nebraska","9/28/1965","Rook",1,"Los Angeles Raiders / 4th / 90th pick / 1988"
"44",13,"Jay Schroeder",28,"QB",11,9,215,"6-4","UCLA","6/28/1961","4",5,"Washington Redskins / 3rd / 83rd pick / 1984"
"45",58,"Jackie Shipp",27,"lb",3,3,235,"6-2","Oklahoma","3/19/1962","5",1,"Miami Dolphins / 1st / 14th pick / 1984"
"46",35,"Steve Smith",25,"FB",16,16,236,"6-1","Penn St.","8/30/1964","2",4,"Los Angeles Raiders / 3rd / 81st pick / 1987"
"47",39,"Steve Strachan",26,"",16,0,221,"6-1","Boston Col.","3/22/1963","4",0,"Los Angeles Raiders / 11th / 303rd pick / 1985"
"48",93,"Greg Townsend",28,"ROLB",16,12,264,"6-3","TCU","11/3/1961","6",7,"Los Angeles Raiders / 4th / 110th pick / 1983"
"49",67,"Dan Turk",27,"c",16,5,290,"6-4","Drake,Wisconsin","6/25/1962","4",3,"Pittsburgh Steelers / 4th / 101st pick / 1985"
"50",80,"Timmie Ware",26,"",13,0,171,"5-10","USC","4/2/1963","3",0,""
"51",48,"Lionel Washington",29,"RCB",16,16,185,"6-0","Tulane","10/21/1960","6",9,"St. Louis Cardinals / 4th / 103rd pick / 1983"
"52",68,"Bruce Wilkerson",25,"RT",16,16,295,"6-5","Tennessee","7/28/1964","2",8,"Los Angeles Raiders / 2nd / 52nd pick / 1987"
"53",50,"Otis Wilson",32,"lb",1,1,227,"6-2","Syracuse,Louisville","9/15/1957","9",0,"Chicago Bears / 1st / 19th pick / 1980"
"54",90,"Mike Wise",25,"RDE",16,11,271,"6-7","California-Davis","6/5/1964","3",6,"Los Angeles Raiders / 4th / 85th pick / 1986"
"55",76,"Steve Wisniewski",22,"RG",15,15,305,"6-4","Penn St.","4/7/1967","Rook",7,"Dallas Cowboys / 2nd / 29th pick / 1989"
