"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",86,"Mike Adams",23,"",6,0,185,"5-11","Texas","3/25/1974","Rook",0,"Pittsburgh Steelers / 7th / 223rd pick / 1997"
"2",40,"Myron Bell",26,"SS",16,8,203,"5-11","Michigan St.","9/15/1971","3",3,"Pittsburgh Steelers / 5th / 140th pick / 1994"
"3",36,"Jerome Bettis*",25,"RB",15,15,252,"5-11","Notre Dame","2/16/1972","4",15,"Los Angeles Rams / 1st / 10th pick / 1993"
"4",89,"Will Blackwell",22,"KR",14,0,190,"6-0","San Diego St.","7/9/1975","Rook",3,"Pittsburgh Steelers / 2nd / 53rd pick / 1997"
"5",84,"Kirk Botkin",26,"te",13,1,245,"6-3","Arkansas","3/19/1971","3",0,""
"6",27,"J.B. Brown",30,"",13,0,193,"6-0","Maryland","1/5/1967","8",1,"Miami Dolphins / 12th / 315th pick / 1989"
"7",87,"Mark Bruener",25,"TE",16,16,260,"6-4","Washington","9/16/1972","2",1,"Pittsburgh Steelers / 1st / 27th pick / 1995"
"8",19,"Andre Coleman",25,"",8,0,165,"5-9","Kansas St.","9/19/1972","3",0,"San Diego Chargers / 3rd / 70th pick / 1994"
"9",53,"Steve Conley",25,"",16,0,235,"6-5","Arkansas","1/18/1972","1",1,"Pittsburgh Steelers / 3rd / 72nd pick / 1996"
"10",63,"Dermontti Dawson*+",32,"C",16,16,288,"6-2","Kentucky","6/17/1965","9",16,"Pittsburgh Steelers / 2nd / 44th pick / 1988"
"11",51,"Carlos Emmons",24,"",5,0,250,"6-5","Arkansas St.","9/3/1973","1",0,"Pittsburgh Steelers / 7th / 242nd pick / 1996"
"12",41,"Lee Flowers",24,"",10,0,213,"6-0","Georgia Tech","1/14/1973","2",1,"Pittsburgh Steelers / 5th / 151st pick / 1995"
"13",29,"Randy Fuller",27,"db",12,3,180,"5-10","Tennessee St.","6/2/1970","3",1,"Denver Broncos / 4th / 123rd pick / 1994"
"14",98,"Oliver Gibson",25,"",16,0,304,"6-2","Notre Dame","3/15/1972","2",1,"Pittsburgh Steelers / 4th / 120th pick / 1995"
"15",92,"Jason Gildon",25,"LOLB",16,16,255,"6-4","Oklahoma St.","7/31/1972","3",7,"Pittsburgh Steelers / 3rd / 88th pick / 1994"
"16",74,"Nolan Harrison",28,"LDE",16,16,280,"6-5","Indiana","1/25/1969","6",6,"Los Angeles Raiders / 6th / 146th pick / 1991"
"17",88,"Courtney Hawkins",28,"wr",15,3,183,"5-9","Michigan St.","12/12/1969","5",7,"Tampa Bay Buccaneers / 2nd / 44th pick / 1992"
"18",76,"Kevin Henry",29,"RDE",16,16,282,"6-4","Mississippi St.","10/23/1968","4",7,"Pittsburgh Steelers / 4th / 108th pick / 1993"
"19",83,"Corey Holliday",26,"",2,0,208,"6-2","North Carolina","1/31/1971","2",0,""
"20",50,"Earl Holmes",24,"RILB",16,16,242,"6-2","Florida A&M","4/28/1973","1",7,"Pittsburgh Steelers / 4th / 126th pick / 1996"
"21",65,"John Jackson",32,"LT",16,16,297,"6-6","East. Kentucky","1/4/1965","9",9,"Pittsburgh Steelers / 10th / 252nd pick / 1988"
"22",81,"Charles Johnson",25,"WR",13,11,200,"6-0","Colorado","1/3/1972","3",7,"Pittsburgh Steelers / 1st / 17th pick / 1994"
"23",9,"Norm Johnson",37,"K",16,0,202,"6-2","UCLA","5/31/1960","15",5,""
"24",54,"Donta Jones",25,"lb",16,4,235,"6-2","Nebraska","8/27/1972","2",2,"Pittsburgh Steelers / 4th / 125th pick / 1995"
"25",43,"George Jones",24,"rb",16,1,204,"5-9","San Diego St.","12/31/1973","Rook",3,"Pittsburgh Steelers / 5th / 154th pick / 1997"
"26",99,"Levon Kirkland*+",28,"LILB",16,16,270,"6-1","Clemson","2/17/1969","5",13,"Pittsburgh Steelers / 2nd / 38th pick / 1992"
"27",37,"Carnell Lake*+",30,"RCB",16,16,210,"6-1","UCLA","7/15/1967","8",15,"Pittsburgh Steelers / 2nd / 34th pick / 1989"
"28",34,"Tim Lester",29,"FB",16,13,233,"5-10","East. Kentucky","6/15/1968","5",1,"Los Angeles Rams / 10th / 255th pick / 1992"
"29",95,"Greg Lloyd",32,"ROLB",12,12,228,"6-2","Fort Valley St.","5/26/1965","9",5,"Pittsburgh Steelers / 6th / 150th pick / 1987"
