"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",40,"Michael Adams",24,"",5,0,195,"5-9","Arkansas St.","4/5/1964","1",1,"New Orleans Saints / 3rd / 67th pick / 1987"
"2",7,"Morten Andersen*",28,"K",16,0,217,"6-2","Michigan St.","8/19/1960","6",3,"New Orleans Saints / 4th / 86th pick / 1982"
"3",28,"Gene Atkins",24,"ss",16,6,201,"5-11","Florida A&M","11/22/1964","1",5,"New Orleans Saints / 7th / 179th pick / 1987"
"4",86,"Cliff Benson",27,"",7,0,238,"6-4","Purdue","8/28/1961","4",0,"Atlanta Falcons / 5th / 132nd pick / 1984"
"5",76,"Dwaine Board",32,"",4,0,248,"6-5","North Carolina A&T","11/29/1956","9",0,"Pittsburgh Steelers / 5th / 137th pick / 1979"
"6",85,"Hoby Brenner",29,"TE",10,8,240,"6-4","USC","6/2/1959","7",1,"New Orleans Saints / 3rd / 71st pick / 1981"
"7",67,"Stan Brock",30,"RT",7,7,295,"6-6","Colorado","6/8/1958","8",3,"New Orleans Saints / 1st / 12th pick / 1980"
"8",59,"James Campen",24,"",3,0,269,"6-3","Tulane","6/11/1964","1",0,""
"9",75,"Bruce Clark",30,"de",16,2,273,"6-3","Penn St.","3/31/1958","6",2,"Green Bay Packers / 1st / 4th pick / 1980"
"10",89,"Robert Clark",23,"",16,0,175,"5-11","North Carolina Central","8/6/1965","1",2,"New Orleans Saints / 10th / 263rd pick / 1987"
"11",66,"Chuck Commiskey",30,"",6,0,290,"6-4","Mississippi","3/28/1958","2",0,"Philadelphia Eagles / 9th / 247th pick / 1981"
"12",70,"Bill Contz",27,"t",11,3,268,"6-5","Penn St.","12/12/1961","5",2,"Cleveland Browns / 5th / 122nd pick / 1983"
"13",41,"Toi Cook",24,"",16,0,188,"5-11","Stanford","12/3/1964","1",1,"New Orleans Saints / 8th / 207th pick / 1987"
"14",72,"Jim Dombrowski",25,"LT",16,16,300,"6-5","Virginia","10/19/1963","2",8,"New Orleans Saints / 1st / 6th pick / 1986"
"15",95,"Jon Dumbauld",25,"",1,0,259,"6-4","Kentucky","2/14/1963","2",0,"New Orleans Saints / 10th / 253rd pick / 1986"
"16",63,"Brad Edelman",28,"LG",14,13,265,"6-6","Missouri","9/3/1960","6",6,"New Orleans Saints / 2nd / 30th pick / 1982"
"17",99,"Tony Elliott",29,"NT",14,12,282,"6-2","Wisconsin,North Texas","4/23/1959","6",6,"New Orleans Saints / 5th / 114th pick / 1982"
"18",52,"Brian Forde",25,"",16,0,230,"6-2","Washington St.","11/1/1963","Rook",1,"New Orleans Saints / 7th / 190th pick / 1988"
"19",11,"John Fourcade",28,"",1,0,208,"6-1","Mississippi","10/11/1960","1",0,""
"20",97,"Jumpy Geathers",28,"lde",16,6,290,"6-7","Wichita St.","6/26/1960","4",5,"New Orleans Saints / 2nd / 42nd pick / 1984"
"21",27,"Antonio Gibson",26,"SS",10,10,206,"6-3","Cincinnati","7/5/1962","2",5,""
"22",77,"Daren Gilbert",25,"rt",11,6,285,"6-6","Cal State-Fullerton","10/3/1963","3",3,"New Orleans Saints / 2nd / 38th pick / 1985"
"23",37,"Mel Gray",27,"KR",14,0,167,"5-9","Purdue","3/16/1961","2",1,"New Orleans Saints / 2nd / 42nd pick / 1984 Supp"
"24",74,"Ted Gregory",23,"",3,0,260,"6-1","Syracuse","2/11/1965","Rook",0,"Denver Broncos / 1st / 26th pick / 1988"
"25",10,"Brian Hansen",28,"P",16,0,215,"6-4","Sioux Falls","10/26/1960","4",2,"New Orleans Saints / 9th / 237th pick / 1984"
"26",92,"James Haynes",28,"",4,0,230,"6-2","Miss. Valley St.","8/9/1960","4",1,""
"27",3,"Bobby Hebert",28,"QB",16,16,215,"6-4","NW State (LA)","8/19/1960","3",11,""
"28",34,"Craig Heyward",22,"FB",11,8,260,"5-11","Pittsburgh","9/26/1966","Rook",3,"New Orleans Saints / 1st / 24th pick / 1988"
"29",61,"Joel Hilgenberg",26,"RG",16,10,250,"6-3","Iowa","7/10/1962","4",5,"New Orleans Saints / 4th / 97th pick / 1984"
"30",87,"Lonzell Hill",23,"WR",16,15,189,"5-11","Washington","9/25/1965","1",7,"New Orleans Saints / 2nd / 40th pick / 1987"
"31",21,"Dalton Hilliard",24,"RB",16,8,204,"5-8","LSU","1/21/1964","2",9,"New Orleans Saints / 2nd / 31st pick / 1986"
"32",57,"Rickey Jackson",30,"LOLB",16,16,243,"6-2","Pittsburgh","3/20/1958","7",9,"New Orleans Saints / 2nd / 51st pick / 1981"
"33",22,"Van Jakes",27,"RCB",16,15,188,"6-0","Kent St.","5/10/1961","5",7,""
"34",53,"Vaughan Johnson",26,"RILB",16,16,235,"6-3","North Carolina St.","3/24/1962","2",8,"New Orleans Saints / 1st / 15th pick / 1984 Supp"
"35",23,"Buford Jordan",26,"rb",14,4,223,"6-0","McNeese St.","6/26/1962","2",1,"Green Bay Packers / 1st / 12th pick / 1984 Supp"
"36",55,"Joe Kohlbrand",25,"lb",16,2,242,"6-4","Miami (FL)","3/18/1963","3",2,"New Orleans Saints / 8th / 206th pick / 1985"
"37",60,"Steve Korte",28,"C",16,16,265,"6-3","Arkansas","1/15/1960","5",8,"New Orleans Saints / 2nd / 38th pick / 1983"
"38",24,"Milton Mack",25,"db",14,1,188,"5-11","Alcorn St.","9/20/1963","1",2,"New Orleans Saints / 5th / 123rd pick / 1987"
"39",84,"Eric Martin*",27,"WR",16,16,207,"6-1","LSU","11/8/1961","3",10,"New Orleans Saints / 7th / 179th pick / 1985"
"40",39,"Brett Maxie",26,"FS",16,16,194,"6-2","Texas Southern","1/13/1962","3",7,""
"41",36,"Rueben Mayes",25,"RB",16,9,201,"5-11","Washington St.","6/6/1963","2",5,"New Orleans Saints / 3rd / 57th pick / 1986"
"42",51,"Sam Mills*",29,"LILB",16,16,229,"5-9","Montclair St.","6/3/1959","2",12,""
"43",88,"Mark Pattison",27,"",6,0,190,"6-2","Washington","12/13/1961","2",0,"Los Angeles Raiders / 7th / 188th pick / 1985"
"44",80,"Brett Perriman",23,"",16,0,180,"5-9","Miami (FL)","10/10/1965","Rook",2,"New Orleans Saints / 2nd / 52nd pick / 1988"
"45",83,"Greg Scales",22,"",12,0,253,"6-4","Wake Forest","5/9/1966","Rook",0,"New Orleans Saints / 5th / 112th pick / 1988"
"46",29,"Reggie Sutton",23,"lcb",15,7,190,"5-10","Miami (FL)","2/15/1965","1",5,"New Orleans Saints / 5th / 115th pick / 1986"
"47",56,"Pat Swilling",24,"ROLB",15,14,245,"6-3","Georgia Tech","10/25/1964","2",8,"New Orleans Saints / 3rd / 60th pick / 1986"
"48",82,"John Tice",28,"TE",15,12,242,"6-5","Maryland","6/22/1960","5",3,"New Orleans Saints / 3rd / 65th pick / 1983"
"49",54,"Alvin Toles",25,"",11,0,211,"6-1","Tennessee","3/23/1963","3",1,"New Orleans Saints / 1st / 24th pick / 1985"
