"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr.","Cap.Hit"
"1",17,"Nelson Agholor",23,"WR",13,12,190,"6-1","USC","5/24/1993","1",NA,"Philadelphia Eagles / 1st / 20th pick / 2015","$861,244"
"2",94,"Beau Allen",25,"DT",14,3,333,"6-3","Wisconsin","11/14/1991","2",NA,"Philadelphia Eagles / 7th / 224th pick / 2014","$600,000"
"3",68,"Josh Andrews",25,"G",3,0,304,"6-3","Oregon St.","6/21/1991","2",NA,"","$525,000"
"4",76,"Allen Barbre",32,"T",11,11,303,"6-4","Missouri Southern","6/22/1984","9",NA,"Green Bay Packers / 4th / 119th pick / 2007","$1,750,000"
"5",34,"Kenjon Barner",27,"RB",13,0,196,"5-9","Oregon","4/28/1989","3",NA,"Carolina Panthers / 6th / 182nd pick / 2013","$600,000"
"6",98,"Connor Barwin",30,"DE",14,14,253,"6-3","Cincinnati","10/15/1986","7",NA,"Houston Texans / 2nd / 46th pick / 2009","$6,750,000"
"7",53,"Nigel Bradham",27,"OLB",14,14,241,"6-2","Florida St.","9/4/1989","4",NA,"Buffalo Bills / 4th / 105th pick / 2012","$2,000,000"
"8",56,"Bryan Braman",29,"LB",14,0,230,"6-5","West Texas A&M","5/4/1987","5",NA,"","$900,000"
"9",79,"Brandon Brooks",27,"G",12,12,343,"6-5","Miami (OH)","8/19/1989","4",NA,"Houston Texans / 3rd / 76th pick / 2012","$1,000,000"
"10",33,"Ron Brooks",28,"CB",6,5,190,"5-10","LSU","10/16/1988","4",NA,"Buffalo Bills / 4th / 124th pick / 2012","$800,000"
"11",29,"Terrence Brooks",25,"FS",9,0,198,"5-11","Florida St.","3/2/1991","2",NA,"Baltimore Ravens / 3rd / 79th pick / 2014","$615,000"
"12",47,"Trey Burton",25,"TE",13,4,228,"6-3","Florida","10/29/1991","2",NA,"","$600,000"
"13",22,"Nolan Carroll",29,"DB",14,14,202,"6-1","Maryland","1/18/1987","6",NA,"Miami Dolphins / 5th / 145th pick / 2010","$760,000"
"14",87,"Brent Celek",31,"TE",14,7,261,"6-4","Cincinnati","1/25/1985","9",NA,"Philadelphia Eagles / 5th / 162nd pick / 2007","$1,000,000"
"15",91,"Fletcher Cox",26,"DT",14,14,298,"6-4","Mississippi St.","12/13/1990","4",NA,"Philadelphia Eagles / 1st / 12th pick / 2012","$1,299,000"
"16",75,"Vinny Curry",28,"DE",14,0,266,"6-3","Marshall","6/30/1988","4",NA,"Philadelphia Eagles / 2nd / 59th pick / 2012","$1,000,000"
"17",10,"Chase Daniel",30,"QB",1,0,218,"6-0","Missouri","10/7/1986","7",NA,"","$1,000,000"
"18",46,"Jon Dorenbos",36,"C",13,0,250,"6-0","Texas-El Paso","7/21/1980","13",NA,"","$985,000"
"19",86,"Zach Ertz",26,"TE",12,11,249,"6-5","Stanford","11/10/1990","3",NA,"Philadelphia Eagles / 2nd / 35th pick / 2013","$1,138,527"
"20",52,"Najee Goode",26,"ILB",14,0,245,"6-0","West Virginia","6/4/1990","4",NA,"Tampa Bay Buccaneers / 5th / 140th pick / 2012","$675,000"
"21",69,"Dillon Gordon",24,"G",1,0,322,"6-4","","9/2/1992","Rook",NA,"","$450,000"
"22",55,"Brandon Graham",28,"DE",14,14,263,"6-1","Michigan","4/3/1988","6",NA,"Philadelphia Eagles / 1st / 13th pick / 2010","$4,000,000"
"23",36,"Dwayne Gratz",26,"CB",NA,NA,201,"5-11","Connecticut","3/8/1990","3",NA,"Jacksonville Jaguars / 3rd / 64th pick / 2013","$119,117"
"24",17,"Dorial Green-Beckham",23,"WR",13,5,225,"6-5","Oklahoma,Missouri","4/12/1993","1",NA,"Tennessee Titans / 2nd / 40th pick / 2015","$689,709"
"25",54,"Kamu Grugier-Hill",22,"OLB",10,0,215,"6-2","East. Illinois","5/16/1994","Rook",NA,"New England Patriots / 6th / 208th pick / 2016","$450,000"
"26",97,"Taylor Hart",25,"DE",NA,NA,281,"6-6","Oregon","2/22/1991","2",NA,"Philadelphia Eagles / 5th / 141st pick / 2014","$600,000"
"27",58,"Jordan Hicks",24,"OLB",14,14,241,"6-2","Texas","6/27/1992","1",NA,"Philadelphia Eagles / 3rd / 84th pick / 2015","$543,000"
"28",27,"Malcolm Jenkins",29,"DB",14,14,200,"6-0","Ohio St.","12/20/1987","7",NA,"New Orleans Saints / 1st / 14th pick / 2009","$2,500,000"
"29",65,"Lane Johnson",26,"OT",4,4,303,"6-6","Oklahoma","5/8/1990","3",NA,"Philadelphia Eagles / 1st / 4th pick / 2013","$675,000"
"30",8,"Donnie Jones",36,"P",14,0,222,"6-2","LSU","7/5/1980","12",NA,"Seattle Seahawks / 7th / 224th pick / 2004","$1,750,000"
"31",62,"Jason Kelce",29,"OL",14,14,282,"6-3","Cincinnati","11/5/1987","5",NA,"Philadelphia Eagles / 6th / 191st pick / 2011","$4,000,000"
"32",95,"Mychal Kendricks",26,"ILB",14,7,237,"5-11","California","9/28/1990","4",NA,"Philadelphia Eagles / 2nd / 46th pick / 2012","$2,850,000"
"33",96,"Bennie Logan",27,"DT",11,11,309,"6-2","LSU","12/28/1989","3",NA,"Philadelphia Eagles / 3rd / 67th pick / 2013","$1,661,000"
"34",45,"Rick Lovato",24,"LS",1,0,233,"6-2","Old Dominion","9/9/1992","1",NA,"","$79,410"
"35",42,"Chris Maragos",29,"DB",14,0,200,"5-10","Wisconsin","1/6/1987","6",NA,"","$1,500,000"
"36",39,"Byron Marshall",22,"RB",1,0,201,"5-9","","2/13/1994","Rook",NA,"","$79,410"
"37",24,"Ryan Mathews",29,"RB",12,7,220,"6-0","Fresno St.","10/10/1987","6",NA,"San Diego Chargers / 1st / 12th pick / 2010","$3,000,000"
"38",81,"Jordan Matthews",24,"WR",13,12,212,"6-3","Vanderbilt","7/16/1992","2",NA,"Philadelphia Eagles / 2nd / 42nd pick / 2014","$869,934"
"39",50,"Alex McCalister",23,"DE",NA,NA,240,"6-5","Florida","10/17/1993","Rook",NA,"Philadelphia Eagles / 7th / 240th pick / 2016","$333,000"
"40",21,"Leodis McKelvin",31,"DB",11,10,190,"5-11","Troy","9/1/1985","8",NA,"Buffalo Bills / 1st / 11th pick / 2008","$2,500,000"
"41",23,"Rodney McLeod",26,"S",14,14,183,"5-11","Virginia","6/23/1990","4",NA,"","$1,000,000"
"42",51,"Steven Means",26,"DE",7,0,263,"6-3","Buffalo","9/16/1990","3",NA,"Tampa Bay Buccaneers / 5th / 147th pick / 2013","$600,000"
"43",31,"Jalen Mills",22,"CB",14,2,194,"6-0","LSU","4/6/1994","Rook",NA,"Philadelphia Eagles / 7th / 233rd pick / 2016","$450,000"
"44",71,"Jason Peters",34,"T",14,14,328,"6-4","Arkansas","1/22/1982","12",NA,"","$8,050,000"
"45",73,"Isaac Seumalo",23,"OG",7,3,310,"6-4","Oregon St.","10/29/1993","Rook",NA,"Philadelphia Eagles / 3rd / 79th pick / 2016","$450,000"
"46",28,"Wendell Smallwood",22,"RB",13,3,208,"5-11","West Virginia","1/29/1994","Rook",NA,"Philadelphia Eagles / 5th / 153rd pick / 2016","$450,000"
"47",37,"C.J. Smith",23,"CB",7,0,189,"5-11","","5/10/1993","Rook",NA,"","$450,000"
"48",90,"Marcus Smith",24,"DE",14,0,251,"6-3","Louisville","3/31/1992","2",NA,"Philadelphia Eagles / 1st / 26th pick / 2014","$1,129,008"
"49",43,"Darren Sproles",33,"RB",13,4,181,"5-6","Kansas St.","6/20/1983","11",NA,"San Diego Chargers / 4th / 130th pick / 2005","$3,500,000"
"50",6,"Caleb Sturgis",27,"K",14,0,188,"5-10","Florida","9/9/1989","3",NA,"Miami Dolphins / 5th / 166th pick / 2013","$675,000"
"51",64,"Matt Tobin",26,"T",12,1,303,"6-6","Iowa","6/5/1990","3",NA,"","$675,000"
"52",16,"Bryce Treggs",22,"WR",7,1,185,"6-0","","4/30/1994","Rook",NA,"","$450,000"
"53",54,"Stephen Tulloch",31,"LB",8,0,230,"5-11","North Carolina St.","1/1/1985","10",NA,"Tennessee Titans / 4th / 116th pick / 2006","$1,750,000"
"54",80,"Paul Turner",23,"WR",3,1,193,"5-10","Louisiana Tech","5/10/1993","Rook",NA,"","$450,000"
"55",77,"Destiny Vaeao",22,"DT",14,0,299,"6-4","","1/15/1994","Rook",NA,"","$450,000"
"56",72,"Halapoulivaati Vaitai",23,"OT",6,6,315,"6-6","TCU","6/16/1993","Rook",NA,"Philadelphia Eagles / 5th / 164th pick / 2016","$450,000"
"57",59,"Joe Walker",24,"ILB",NA,NA,236,"6-2","Oregon","12/11/1992","Rook",NA,"Philadelphia Eagles / 7th / 251st pick / 2016","$333,000"
"58",26,"Jaylen Watkins",24,"CB",14,4,194,"6-0","Florida","11/27/1992","2",NA,"Philadelphia Eagles / 4th / 101st pick / 2014","$600,000"
"59",11,"Carson Wentz",24,"QB",14,14,237,"6-5","North Dakota St.","12/30/1992","Rook",NA,"Philadelphia Eagles / 1st / 2nd pick / 2016","$450,000"
"60",61,"Stefen Wisniewski",27,"OL",14,6,295,"6-3","Penn St.","3/22/1989","5",NA,"Oakland Raiders / 2nd / 48th pick / 2011","$760,000"
"61",NA,"Team Total",26.6,"",14,NA,241.6,"6-1.5","","","42.9",NA,"",""
