"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",29,"Patrick Allen",27,"RCB",15,13,180,"5-10","Utah St.","8/26/1961","4",5,"Houston Oilers / 4th / 100th pick / 1984"
"2",97,"Robert Banks",25,"",14,0,259,"6-5","Notre Dame","12/10/1963","Rook",1,"Houston Oilers / 7th / 176th pick / 1987"
"3",25,"Keith Bostic",27,"SS",16,16,216,"6-1","Michigan","1/17/1961","5",6,"Houston Oilers / 2nd / 42nd pick / 1983"
"4",24,"Steve Brown",28,"LCB",14,14,189,"5-11","Oregon","3/20/1960","5",6,"Houston Oilers / 3rd / 83rd pick / 1983"
"5",38,"Domingo Bryant",25,"",14,0,178,"6-4","Texas A&M","12/8/1963","1",2,"Pittsburgh Steelers / 6th / 148th pick / 1986"
"6",71,"Richard Byrd",26,"nt",16,7,264,"6-3","Southern Miss","3/20/1962","3",3,"Houston Oilers / 2nd / 36th pick / 1985"
"7",14,"Cody Carlson",25,"qb",6,5,202,"6-3","Baylor","11/5/1963","Rook",3,"Houston Oilers / 3rd / 64th pick / 1987"
"8",56,"Toby Caston",23,"",16,0,235,"6-1","LSU","7/17/1965","1",1,"Houston Oilers / 6th / 159th pick / 1987"
"9",79,"Ray Childress*",26,"LDE",16,16,272,"6-6","Texas A&M","10/20/1962","3",13,"Houston Oilers / 1st / 3rd pick / 1985"
"10",77,"Bruce Davis",32,"LT",16,16,287,"6-6","UCLA","6/21/1956","9",8,"Oakland Raiders / 11th / 294th pick / 1979"
"11",73,"John Davis",23,"",13,0,310,"6-4","Georgia Tech","8/22/1965","1",1,"Houston Oilers / 11th / 287th pick / 1987"
"12",28,"Cris Dishman",23,"db",15,2,195,"6-0","Purdue","8/13/1965","Rook",2,"Houston Oilers / 5th / 125th pick / 1988"
"13",31,"Jeff Donaldson",26,"FS",16,16,192,"6-0","Colorado","4/19/1962","4",7,"Houston Oilers / 9th / 226th pick / 1984"
