"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",46,"Rashard Anderson",23,"",12,0,204,"6-2","Jackson St.","6/14/1977","Rook",1,"Carolina Panthers / 1st / 23rd pick / 2000"
"2",24,"Michael Bates*",31,"",16,0,189,"5-10","Arizona","12/19/1969","7",1,"Seattle Seahawks / 6th / 150th pick / 1992"
"3",7,"Steve Beuerlein",35,"QB",16,16,220,"6-3","Notre Dame","3/7/1965","12",12,"Los Angeles Raiders / 4th / 110th pick / 1987"
"4",21,"Tim Biakabutuka",26,"RB",12,11,215,"6-0","Michigan","1/24/1974","4",8,"Carolina Panthers / 1st / 8th pick / 1996"
"5",89,"Dialleo Burks",26,"",1,0,181,"6-2","East. Kentucky","7/7/1974","Rook",0,""
"6",82,"Isaac Byrd",26,"wr",15,4,188,"6-1","Kansas","11/16/1974","3",2,"Kansas City Chiefs / 6th / 195th pick / 1997"
"7",66,"Matt Campbell",28,"lg",14,14,284,"6-4","South Carolina","7/14/1972","5",7,""
"8",2,"Dameyune Craig",26,"",4,0,200,"6-1","Auburn","4/19/1974","Rook",0,""
"9",84,"Casey Crawford",23,"",8,0,255,"6-6","Virginia","8/1/1977","Rook",0,""
"10",3,"Richie Cunningham",30,"",4,0,167,"5-10","La-Lafayette","8/18/1970","3",0,""
"11",25,"Eric Davis",32,"LCB",16,16,185,"5-11","Jacksonville St.","1/26/1968","10",7,"San Francisco 49ers / 2nd / 53rd pick / 1990"
"12",64,"James Dexter",27,"lg",9,2,319,"6-7","South Carolina","3/3/1973","4",2,"Arizona Cardinals / 5th / 137th pick / 1996"
"13",33,"Doug Evans",30,"RCB",16,16,188,"6-1","Louisiana Tech","5/13/1970","7",8,"Green Bay Packers / 6th / 141st pick / 1993"
"14",40,"William Floyd",28,"fb",10,8,242,"6-1","Florida St.","2/17/1972","6",1,"San Francisco 49ers / 1st / 28th pick / 1994"
"15",65,"Frank Garcia",28,"C",16,16,302,"6-2","Washington","1/28/1972","5",8,"Carolina Panthers / 4th / 132nd pick / 1995"
"16",94,"Sean Gilbert",30,"RDT",15,15,318,"6-5","Pittsburgh","4/10/1970","8",8,"Los Angeles Rams / 1st / 3rd pick / 1992"
"17",29,"Ray Green",23,"",16,0,195,"6-3","South Carolina","3/22/1977","Rook",1,""
"18",14,"Karl Hankton",30,"",16,0,202,"6-2","LSU,Trinity (IL)","7/24/1970","2",0,""
"19",28,"Deveron Harper",23,"",16,0,187,"5-11","Notre Dame","11/15/1977","Rook",1,""
