"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",54,"John Adickes",23,"",6,0,264,"6-3","Baylor","6/29/1964","Rook",1,"Chicago Bears / 6th / 154th pick / 1987"
"2",47,"Egypt Allen",23,"db",6,3,203,"6-0","TCU","7/28/1964","Rook",2,""
"3",70,"Jim Althoff",26,"dt",4,3,278,"6-3","Winona St.","9/27/1961","Rook",2,""
"4",35,"Neal Anderson",23,"FB",11,10,210,"5-11","Florida","8/14/1964","1",9,"Chicago Bears / 1st / 27th pick / 1986"
"5",67,"John Arp",22,"t",2,1,275,"6-5","Lincoln (MO)","8/15/1965","Rook",1,""
"6",17,"Tommy Barnhardt",24,"",2,0,228,"6-2","East Carolina,North Carolina","6/11/1963","Rook",0,"Tampa Bay Buccaneers / 9th / 223rd pick / 1986"
"7",79,"Kurt Becker",29,"g",12,1,271,"6-5","Michigan","12/22/1958","5",2,"Chicago Bears / 6th / 146th pick / 1982"
"8",97,"Bobby Bell",25,"lb",3,3,217,"6-3","Missouri","2/7/1962","3",2,"New York Jets / 4th / 91st pick / 1984"
"9",25,"Todd Bell",29,"SS",12,11,207,"6-1","Ohio St.","11/28/1958","6",5,"Chicago Bears / 4th / 95th pick / 1981"
"10",85,"Todd Black",23,"",1,0,174,"5-11","Concordia-Moorhead (MN)","4/12/1964","Rook",0,""
"11",68,"Paul Blair",24,"t",10,2,295,"6-4","Oklahoma St.","8/3/1963","1",2,"Chicago Bears / 4th / 110th pick / 1986"
"12",62,"Mark Bortz",26,"LG",12,12,282,"6-6","Iowa","2/12/1961","4",7,"Chicago Bears / 8th / 219th pick / 1983"
"13",86,"Cap Boso",24,"",12,0,232,"6-4","Illinois","9/10/1963","1",2,"Pittsburgh Steelers / 8th / 207th pick / 1986"
"14",84,"Sam Bowers",30,"",3,0,250,"6-4","Tennessee St.,Fordham","12/22/1957","Rook",0,""
"15",12,"Steve Bradley",24,"qb",1,1,216,"6-2","Valparaiso,Indiana","7/16/1963","Rook",0,"Cincinnati Bengals / 12th / 316th pick / 1986"
"16",32,"Chris Brewer",25,"rb",3,1,203,"6-1","Arizona","1/23/1962","3",1,"Denver Broncos / 9th / 245th pick / 1984"
"17",11,"Kevin Brown",24,"",3,0,178,"6-2","West Texas A&M","1/11/1963","Rook",1,""
"18",6,"Kevin Butler",25,"K",12,0,215,"6-0","Georgia","7/24/1962","2",2,"Chicago Bears / 4th / 105th pick / 1985"
"19",94,"Dick Chapura",23,"",2,0,277,"6-3","Missouri","6/15/1964","Rook",0,"Chicago Bears / 10th / 277th pick / 1987"
"20",37,"Darryl Clark",26,"",3,0,204,"5-11","Texas","8/9/1961","Rook",0,""
"21",74,"Jimbo Covert",27,"LT",9,9,277,"6-4","Pittsburgh","3/22/1960","4",5,"Chicago Bears / 1st / 6th pick / 1983"
"22",95,"Richard Dent",27,"RDE",12,12,265,"6-5","Tennessee St.","12/13/1960","4",7,"Chicago Bears / 8th / 203rd pick / 1983"
"23",37,"Maurice Douglass",23,"db",12,1,210,"5-11","Kentucky","2/12/1964","1",2,"Chicago Bears / 8th / 221st pick / 1986"
"24",30,"George Duarte",23,"",3,0,178,"5-9","Arizona St.,Northern Arizona","2/9/1964","Rook",0,""
"25",22,"Dave Duerson*",27,"FS",12,12,207,"6-1","Notre Dame","11/28/1960","4",10,"Chicago Bears / 3rd / 64th pick / 1983"
"26",45,"Gary Fencik",33,"db",12,1,194,"6-1","Yale","6/11/1954","11",1,"Miami Dolphins / 10th / 281st pick / 1976"
"27",96,"Greg Fitzgerald",24,"",3,0,265,"6-4","Iowa","7/3/1963","Rook",0,""
"28",2,"Doug Flutie",25,"",1,0,180,"5-10","Boston Col.","10/23/1962","1",0,"Los Angeles Rams / 11th / 285th pick / 1985"
"29",83,"Willie Gault",27,"WR",12,12,181,"6-0","Tennessee","9/5/1960","4",7,"Chicago Bears / 1st / 18th pick / 1983"
"30",23,"Shaun Gayle",25,"",8,0,202,"5-11","Ohio St.","3/8/1962","3",1,"Chicago Bears / 10th / 271st pick / 1984"
"31",29,"Dennis Gentry",28,"KR",12,0,181,"5-8","Baylor","2/10/1959","5",3,"Chicago Bears / 4th / 89th pick / 1982"
"32",82,"Brian Glasgow",26,"te",3,1,230,"6-2","Northern Illinois","6/9/1961","Rook",0,""
"33",99,"Dan Hampton",30,"LDE",8,8,264,"6-5","Arkansas","9/19/1957","8",4,"Chicago Bears / 1st / 4th pick / 1979"
"34",14,"Jim Harbaugh",24,"",6,0,215,"6-3","Michigan","12/23/1963","Rook",0,"Chicago Bears / 1st / 26th pick / 1987"
"35",90,"Al Harris",31,"lde",12,5,250,"6-5","Arizona St.","12/31/1956","8",3,"Chicago Bears / 1st / 9th pick / 1979"
"36",75,"Chuck Harris",26,"t",3,2,225,"6-3","West Virginia","10/7/1961","Rook",1,""
"37",36,"Frank Harris",23,"",3,0,196,"6-1","North Carolina St.","7/1/1964","Rook",0,""
"38",38,"Lakei Heimuli",22,"rb",3,3,219,"5-11","BYU","6/24/1965","Rook",1,"Chicago Bears / 9th / 249th pick / 1987"
"39",63,"Jay Hilgenberg*",28,"C",12,12,259,"6-3","Iowa","3/21/1959","6",9,""
"40",35,"Mike Hintz",22,"",3,0,190,"6-1","Wisc-Platteville","8/8/1965","Rook",0,""
"41",8,"Mike Hohensee",26,"qb",2,2,205,"6-0","Minnesota","2/22/1961","Rook",1,""
"42",59,"Leonard Jackson",23,"",1,0,240,"6-0","Oklahoma St.","10/5/1964","Rook",0,""
"43",24,"Vestee Jackson",24,"RCB",12,12,189,"6-0","Washington","8/14/1963","1",5,"Chicago Bears / 2nd / 55th pick / 1986"
"44",94,"Mike January",23,"lb",3,3,234,"6-1","Texas","6/30/1964","Rook",2,""
"45",24,"Eric Jeffries",23,"",1,0,161,"5-10","Texas","7/25/1964","Rook",0,"Chicago Bears / 12th / 333rd pick / 1987"
"46",53,"Brent Johnson",24,"",3,0,255,"6-2","Tenn-Chattanooga","5/16/1963","Rook",0,""
"47",89,"Herbert Johnson",24,"",3,0,182,"5-11","Missouri","10/13/1963","Rook",0,""
"48",67,"Will Johnson",23,"",11,0,245,"6-4","La-Monroe","12/4/1964","Rook",1,"Chicago Bears / 5th / 138th pick / 1987"
"49",81,"Don Kindt",26,"te",3,2,242,"6-6","Wisc-LaCrosse","3/9/1961","Rook",0,""
"50",88,"Ken Knapczyk",24,"wr",3,3,190,"5-11","Northern Iowa","4/21/1963","Rook",1,""
"51",83,"Glen Kozlowski",25,"wr",3,3,200,"6-1","BYU","12/31/1962","Rook",2,"Chicago Bears / 11th / 305th pick / 1986"
"52",16,"Tim Lashar",23,"",3,0,160,"5-9","Oklahoma","9/5/1964","Rook",0,""
"53",43,"Lorenzo Lynch",24,"db",2,2,200,"5-11","Sacramento St.","4/6/1963","Rook",1,""
"54",58,"Wilber Marshall*",25,"RLB",12,12,231,"6-1","Florida","4/18/1962","3",8,"Chicago Bears / 1st / 11th pick / 1984"
"55",31,"Bruce McCray",24,"db",3,3,181,"5-9","West. Illinois","10/27/1963","Rook",2,""
"56",68,"Sean McInerney",27,"de",3,3,255,"6-3","Frostburg St.","12/27/1960","Rook",2,""
"57",85,"Dennis McKinnon",26,"PR",12,0,185,"6-1","Florida St.","8/22/1961","4",6,""
"58",9,"Jim McMahon",28,"QB",7,6,195,"6-1","BYU","8/21/1959","5",7,"Chicago Bears / 1st / 5th pick / 1982"
"59",76,"Steve McMichael*+",30,"LDT",12,12,270,"6-2","Texas","10/17/1957","7",14,"New England Patriots / 3rd / 73rd pick / 1980"
"60",92,"Paul Migliazzo",23,"",3,0,228,"6-1","Oklahoma","3/11/1964","Rook",0,"Chicago Bears / 8th / 221st pick / 1987"
"61",57,"Eldridge Milton",25,"",3,0,235,"6-1","Clemson","12/8/1962","Rook",0,""
"62",87,"Emery Moorehead",33,"TE",12,12,218,"6-2","Colorado","3/22/1954","10",3,"New York Giants / 6th / 153rd pick / 1977"
"63",92,"Raymond Morris",26,"",3,0,222,"5-10","Texas-El Paso","6/8/1961","Rook",0,""
"64",84,"Ron Morris",23,"WR",12,12,190,"6-1","SMU","11/4/1964","Rook",4,"Chicago Bears / 2nd / 54th pick / 1987"
