"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",93,"Jay Alford",25,"dt",16,3,280,"6-2","Penn St.","5/28/1983","1",3,"New York Giants / 3rd / 81st pick / 2007"
"2",57,"Chase Blackburn",25,"lb",16,8,247,"6-3","Akron","6/10/1983","3",5,""
"3",77,"Kevin Boothe",25,"",16,0,300,"6-5","Cornell","7/5/1983","2",1,"Oakland Raiders / 6th / 176th pick / 2006"
"4",89,"Kevin Boss",24,"TE",15,15,255,"6-7","Western Oregon","1/11/1984","1",4,"New York Giants / 5th / 153rd pick / 2007"
"5",44,"Ahmad Bradshaw",22,"",15,0,195,"5-11","Marshall","3/19/1986","1",3,"New York Giants / 7th / 250th pick / 2007"
"6",17,"Plaxico Burress",31,"WR",10,9,226,"6-5","Michigan St.","8/12/1977","8",5,"Pittsburgh Steelers / 1st / 8th pick / 2000"
"7",37,"James Butler",26,"SS",15,14,210,"6-3","Georgia Tech","9/7/1982","3",7,""
"8",5,"John Carney*",44,"",15,0,180,"5-11","Notre Dame","4/20/1964","20",4,""
"9",8,"David Carr",29,"",3,0,215,"6-3","Fresno St.","7/21/1979","6",0,"Houston Texans / 1st / 1st pick / 2002"
"10",55,"Danny Clark",31,"LB",16,15,248,"6-2","Illinois","5/9/1977","8",7,"Jacksonville Jaguars / 7th / 245th pick / 2000"
"11",73,"Jeremy Clark",25,"",4,0,305,"6-2","Alabama","9/6/1983","Rook",0,""
"12",96,"Barry Cofield",24,"NT",15,15,305,"6-3","Northwestern","3/19/1984","2",7,"New York Giants / 4th / 124th pick / 2006"
"13",51,"Zak DeOssie*",24,"",16,0,245,"6-4","Brown","5/24/1984","1",3,"New York Giants / 4th / 116th pick / 2007"
"14",66,"David Diehl",28,"LT",16,16,315,"6-5","Illinois","9/15/1980","5",13,"New York Giants / 5th / 160th pick / 2003"
"15",35,"Kevin Dockery",24,"lcb",13,1,188,"5-8","Mississippi St.","1/8/1984","2",1,""
