"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",95,"Anthony Adams",28,"nt",9,4,300,"6-0","Penn St.","6/18/1980","5",2,"San Francisco 49ers / 2nd / 57th pick / 2003"
"2",97,"Mark Anderson",25,"",16,0,255,"6-4","Alabama","5/26/1983","2",2,"Chicago Bears / 5th / 159th pick / 2006"
"3",69,"Kirk Barton",24,"",1,0,303,"6-5","Ohio St.","11/4/1984","Rook",0,"Chicago Bears / 7th / 247th pick / 2008"
"4",67,"Josh Beekman",25,"LG",16,16,313,"6-2","Boston Col.","6/30/1983","1",7,"Chicago Bears / 4th / 130th pick / 2007"
"5",85,"Earl Bennett",21,"",10,0,205,"6-1","Vanderbilt","3/23/1987","Rook",0,"Chicago Bears / 3rd / 70th pick / 2008"
"6",86,"Marty Booker",32,"wr",13,5,212,"6-0","La-Monroe","7/31/1976","9",2,"Chicago Bears / 3rd / 78th pick / 1999"
"7",35,"Zackary Bowman",24,"",1,0,197,"6-1","Nebraska","11/18/1984","Rook",1,"Chicago Bears / 5th / 142nd pick / 2008"
"8",16,"Mark Bradley",26,"",2,0,201,"6-1","Oklahoma","1/29/1982","3",0,"Chicago Bears / 2nd / 39th pick / 2005"
"9",55,"Lance Briggs*",28,"LB",16,16,238,"6-1","Arizona","11/12/1980","5",12,"Chicago Bears / 3rd / 68th pick / 2003"
"10",96,"Alex Brown",29,"DE",16,16,262,"6-3","Florida","6/4/1979","6",9,"Chicago Bears / 4th / 104th pick / 2002"
"11",30,"Mike Brown",30,"FS",15,15,212,"5-10","Nebraska","2/13/1978","8",7,"Chicago Bears / 2nd / 39th pick / 2000"
"12",72,"Dan Buenning",27,"",10,0,320,"6-4","Wisconsin","10/26/1981","3",1,"Tampa Bay Buccaneers / 4th / 107th pick / 2005"
"13",88,"Desmond Clark",31,"TE",16,16,255,"6-3","Wake Forest","4/20/1977","9",3,"Denver Broncos / 6th / 179th pick / 1999"
"14",43,"Jason Davis",25,"fb",5,3,245,"5-10","Illinois","11/2/1983","Rook",0,""
"15",87,"Kellen Davis",23,"",16,0,259,"6-6","Michigan St.","10/11/1985","Rook",0,"Chicago Bears / 5th / 158th pick / 2008"
"16",81,"Rashied Davis",29,"WR",16,12,180,"5-10","San Jose St.","7/24/1979","3",4,""
"17",98,"Dusty Dvoracek",25,"NT",12,12,300,"6-2","Oklahoma","3/3/1983","1",6,"Chicago Bears / 3rd / 73rd pick / 2006"
"18",22,"Matt Forte",23,"RB",16,16,221,"6-1","Tulane","12/10/1985","Rook",11,"Chicago Bears / 2nd / 44th pick / 2008"
"19",59,"Gilbert Gardner",26,"",1,0,228,"6-1","Purdue","5/9/1982","4",0,"Indianapolis Colts / 3rd / 69th pick / 2004"
"20",63,"Roberto Garza",29,"RG",16,16,296,"6-2","Texas A&M-Kingsville","3/26/1979","7",7,"Atlanta Falcons / 4th / 99th pick / 2001"
"21",9,"Robbie Gould",27,"",16,0,181,"6-1","Penn St.","12/6/1981","3",4,""
"22",21,"Corey Graham",23,"RCB",16,9,187,"6-0","New Hampshire","7/25/1985","1",5,"Chicago Bears / 5th / 168th pick / 2007"
"23",8,"Rex Grossman",28,"qb",4,1,222,"6-1","Florida","8/23/1980","5",1,"Chicago Bears / 1st / 22nd pick / 2003"
"24",24,"Marcus Hamilton",24,"",8,0,188,"5-11","Virginia","2/17/1984","Rook",1,"Tampa Bay Buccaneers / 7th / 245th pick / 2007"
"25",91,"Tommie Harris",25,"DT",14,13,300,"6-3","Oklahoma","4/29/1983","4",7,"Chicago Bears / 1st / 14th pick / 2004"
"26",94,"Marcus Harrison",24,"",16,0,310,"6-3","Arkansas","7/10/1984","Rook",2,"Chicago Bears / 3rd / 90th pick / 2008"
"27",23,"Devin Hester",26,"WR",15,8,185,"5-10","Miami (FL)","11/4/1982","2",6,"Chicago Bears / 2nd / 57th pick / 2006"
"28",92,"Hunter Hillenmeyer",28,"lb",13,6,238,"6-4","Vanderbilt","10/28/1980","5",3,"Green Bay Packers / 5th / 166th pick / 2003"
"29",71,"Israel Idonije",28,"dt",16,3,290,"6-7","Manitoba","11/17/1980","4",3,""
"30",27,"Kevin Jones",26,"",11,0,228,"6-0","Virginia Tech","8/21/1982","4",1,"Detroit Lions / 1st / 30th pick / 2004"
"31",57,"Olin Kreutz",31,"C",16,16,292,"6-2","Washington","6/9/1977","10",7,"Chicago Bears / 3rd / 64th pick / 1998"
"32",90,"Joey LaRocque",22,"",14,0,226,"6-2","Oregon St.","3/15/1986","Rook",1,"Chicago Bears / 7th / 243rd pick / 2008"
"33",80,"Brandon Lloyd",27,"wr",11,5,192,"6-0","Illinois","7/5/1981","5",3,"San Francisco 49ers / 4th / 124th pick / 2003"
"34",65,"Patrick Mannelly",33,"",16,0,265,"6-5","Duke","4/18/1975","10",1,"Chicago Bears / 6th / 189th pick / 1998"
"35",38,"Danieal Manning",26,"ss",14,1,205,"6-0","Abilene Christian","8/9/1982","2",3,"Chicago Bears / 2nd / 42nd pick / 2006"
"36",4,"Brad Maynard",34,"",16,0,186,"6-1","Ball St.","2/9/1974","11",1,"New York Giants / 3rd / 95th pick / 1997"
"37",26,"Trumaine McBride",23,"rcb",16,1,185,"5-9","Mississippi","9/24/1985","1",2,"Chicago Bears / 7th / 221st pick / 2007"
"38",58,"Darrell McClover",27,"",10,0,219,"6-2","Miami (FL)","8/25/1981","4",1,"New York Jets / 7th / 213th pick / 2004"
"39",36,"Brandon McGowan",25,"s",2,1,200,"5-11","Maine","9/16/1983","3",0,""
"40",37,"Jason McKie",28,"FB",11,8,240,"5-11","Temple","5/22/1980","6",1,""
"41",60,"Terrence Metcalf",30,"",6,0,325,"6-3","Mississippi","1/28/1978","6",0,"Chicago Bears / 3rd / 93rd pick / 2002"
"42",69,"Fred Miller",35,"",6,0,320,"6-7","Baylor","2/6/1973","12",0,"St. Louis Rams / 5th / 141st pick / 1996"
"43",93,"Adewale Ogunleye",31,"DE",16,16,260,"6-4","Indiana","8/9/1977","7",9,""
"44",82,"Greg Olsen",23,"te",16,7,254,"6-6","Miami (FL)","3/11/1985","1",5,"Chicago Bears / 1st / 31st pick / 2007"
"45",18,"Kyle Orton",26,"QB",15,15,226,"6-4","Purdue","11/14/1982","3",9,"Chicago Bears / 4th / 106th pick / 2005"
"46",44,"Kevin Payne",25,"SS",16,16,215,"6-0","La-Monroe","12/5/1983","1",8,"Chicago Bears / 5th / 167th pick / 2007"
"47",29,"Adrian Peterson",29,"",15,0,210,"5-10","Georgia Southern","7/1/1979","6",1,"Chicago Bears / 6th / 199th pick / 2002"
"48",84,"Brandon Rideau",26,"",2,0,198,"6-3","Kansas","10/18/1982","Rook",0,""
"49",53,"Nick Roach",23,"LB",14,9,246,"6-1","Northwestern","6/16/1985","1",5,""
"50",78,"John St. Clair",31,"LT",16,16,320,"6-4","Virginia","7/15/1977","6",7,"St. Louis Rams / 3rd / 94th pick / 2000"
"51",20,"Craig Steltz",22,"",11,0,211,"6-1","LSU","5/7/1986","Rook",1,"Chicago Bears / 4th / 120th pick / 2008"
"52",76,"John Tait",33,"RT",16,16,315,"6-6","BYU","1/26/1975","9",7,"Kansas City Chiefs / 1st / 14th pick / 1999"
"53",33,"Charles Tillman",27,"LCB",15,15,196,"6-1","La-Lafayette","2/23/1981","5",7,"Chicago Bears / 2nd / 35th pick / 2003"
"54",75,"Matt Toeaina",24,"",1,0,301,"6-2","Oregon","10/9/1984","1",0,"Cincinnati Bengals / 6th / 187th pick / 2007"
"55",54,"Brian Urlacher",30,"MLB",16,16,258,"6-4","New Mexico","5/25/1978","8",9,"Chicago Bears / 1st / 9th pick / 2000"
