"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",45,"Jim Bertelsen",25,"",13,1,205,"5-11","Texas","2/26/1950","3",7,"Los Angeles Rams / 2nd / 30th pick / 1972"
"2",90,"Larry Brooks",25,"LDT",8,8,255,"6-3","Virginia St.","6/10/1950","3",6,"Los Angeles Rams / 14th / 355th pick / 1972"
"3",32,"Cullen Bryant",24,"FB",14,13,234,"6-1","Colorado","5/20/1951","2",7,"Los Angeles Rams / 2nd / 31st pick / 1973"
"4",22,"John Cappelletti",23,"",13,0,215,"6-1","Penn St.","8/9/1952","1",1,"Los Angeles Rams / 1st / 11th pick / 1974"
"5",17,"Duane Carrell",26,"P",14,0,185,"5-10","Florida St.","10/3/1949","1",2,""
"6",44,"Al Clark",27,"db",4,4,185,"6-0","Grambling St.,Northern Arizona,East. Michigan","2/29/1948","4",2,"Detroit Lions / 3rd / 72nd pick / 1971"
"7",73,"Charlie Cowan",37,"LT",13,13,264,"6-4","New Mex. Highlands","6/19/1938","14",7,"Denver Broncos / 5th / 33rd pick / 1961, Los Angeles Rams / 4th / 45th pick / 1961"
"8",70,"Al Cowlings",28,"",5,0,255,"6-5","USC","6/16/1947","5",4,"Buffalo Bills / 1st / 5th pick / 1970"
"9",55,"Bob DeMarco",37,"",14,0,248,"6-2","Indiana,Dayton","9/16/1938","14",4,"St. Louis Cardinals / 14th / 157th pick / 1960"
"10",10,"Tom Dempsey",28,"K",14,0,255,"6-2","Palomar College","1/12/1947","6",5,""
"11",89,"Fred Dryer*",29,"RDE",14,14,240,"6-6","San Diego St.","7/6/1946","6",13,"New York Giants / 1st / 13th pick / 1969"
"12",42,"Dave Elmendorf",26,"SS",14,14,195,"6-1","Texas A&M","6/20/1949","4",15,"Los Angeles Rams / 3rd / 63rd pick / 1971"
"13",79,"Mike Fanning",22,"",8,0,255,"6-6","Notre Dame","2/2/1953","Rook",4,"Los Angeles Rams / 1st / 9th pick / 1975"
"14",77,"Doug France",22,"t",14,1,270,"6-5","Ohio St.","4/26/1953","Rook",2,"Los Angeles Rams / 1st / 20th pick / 1975"
"15",36,"Ken Geddes",29,"LLB",14,14,235,"6-3","Nebraska","9/27/1946","4",10,"Detroit Lions / 7th / 175th pick / 1970"
"16",60,"Dennis Harrah",22,"",14,0,260,"6-5","Miami (FL)","3/9/1953","Rook",4,"Los Angeles Rams / 1st / 11th pick / 1975"
"17",12,"James Harris",28,"QB",13,13,210,"6-4","Grambling St.","7/20/1947","6",11,"Buffalo Bills / 8th / 192nd pick / 1969"
"18",29,"Harold Jackson*",29,"WR",14,14,175,"5-10","Jackson St.","1/6/1946","7",11,"Los Angeles Rams / 12th / 323rd pick / 1968"
"19",28,"Monte Jackson",22,"RCB",14,9,193,"5-11","San Diego St.","7/14/1953","Rook",7,"Los Angeles Rams / 2nd / 28th pick / 1975"
"20",16,"Ron Jaworski",24,"qb",14,1,196,"6-2","Youngstown St.","3/23/1951","1",2,"Los Angeles Rams / 2nd / 37th pick / 1973"
"21",81,"Ron Jessie",27,"WR",14,14,185,"6-0","Kansas","2/4/1948","4",7,"Dallas Cowboys / 8th / 206th pick / 1971"
"22",76,"Cody Jones",24,"ldt",14,6,243,"6-5","San Jose St.","5/3/1951","1",5,"Los Angeles Rams / 5th / 115th pick / 1973"
"23",52,"Rick Kay",26,"",14,0,235,"6-4","Colorado","11/10/1949","2",5,""
"24",80,"Bob Klein",28,"TE",11,11,235,"6-5","USC","7/27/1947","6",3,"Los Angeles Rams / 1st / 21st pick / 1969"
"25",65,"Tom Mack*",32,"LG",14,14,250,"6-3","Michigan","11/1/1943","9",10,"Los Angeles Rams / 1st / 2nd pick / 1966"
"26",30,"Lawrence McCutcheon*",25,"RB",13,13,205,"6-1","Colorado St.","6/2/1950","3",11,"Los Angeles Rams / 3rd / 70th pick / 1972"
"27",24,"Willie McGee",25,"KR",14,0,179,"5-11","Alcorn St.","5/14/1950","2",1,"San Diego Chargers / 5th / 123rd pick / 1973"
"28",41,"Eddie McMillan",24,"LCB",14,14,189,"6-0","Florida St.","11/25/1951","2",9,"Los Angeles Rams / 4th / 95th pick / 1973"
"29",67,"Bill Nelson",27,"",8,0,270,"6-7","Oregon St.","3/9/1948","4",4,"Los Angeles Rams / 7th / 168th pick / 1970"
"30",83,"Terry Nelson",24,"te",14,3,233,"6-2","Ark-Pine Bluff","5/20/1951","2",0,"Los Angeles Rams / 4th / 99th pick / 1973"
