"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",97,"Mark Anderson",23,"de",16,1,255,"6-4","Alabama","5/26/1983","Rook",4,"Chicago Bears / 5th / 159th pick / 2006"
"2",94,"Brendon Ayanbadejo*",30,"lb",16,1,230,"6-1","UCLA","9/6/1976","3",6,""
"3",32,"Cedric Benson",24,"",15,0,222,"5-11","Texas","12/28/1982","1",5,"Chicago Bears / 1st / 4th pick / 2005"
"4",80,"Bernard Berrian",26,"WR",15,14,190,"6-1","Fresno St.","12/27/1980","2",7,"Chicago Bears / 3rd / 78th pick / 2004"
"5",70,"Alfonso Boone",30,"dt",12,4,318,"6-4","Mount San Antonio JC","1/11/1976","5",3,"Detroit Lions / 7th / 253rd pick / 2000"
"6",16,"Mark Bradley",24,"",10,0,201,"6-1","Oklahoma","1/29/1982","1",3,"Chicago Bears / 2nd / 39th pick / 2005"
"7",55,"Lance Briggs*",26,"LB",16,16,238,"6-1","Arizona","11/12/1980","3",16,"Chicago Bears / 3rd / 68th pick / 2003"
"8",96,"Alex Brown",27,"DE",16,16,262,"6-3","Florida","6/4/1979","4",10,"Chicago Bears / 4th / 104th pick / 2002"
"9",30,"Mike Brown",28,"ss",6,6,212,"5-10","Nebraska","2/13/1978","6",3,"Chicago Bears / 2nd / 39th pick / 2000"
"10",74,"Ruben Brown*",34,"LG",16,16,300,"6-3","Pittsburgh","2/13/1972","11",10,"Buffalo Bills / 1st / 14th pick / 1995"
"11",88,"Desmond Clark",29,"TE",16,16,255,"6-3","Wake Forest","4/20/1977","7",6,"Denver Broncos / 6th / 179th pick / 1999"
"12",17,"Airese Currie",24,"",1,0,186,"5-10","Clemson","11/16/1982","Rook",0,"Chicago Bears / 5th / 140th pick / 2005"
"13",81,"Rashied Davis",27,"wr",16,2,180,"5-10","San Jose St.","7/24/1979","1",3,""
"14",22,"Tyler Everett",23,"",3,0,202,"5-11","Ohio St.","11/4/1983","Rook",0,""
