"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",36,"Darian Barnes",25,"fb",9,6,250,"6-2","Rutgers,Hampton","2/29/1980","3",0,""
"2",37,"Yeremiah Bell",27,"",16,0,200,"6-1","East. Kentucky","3/3/1978","1",2,"Miami Dolphins / 6th / 213th pick / 2003"
"3",65,"Joe Berger",23,"",3,0,303,"6-5","Michigan Tech","5/25/1982","Rook",0,"Carolina Panthers / 6th / 207th pick / 2005"
"4",86,"Marty Booker",29,"WR",15,12,212,"6-0","La-Monroe","7/31/1976","6",6,"Chicago Bears / 3rd / 78th pick / 1999"
"5",80,"David Boston",27,"",5,0,240,"6-2","Ohio St.","8/19/1978","6",1,"Arizona Cardinals / 1st / 8th pick / 1999"
"6",96,"David Bowens",28,"",16,0,260,"6-3","Michigan,West. Illinois","7/3/1977","6",2,"Denver Broncos / 5th / 158th pick / 1999"
"7",23,"Ronnie Brown",24,"RB",15,14,233,"6-0","Auburn","12/12/1981","Rook",8,"Miami Dolphins / 1st / 2nd pick / 2005"
"8",72,"Vernon Carey",24,"RT",16,14,335,"6-5","Miami (FL)","7/31/1981","1",7,"Miami Dolphins / 1st / 19th pick / 2004"
"9",93,"Kevin Carter",32,"DE",16,16,290,"6-5","Florida","9/21/1973","10",8,"St. Louis Rams / 1st / 6th pick / 1995"
"10",84,"Chris Chambers*",27,"WR",16,16,210,"5-11","Wisconsin","8/12/1978","4",10,"Miami Dolphins / 2nd / 52nd pick / 2001"
"11",52,"Channing Crowder",22,"LB",16,13,247,"6-2","Florida","12/2/1983","Rook",7,"Miami Dolphins / 3rd / 70th pick / 2005"
"12",21,"Travis Daniels",23,"LCB",16,14,194,"6-1","LSU","9/8/1982","Rook",6,"Miami Dolphins / 4th / 104th pick / 2005"
"13",97,"John Denney",27,"",16,0,275,"6-5","BYU","12/13/1978","Rook",1,""
"14",87,"Lorenzo Diamond",26,"te",16,7,260,"6-3","Auburn","12/15/1979","1",0,""
"15",63,"Alonzo Ephraim",24,"rg",13,3,312,"6-4","Alabama","11/8/1981","2",2,""
"16",44,"Heath Evans",27,"fb",6,2,245,"6-0","Auburn","12/30/1978","4",0,"Seattle Seahawks / 3rd / 82nd pick / 2001"
"17",11,"Gus Frerotte",34,"QB",16,15,237,"6-3","Tulsa","7/31/1971","11",9,"Washington Redskins / 7th / 197th pick / 1994"
"18",82,"Bryan Gilmore",27,"wr",15,1,200,"6-0","Midwestern St.","7/21/1978","5",1,""
"19",51,"Jason Glenn",26,"",16,0,231,"6-0","Texas A&M","8/20/1979","4",1,"Detroit Lions / 6th / 173rd pick / 2001"
"20",66,"Rex Hadnot",23,"RG",16,16,323,"6-2","Houston","1/28/1982","1",8,"Miami Dolphins / 6th / 174th pick / 2004"
"21",85,"Will Heller",24,"",7,0,250,"6-6","Georgia Tech","2/28/1981","2",0,""
"22",91,"Vonnie Holliday",30,"DT",16,16,290,"6-5","North Carolina","12/11/1975","7",8,"Green Bay Packers / 1st / 19th pick / 1998"
"23",89,"Alex Holmes",24,"",8,0,270,"6-3","USC","8/22/1981","Rook",0,""
"24",25,"Reggie Howard",28,"db",15,7,190,"6-0","Henderson St.,Memphis","5/17/1977","5",4,""
"25",35,"Eddie Jackson",25,"db",15,1,190,"6-0","Arkansas","12/19/1980","1",1,""
"26",78,"Jeno James",28,"LG",16,16,310,"6-3","Auburn","1/12/1977","5",8,"Carolina Panthers / 6th / 182nd pick / 2000"
"27",5,"Donnie Jones",25,"",16,0,222,"6-2","LSU","7/5/1980","1",3,"Seattle Seahawks / 7th / 224th pick / 2004"
"28",24,"Tebucky Jones",31,"ss",6,6,218,"6-2","Syracuse","10/6/1974","7",2,"New England Patriots / 1st / 22nd pick / 1998"
"29",42,"Norman LeJeune",25,"",5,0,207,"6-0","LSU","5/10/1980","Rook",0,"Philadelphia Eagles / 7th / 244th pick / 2003"
"30",29,"Sam Madison",31,"RCB",15,15,185,"5-11","Louisville","4/23/1974","8",6,"Miami Dolphins / 2nd / 44th pick / 1997"
"31",10,"Olindo Mare",32,"",16,0,190,"5-10","MacMurray,Syracuse","6/6/1973","8",3,""
"32",73,"Stockar McDougle",28,"rt",9,2,335,"6-6","Oklahoma","1/11/1977","5",1,"Detroit Lions / 1st / 20th pick / 2000"
"33",77,"Damion McIntosh",28,"LT",16,16,325,"6-4","Kansas St.","3/25/1977","5",8,"San Diego Chargers / 3rd / 83rd pick / 2000"
"34",68,"Seth McKinney",26,"C",13,13,305,"6-3","Texas A&M","6/12/1979","3",6,"Miami Dolphins / 3rd / 90th pick / 2002"
"35",81,"Randy McMichael",26,"TE",16,16,250,"6-3","Georgia","6/28/1979","3",5,"Miami Dolphins / 4th / 114th pick / 2002"
"36",28,"Travis Minor",26,"",16,0,205,"5-10","Florida St.","6/30/1979","4",0,"Miami Dolphins / 3rd / 85th pick / 2001"
"37",58,"Eddie Moore",25,"",5,0,230,"6-0","Tennessee","7/5/1980","1",0,"Miami Dolphins / 2nd / 49th pick / 2003"
"38",31,"Sammy Morris",28,"fb",16,2,220,"6-0","Texas Tech","3/23/1977","5",1,"Buffalo Bills / 5th / 156th pick / 2000"
"39",56,"Derrick Pope",23,"lb",12,2,232,"6-0","Alabama","5/4/1982","1",2,"Miami Dolphins / 7th / 222nd pick / 2004"
"40",50,"Nick Rogers",26,"",3,0,250,"6-2","Georgia Tech","5/31/1979","3",0,"Minnesota Vikings / 6th / 177th pick / 2002"
"41",18,"Sage Rosenfels",27,"qb",4,1,222,"6-4","Iowa St.","3/6/1978","3",1,"Washington Redskins / 4th / 109th pick / 2001"
"42",98,"Matt Roth",23,"",16,0,272,"6-4","Iowa","10/14/1982","Rook",2,"Miami Dolphins / 2nd / 46th pick / 2005"
"43",88,"Cliff Russell",26,"",2,0,193,"5-11","Utah","2/8/1979","2",0,"Washington Redskins / 3rd / 87th pick / 2002"
"44",30,"Lance Schulters",30,"FS",16,16,202,"6-2","Hofstra","5/27/1975","7",7,"San Francisco 49ers / 4th / 119th pick / 1998"
"45",55,"Junior Seau",36,"lb",7,5,250,"6-3","USC","1/19/1969","15",2,"San Diego Chargers / 1st / 5th pick / 1990"
"46",59,"Donnie Spragan",29,"LB",16,9,239,"6-3","Pacific,Stanford","7/12/1976","3",5,""
"47",99,"Jason Taylor*",31,"DE",16,16,255,"6-6","Akron","9/1/1974","8",12,"Miami Dolphins / 3rd / 73rd pick / 1997"
"48",20,"Kiwaukee Thomas",28,"",10,0,192,"5-11","Georgia Southern","6/19/1977","5",1,"Jacksonville Jaguars / 5th / 159th pick / 2000"
"49",54,"Zach Thomas*",32,"MLB",14,14,230,"5-11","Texas Tech","9/1/1973","9",12,"Miami Dolphins / 5th / 154th pick / 1996"
"50",26,"Travares Tillman",28,"SS",16,10,190,"6-1","Georgia Tech","10/8/1977","5",5,"Buffalo Bills / 2nd / 58th pick / 2000"
"51",57,"Lester Towns",28,"",4,0,252,"6-1","Washington","8/28/1977","5",1,"Carolina Panthers / 7th / 221st pick / 2000"
"52",94,"Keith Traylor",36,"NT",13,13,340,"6-2","Oklahoma,Central Oklahoma","9/3/1969","14",6,"Denver Broncos / 3rd / 61st pick / 1991"
"53",83,"Wes Welker",24,"wr",16,1,190,"5-9","Texas Tech","5/1/1981","1",4,""
"54",34,"Ricky Williams",28,"rb",12,3,226,"5-10","Texas","5/21/1977","6",6,"New Orleans Saints / 1st / 5th pick / 1999"
"55",75,"Manuel Wright",21,"",3,0,329,"6-6","USC","4/13/1984","Rook",0,"Miami Dolphins / 5th / 1st pick / 2005 Supp"
"56",90,"Jeff Zgonina",35,"nt",16,3,285,"6-2","Purdue","5/24/1970","12",3,"Pittsburgh Steelers / 7th / 185th pick / 1993"
"57",NA,"Team Total",27.2,"",16,NA,246.4,"6-1.8","","","4.2",NA,""
