"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",48,"Tom Beer",25,"",9,0,221,"6-1","Saginaw Valley St.,Wayne State (MI)","3/27/1969","Rook",0,"Detroit Lions / 7th / 215th pick / 1994"
"2",36,"Bennie Blades",28,"FS",16,16,221,"6-0","Miami (FL)","9/3/1966","6",6,"Detroit Lions / 1st / 3rd pick / 1988"
"3",96,"Shane Bonham",24,"dt",15,1,272,"6-2","Air Force,Tennessee","10/18/1970","Rook",1,"Detroit Lions / 3rd / 93rd pick / 1994"
"4",27,"Jocelyn Borgella",23,"",4,0,180,"5-10","Cincinnati","8/26/1971","Rook",0,"Detroit Lions / 6th / 183rd pick / 1994"
"5",66,"Shawn Bouwens",26,"LG",16,16,293,"6-5","Nebraska Wesleyan","5/25/1968","3",8,"New England Patriots / 9th / 226th pick / 1990"
"6",75,"Lomas Brown*",31,"LT",16,16,282,"6-4","Florida","3/30/1963","9",13,"Detroit Lions / 1st / 6th pick / 1985"
"7",81,"Anthony Carter",34,"wr",4,1,168,"5-11","Michigan","9/17/1960","9",1,"Miami Dolphins / 12th / 334th pick / 1983"
"8",32,"Willie Clay",24,"SS",16,16,193,"5-10","Georgia Tech","9/5/1970","2",6,"Detroit Lions / 8th / 221st pick / 1992"
"9",21,"Harry Colon",25,"",16,0,203,"6-0","Missouri","2/14/1969","3",1,"New England Patriots / 8th / 196th pick / 1991"
"10",77,"Mike Compton",24,"",2,0,310,"6-6","West Virginia","9/18/1970","1",0,"Detroit Lions / 3rd / 68th pick / 1993"
"11",76,"Scott Conover",26,"",11,0,276,"6-4","Purdue","9/27/1968","3",1,"Detroit Lions / 5th / 118th pick / 1991"
"12",53,"Kevin Glover",31,"C",16,16,278,"6-2","Maryland","6/17/1963","9",8,"Detroit Lions / 2nd / 34th pick / 1985"
"13",23,"Mel Gray*+",33,"KR",16,0,167,"5-9","Purdue","3/16/1961","8",3,"New Orleans Saints / 2nd / 42nd pick / 1984 Supp"
"14",89,"Ron Hall",30,"TE",13,10,245,"6-4","Cal Poly-Pomona,Hawaii","3/15/1964","7",1,"Tampa Bay Buccaneers / 4th / 87th pick / 1987"
"15",49,"Ty Hallock",23,"TE",15,10,252,"6-2","Michigan St.","4/30/1971","1",1,"Detroit Lions / 7th / 174th pick / 1993"
"16",4,"Jason Hanson",24,"K",16,0,182,"5-11","Washington St.","6/17/1970","2",2,"Detroit Lions / 2nd / 56th pick / 1992"
"17",99,"Tracy Hayworth",27,"lb",9,1,260,"6-3","Tennessee","12/18/1967","4",1,"Detroit Lions / 7th / 174th pick / 1990"
"18",82,"Rodney Holman",34,"te",15,7,238,"6-3","Tulane","4/20/1960","12",2,"Cincinnati Bengals / 3rd / 82nd pick / 1982"
"19",25,"Greg Jeffries",23,"db",16,1,195,"5-9","Virginia","10/16/1971","1",1,"Detroit Lions / 6th / 147th pick / 1993"
"20",59,"Mike Johnson",32,"RILB",16,16,230,"6-1","Virginia Tech","11/26/1962","8",7,"Cleveland Browns / 1st / 18th pick / 1984 Supp"
"21",57,"Victor Jones",28,"",16,0,250,"6-2","Virginia Tech","10/19/1966","6",1,"Tampa Bay Buccaneers / 12th / 310th pick / 1988"
"22",52,"Scott Kowalkowski",26,"",16,0,220,"6-2","Notre Dame","8/23/1968","3",1,"Philadelphia Eagles / 8th / 216th pick / 1991"
"23",17,"Dave Krieg",36,"qb",14,7,193,"6-1","Milton","10/20/1958","14",8,""
"24",55,"Antonio London",23,"",16,0,238,"6-2","Alabama","4/14/1971","1",1,"Detroit Lions / 3rd / 62nd pick / 1993"
"25",73,"Dave Lutz",35,"RT",16,16,305,"6-6","Georgia Tech","12/20/1959","11",8,"Kansas City Chiefs / 2nd / 34th pick / 1983"
"26",26,"Eric Lynch",24,"rb",12,3,224,"5-10","Grand Valley St.","5/16/1970","2",0,""
"27",24,"Milton Mack",31,"db",16,3,188,"5-11","Alcorn St.","9/20/1963","7",2,"New Orleans Saints / 5th / 123rd pick / 1987"
"28",39,"Van Malone",24,"",16,0,189,"5-11","Texas","7/1/1970","Rook",1,"Detroit Lions / 2nd / 57th pick / 1994"
"29",40,"Robert Massey",27,"RCB",16,15,200,"5-11","North Carolina Central","2/17/1967","5",6,"New Orleans Saints / 2nd / 46th pick / 1989"
"30",83,"Aubrey Matthews",32,"wr",14,3,165,"5-7","Delta St.","9/15/1962","8",4,""
"31",47,"Ryan McNeil",24,"LCB",14,13,210,"6-2","Miami (FL)","10/4/1970","1",5,"Detroit Lions / 2nd / 33rd pick / 1993"
"32",19,"Scott Mitchell",26,"QB",9,9,240,"6-6","Utah","1/2/1968","3",4,"Miami Dolphins / 4th / 93rd pick / 1990"
"33",9,"Greg Montgomery",30,"P",16,0,215,"6-4","Penn St.,Michigan St.","10/29/1964","6",3,"Houston Oilers / 3rd / 72nd pick / 1988"
"34",31,"Derrick Moore",27,"",16,0,229,"6-0","Troy,NE State (OK)","10/13/1967","1",1,"Atlanta Falcons / 8th / 216th pick / 1992"
"35",84,"Herman Moore*",25,"WR",16,16,210,"6-4","Virginia","10/20/1969","3",14,"Detroit Lions / 1st / 10th pick / 1991"
"36",87,"Johnnie Morton",23,"",14,0,190,"6-0","USC","10/7/1971","Rook",1,"Detroit Lions / 1st / 21st pick / 1994"
"37",90,"Dan Owens",27,"NT",16,8,280,"6-3","USC","3/16/1967","4",4,"Detroit Lions / 2nd / 35th pick / 1990"
"38",80,"Brett Perriman",29,"WR",16,14,180,"5-9","Miami (FL)","10/10/1965","6",10,"New Orleans Saints / 2nd / 52nd pick / 1988"
"39",91,"Robert Porcher",25,"LDE",15,15,266,"6-3","South Carolina St.","7/30/1969","2",6,"Detroit Lions / 1st / 26th pick / 1992"
"40",94,"Kelvin Pritchett",25,"RDE",16,15,322,"6-3","Mississippi","10/24/1969","3",6,"Dallas Cowboys / 1st / 20th pick / 1991"
"41",63,"Mark Rodenhauser",33,"",16,0,270,"6-5","Illinois St.","6/1/1961","7",1,""
"42",20,"Barry Sanders*+",26,"RB",16,16,203,"5-8","Oklahoma St.","7/16/1968","5",20,"Detroit Lions / 1st / 3rd pick / 1989"
"43",97,"Tracy Scroggins",25,"ROLB",16,9,273,"6-3","Tulsa","9/11/1969","2",4,"Detroit Lions / 2nd / 53rd pick / 1992"
"44",54,"Chris Spielman*",29,"LILB",16,16,247,"6-0","Ohio St.","10/11/1965","6",11,"Detroit Lions / 2nd / 29th pick / 1988"
"45",93,"Marc Spindler",25,"NT",9,8,290,"6-5","Pittsburgh","11/28/1969","4",3,"Detroit Lions / 3rd / 62nd pick / 1990"
"46",56,"Pat Swilling",30,"rolb",16,7,245,"6-3","Georgia Tech","10/25/1964","8",3,"New Orleans Saints / 3rd / 60th pick / 1986"
