"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr.","Cap.Hit"
"1",20,"Mackensie Alexander",23,"CB",13,0,190,"5-10","Clemson","11/12/1993","Rook",NA,"Minnesota Vikings / 2nd / 54th pick / 2016","$450,000"
"2",44,"Matt Asiata",29,"FB",14,5,229,"5-11","Utah","7/24/1987","4",NA,"","$760,000"
"3",55,"Anthony Barr",24,"OLB",14,14,255,"6-5","UCLA","3/18/1992","2",NA,"Minnesota Vikings / 1st / 9th pick / 2014","$1,578,500"
"4",64,"Willie Beavers",23,"OT",2,0,324,"6-5","West. Michigan","10/2/1993","Rook",NA,"Minnesota Vikings / 4th / 121st pick / 2016","$370,580"
"5",61,"Joe Berger",34,"T",12,12,303,"6-5","Michigan Tech","5/25/1982","11",NA,"Carolina Panthers / 6th / 207th pick / 2005","$985,000"
"6",76,"Alex Boone",29,"T",13,13,330,"6-7","Ohio St.","5/4/1987","6",NA,"","$1,600,000"
"7",8,"Sam Bradford",29,"QB",13,13,236,"6-4","Oklahoma","11/8/1987","6",NA,"St. Louis Rams / 1st / 1st pick / 2010","$7,000,000"
"8",5,"Teddy Bridgewater",24,"QB",NA,NA,214,"6-2","Louisville","11/10/1992","2",NA,"Minnesota Vikings / 1st / 32nd pick / 2014","$1,042,682"
"9",40,"Kentrell Brothers",23,"ILB",8,0,245,"6-1","Missouri","2/8/1993","Rook",NA,"Minnesota Vikings / 5th / 160th pick / 2016","$450,000"
"10",68,"T.J. Clemmings",25,"OT",13,12,307,"6-5","Pittsburgh","11/18/1991","1",NA,"Minnesota Vikings / 4th / 110th pick / 2015","$525,000"
"11",57,"Audie Cole",27,"ILB",14,0,246,"6-4","North Carolina St.","6/1/1989","4",NA,"Minnesota Vikings / 7th / 210th pick / 2012","$760,000"
"12",95,"Scott Crichton",25,"DE",NA,NA,273,"6-3","Oregon St.","10/30/1991","2",NA,"Minnesota Vikings / 3rd / 72nd pick / 2014","$633,750"
"13",14,"Stefon Diggs",23,"WR",12,10,195,"6-0","Maryland","11/29/1993","1",NA,"Minnesota Vikings / 5th / 146th pick / 2015","$525,000"
"14",90,"B.J. Dubose",24,"DE",NA,NA,266,"6-4","Louisville","1/19/1992","Rook",NA,"Minnesota Vikings / 6th / 193rd pick / 2015","$333,000"
"15",62,"Nick Easton",24,"C",9,3,303,"6-3","","6/16/1992","Rook",NA,"","$525,000"
"16",85,"Rhett Ellison",28,"FB",13,5,251,"6-5","USC","10/3/1988","4",NA,"Minnesota Vikings / 4th / 128th pick / 2012","$760,000"
