"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",32,"Ottis Anderson",29,"rb",4,3,220,"6-2","Miami (FL)","1/19/1957","7",2,"St. Louis Cardinals / 1st / 8th pick / 1979"
"2",17,"Evan Arapostathis",23,"",5,0,160,"5-9","Grossmont College (CA),East. Illinois","10/30/1963","Rook",0,""
"3",16,"Kent Austin",23,"",16,0,195,"6-1","Mississippi","6/25/1963","Rook",0,"St. Louis Cardinals / 12th / 312th pick / 1986"
"4",60,"Al Baker",30,"RDE",16,13,265,"6-6","Colorado St.","12/9/1956","8",6,"Detroit Lions / 2nd / 40th pick / 1978"
"5",52,"Charles Baker",29,"ROLB",16,16,226,"6-2","New Mexico","9/26/1957","6",7,"St. Louis Cardinals / 3rd / 81st pick / 1980"
"6",55,"Anthony Bell",22,"lb",16,1,235,"6-3","Michigan St.","7/2/1964","Rook",2,"St. Louis Cardinals / 1st / 5th pick / 1986"
"7",89,"Cap Boso",23,"",2,0,232,"6-4","Illinois","9/10/1963","Rook",0,"Pittsburgh Steelers / 8th / 207th pick / 1986"
"8",71,"Joe Bostic",29,"RG",13,13,265,"6-3","Clemson","4/20/1957","7",5,"St. Louis Cardinals / 3rd / 64th pick / 1979"
"9",62,"Ray Brown",24,"g",11,4,318,"6-5","Memphis,Arkansas St.","12/12/1962","Rook",2,"St. Louis Cardinals / 8th / 201st pick / 1986"
"10",41,"Carl Carter",22,"db",14,4,180,"5-11","Texas Tech","3/7/1964","Rook",3,"St. Louis Cardinals / 4th / 89th pick / 1986"
"11",14,"Greg Cater",29,"P",11,0,191,"6-0","Tenn-Chattanooga","4/17/1957","6",0,"Buffalo Bills / 10th / 259th pick / 1980"
"12",58,"Gene Chilton",22,"c",16,7,281,"6-3","Texas","3/27/1964","Rook",3,"St. Louis Cardinals / 3rd / 59th pick / 1986"
"13",64,"Randy Clark",29,"C",12,10,260,"6-3","Northern Illinois","7/27/1957","6",4,"Chicago Bears / 8th / 215th pick / 1980"
"14",79,"Bob Clasby",26,"LDE",16,10,260,"6-5","Notre Dame","9/28/1960","Rook",5,"Seattle Seahawks / 9th / 236th pick / 1983"
