"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",20,"Richie Anderson",26,"fb",16,3,230,"6-2","Penn St.","9/13/1971","4",2,"New York Jets / 6th / 144th pick / 1993"
"2",36,"Raymond Austin",23,"",16,0,190,"5-11","Tennessee","12/21/1974","Rook",1,"New York Jets / 5th / 145th pick / 1997"
"3",84,"Fred Baxter",26,"TE",16,9,268,"6-3","Auburn","6/14/1971","4",3,"New York Jets / 5th / 115th pick / 1993"
"4",88,"Kyle Brady",25,"TE",16,14,278,"6-6","Penn St.","1/14/1972","2",2,"New York Jets / 1st / 9th pick / 1995"
"5",44,"Corwin Brown",27,"",16,0,200,"6-1","Michigan","4/25/1970","4",1,"New England Patriots / 4th / 110th pick / 1993"
"6",85,"John Burke",26,"te",7,1,248,"6-3","Virginia Tech","9/7/1971","3",0,"New England Patriots / 4th / 121st pick / 1994"
"7",63,"Lamont Burns",23,"g",4,3,300,"6-4","East Carolina","3/16/1974","Rook",2,"New York Jets / 5th / 131st pick / 1997"
"8",53,"Chad Cascadden",25,"",15,0,235,"6-1","Wisconsin","5/14/1972","2",2,""
"9",80,"Wayne Chrebet",24,"wr",16,1,188,"5-10","Hofstra","8/14/1973","2",8,""
"10",7,"Chuck Clements",24,"",1,0,214,"6-3","Houston","9/29/1973","Rook",0,"New York Jets / 6th / 191st pick / 1997"
"11",42,"Marcus Coleman",23,"db",16,2,210,"6-2","Texas Tech","5/24/1974","1",2,"New York Jets / 5th / 133rd pick / 1996"
"12",64,"J.R. Conrad",23,"g",12,1,300,"6-4","Oklahoma","2/2/1974","Rook",1,"New England Patriots / 7th / 247th pick / 1996"
"13",78,"Terry Day",23,"",1,0,290,"6-4","Mississippi St.","9/18/1974","Rook",0,"New York Jets / 4th / 102nd pick / 1997"
"14",98,"Ronnie Dixon",26,"dt",5,3,301,"6-3","Cincinnati","5/10/1971","4",2,"New Orleans Saints / 6th / 165th pick / 1993"
"15",99,"Hugh Douglas",26,"RDE",15,15,281,"6-2","Central State (OH)","8/23/1971","2",8,"New York Jets / 1st / 16th pick / 1995"
"16",62,"Roger Duffy",30,"C",15,15,300,"6-3","Penn St.","7/16/1967","7",7,"New York Jets / 8th / 196th pick / 1990"
