"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",53,"Aric Anderson",22,"",3,0,220,"6-2","Millikin","4/9/1965","Rook",0,""
"2",59,"John Anderson",31,"LOLB",12,12,226,"6-3","Michigan","2/14/1956","9",8,"Green Bay Packers / 1st / 26th pick / 1978"
"3",72,"Todd Auer",22,"lb",3,2,230,"6-1","West. Illinois","1/18/1965","Rook",1,""
"4",72,"Warren Bone",23,"",1,0,260,"6-4","Texas Southern","11/4/1964","Rook",0,""
"5",61,"Jerry Boyarsky",28,"NT",12,8,290,"6-3","Pittsburgh","5/15/1959","6",5,"New Orleans Saints / 5th / 128th pick / 1981"
"6",17,"Don Bracken",25,"P",12,0,214,"6-1","Michigan","2/16/1962","2",2,""
"7",32,"Dave Brown",34,"RCB",12,12,190,"6-1","Michigan","1/16/1953","12",7,"Pittsburgh Steelers / 1st / 26th pick / 1975"
"8",93,"Robert Brown",27,"RDE",12,12,268,"6-2","Chowan,Virginia Tech","5/21/1960","5",8,"Green Bay Packers / 4th / 98th pick / 1982"
"9",79,"Ross Browner",33,"de",11,2,262,"6-3","Notre Dame","3/22/1954","9",2,"Cincinnati Bengals / 1st / 8th pick / 1978"
"10",73,"David Caldwell",22,"nt",3,3,261,"6-1","TCU","2/28/1965","Rook",2,""
"11",58,"Mark Cannon",25,"C",12,12,258,"6-3","Texas-Arlington","6/14/1962","3",5,"Green Bay Packers / 11th / 294th pick / 1984"
"12",76,"Alphonso Carreker",25,"LDE",12,12,268,"6-6","Florida St.","5/25/1962","3",7,"Green Bay Packers / 1st / 12th pick / 1984"
"13",30,"Paul Ott Carruth",26,"rb",12,5,220,"6-1","Alabama","7/22/1961","1",2,""
"14",69,"Bill Cherry",26,"",12,0,275,"6-4","Middle Tenn. St.","1/5/1961","1",1,""
"15",57,"Putt Choate",31,"lb",2,2,225,"6-0","SMU","12/11/1956","Rook",1,""
"16",33,"Jessie Clark",27,"FB",12,10,231,"6-0","Arkansas,Louisiana Tech","1/3/1960","4",2,"Green Bay Packers / 7th / 188th pick / 1983"
"17",64,"Steve Collier",24,"rt",10,6,342,"6-7","Illinois,Bethune-Cookman","4/19/1963","Rook",3,""
"18",41,"Chuck Compton",22,"",2,0,190,"5-10","Boise St.","1/13/1965","Rook",0,""
"19",20,"Kelly Cook",25,"",11,0,225,"5-11","Oklahoma St.","8/20/1962","Rook",0,""
"20",36,"Kenneth Davis",25,"RB",10,8,208,"5-10","TCU","4/16/1962","1",3,"Green Bay Packers / 2nd / 41st pick / 1986"
"21",10,"Al Del Greco",25,"",5,0,200,"5-10","Auburn","3/2/1962","3",0,""
"22",56,"Burnell Dent",24,"",9,0,236,"6-1","Tulane","3/16/1963","1",1,"Green Bay Packers / 6th / 143rd pick / 1986"
"23",99,"John Dorsey",27,"",12,0,240,"6-2","Connecticut","8/31/1960","3",1,"Green Bay Packers / 4th / 99th pick / 1984"
"24",71,"Jeff Drost",23,"",2,0,286,"6-5","Iowa","1/27/1964","Rook",0,"Green Bay Packers / 8th / 198th pick / 1987"
"25",27,"Tony Elliott",23,"",1,1,195,"5-10","Central Michigan","1/10/1964","Rook",0,""
"26",85,"Phil Epps",29,"WR",10,9,165,"5-10","TCU","11/11/1958","5",4,"Green Bay Packers / 12th / 321st pick / 1982"
"27",79,"Mike Estep",24,"",1,0,270,"6-4","Bowling Green","12/29/1963","Rook",0,""
"28",89,"Kevin Fitzgerald",23,"",1,0,235,"6-3","Wisc-Eau Claire","6/30/1964","Rook",0,""
"29",21,"Brent Fullwood",24,"KR",11,1,209,"5-11","Auburn","10/10/1963","Rook",2,"Green Bay Packers / 1st / 4th pick / 1987"
"30",5,"Willie Gillus",24,"",1,0,215,"6-4","Norfolk St.","9/1/1963","Rook",0,""
"31",23,"Tiger Greene",25,"db",11,1,194,"6-0","West. Carolina","2/15/1962","2",2,""
"32",69,"Bob Gruber",29,"",1,0,275,"6-5","Pittsburgh","6/7/1958","Rook",0,"Los Angeles Rams / 10th / 276th pick / 1980"
"33",89,"Joey Hackett",29,"",11,0,267,"6-5","Elon","9/29/1958","1",0,""
"34",65,"Ron Hallstrom",28,"RG",12,12,300,"6-6","Iowa Central,Iowa","6/11/1959","5",5,"Green Bay Packers / 1st / 22nd pick / 1982"
"35",82,"Derrick Harden",23,"",3,0,175,"6-1","East. New Mexico","4/21/1964","Rook",0,""
"36",20,"Jimmy Hargrove",30,"rb",2,2,228,"6-2","Wake Forest","11/13/1957","6",0,""
"37",97,"Tim Harris",23,"ROLB",12,12,260,"6-6","Memphis","9/10/1964","1",7,"Green Bay Packers / 4th / 84th pick / 1986"
"38",46,"Anthony Harrison",22,"db",3,3,195,"6-1","Georgia Tech","9/26/1965","Rook",2,""
"39",63,"Perry Hartnett",27,"g",1,1,278,"6-5","SMU","4/28/1960","5",0,"Chicago Bears / 5th / 116th pick / 1982"
"40",78,"Jim Hobbins",23,"g",3,3,275,"6-6","Minnesota","6/4/1964","Rook",1,""
"41",50,"Johnny Holland",22,"RILB",12,12,231,"6-2","Texas A&M","3/11/1965","Rook",7,"Green Bay Packers / 2nd / 41st pick / 1987"
"42",31,"Tony Hunter",24,"",1,0,215,"5-9","Minnesota","2/24/1963","Rook",0,""
"43",26,"Craig Jay",24,"te",3,2,257,"6-4","Mount Senario","2/5/1963","Rook",0,""
"44",38,"Norman Jefferson",23,"",12,0,183,"5-10","LSU","8/7/1964","Rook",1,"Green Bay Packers / 12th / 335th pick / 1987"
"45",54,"Greg Jensen",25,"",1,0,266,"6-3","none","1/23/1962","Rook",0,""
"46",90,"Ezra Johnson",32,"",6,0,250,"6-4","Morris Brown","10/2/1955","10",1,"Green Bay Packers / 1st / 28th pick / 1977"
"47",39,"Kenneth Johnson",24,"",12,0,185,"6-0","Mississippi St.","12/28/1963","Rook",1,""
"48",55,"Ken Jordan",23,"lb",3,1,235,"6-2","Tuskegee","4/29/1964","Rook",1,""
"49",40,"David King",24,"",3,0,176,"5-8","Auburn","5/19/1963","2",0,"San Diego Chargers / 10th / 264th pick / 1985"
"50",17,"Don King",23,"",1,0,200,"6-0","SMU","2/10/1964","Rook",0,""
"51",68,"Ed Konopasek",23,"t",3,3,289,"6-6","Ball St.","4/12/1964","Rook",2,""
"52",22,"Mark Lee",29,"LCB",12,12,187,"5-11","Washington","3/20/1958","7",6,"Green Bay Packers / 2nd / 34th pick / 1980"
"53",96,"Tony Leiker",23,"de",1,1,250,"6-5","Stanford","9/26/1964","Rook",1,"Green Bay Packers / 7th / 172nd pick / 1987"
"54",89,"Mark Lewis",26,"te",1,1,239,"6-2","Texas A&M","5/5/1961","2",0,"Green Bay Packers / 6th / 155th pick / 1985"
"55",94,"David Logan",31,"",2,0,250,"6-2","Pittsburgh","10/25/1956","8",0,"Tampa Bay Buccaneers / 12th / 307th pick / 1979"
"56",5,"Don Majkowski",23,"qb",7,5,197,"6-2","Virginia","2/25/1964","Rook",3,"Green Bay Packers / 10th / 255th pick / 1987"
"57",60,"Rydell Malancon",25,"lb",3,3,227,"6-2","LSU","1/10/1962","3",2,"Atlanta Falcons / 4th / 94th pick / 1984"
"58",44,"Chris Mandeville",22,"",4,0,213,"6-1","California-Davis","2/1/1965","Rook",0,""
"59",44,"Von Mansfield",27,"",3,0,185,"5-11","Wisconsin","7/12/1960","5",1,"Atlanta Falcons / 5th / 122nd pick / 1982"
"60",94,"Charles Martin",28,"nt",2,2,280,"6-4","West Alabama","8/31/1959","3",1,""
"61",94,"Stan Mataele",24,"",2,0,276,"6-2","Arizona","6/24/1963","Rook",0,"Tampa Bay Buccaneers / 8th / 197th pick / 1987"
"62",61,"John McGarry",24,"g",2,1,288,"6-5","St. Joseph's (IN)","11/24/1963","Rook",1,""
"63",77,"Sylvester McGrew",27,"de",3,2,257,"6-4","Tulane","2/27/1960","Rook",1,""
"64",52,"Jim Melka",25,"",1,0,235,"6-1","Wisconsin","1/15/1962","Rook",0,"Tampa Bay Buccaneers / 12th / 330th pick / 1985"
"65",62,"Jim Meyer",24,"",2,0,290,"6-5","Illinois St.","6/9/1963","Rook",0,"Cleveland Browns / 7th / 167th pick / 1986"
"66",97,"John Miller",27,"",1,0,218,"6-2","Mississippi St.","9/22/1960","Rook",0,""
"67",51,"Ron Monaco",24,"lb",2,1,225,"6-1","South Carolina","5/3/1963","1",1,""
"68",98,"Brent Moore",24,"",4,0,242,"6-5","USC","1/9/1963","Rook",0,"Green Bay Packers / 9th / 236th pick / 1986"
"69",57,"Rich Moran",25,"LG",12,12,276,"6-3","San Diego St.","3/19/1962","2",5,"Green Bay Packers / 3rd / 71st pick / 1985"
"70",47,"Jim Bob Morris",26,"db",11,2,211,"6-3","Kansas St.","5/17/1961","Rook",3,""
"71",43,"Larry Morris",25,"",2,0,207,"5-7","Syracuse","2/27/1962","Rook",0,""
"72",48,"Lee Morris",23,"wr",5,3,180,"5-11","Oklahoma","7/14/1964","Rook",2,""
"73",37,"Mark Murphy",29,"SS",12,12,200,"6-2","West Liberty St.","4/22/1958","7",7,""
"74",80,"Frankie Neal",22,"wr",12,3,202,"6-1","Florida,Fort Hays St.","10/1/1965","Rook",4,"Green Bay Packers / 3rd / 71st pick / 1987"
"75",72,"Tom Neville",26,"",12,0,300,"6-5","Weber St.,Fresno St.","9/4/1961","1",1,""
"76",91,"Brian Noble",25,"LILB",12,12,250,"6-3","Arizona St.","9/6/1962","2",8,"Green Bay Packers / 5th / 125th pick / 1985"
"77",39,"Freddie Parker",25,"",1,0,215,"5-10","Miss. Valley St.","7/6/1962","Rook",0,""
"78",82,"Keith Paskett",23,"",12,0,180,"5-11","West. Kentucky","12/7/1964","Rook",2,""
"79",56,"John Pointer",29,"lb",3,3,225,"6-2","Vanderbilt","1/16/1958","Rook",2,""
"80",50,"Vince Rafferty",26,"c",3,3,285,"6-4","Colorado","8/6/1961","Rook",1,""
"81",34,"Lou Rash",27,"db",3,3,180,"5-9","Miss. Valley St.","6/5/1960","3",1,""
"82",87,"Corn Redick",23,"",1,0,185,"5-11","Cal State-Fullerton","1/7/1964","Rook",0,"Philadelphia Eagles / 7th / 169th pick / 1986"
"83",13,"Bill Renner",28,"",3,0,198,"6-0","Virginia Tech","5/23/1959","1",0,""
"84",11,"Alan Risher",26,"qb",3,3,190,"6-2","LSU","5/6/1961","2",2,""
"85",77,"Tommy Robison",26,"",3,0,290,"6-4","Texas A&M","11/17/1961","Rook",0,"Cleveland Browns / 2nd / 50th pick / 1984 Supp"
"86",75,"Ken Ruettgers",25,"LT",12,12,295,"6-6","USC","8/20/1962","2",5,"Green Bay Packers / 1st / 7th pick / 1985"
"87",83,"Patrick Scott",23,"wr",8,3,170,"5-10","Grambling St.","9/13/1964","Rook",1,"Green Bay Packers / 11th / 282nd pick / 1987"
"88",67,"Travis Simpson",24,"",3,0,272,"6-3","Oklahoma","11/19/1963","Rook",0,""
"89",84,"Wes Smith",24,"",1,0,194,"5-11","Texas A&M-Commerce","6/24/1963","Rook",0,"St. Louis Cardinals / 10th / 255th pick / 1986"
"90",87,"Walter Stanley",25,"PR",12,12,180,"5-9","Colorado,Mesa","11/5/1962","2",6,"Green Bay Packers / 4th / 98th pick / 1985"
"91",54,"Scott Stephen",23,"",8,0,237,"6-2","Arizona St.","6/18/1964","Rook",1,"Green Bay Packers / 3rd / 69th pick / 1987"
