"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",56,"Colin Allred",26,"lb",12,2,238,"6-1","Baylor","4/15/1983","2",1,""
"2",NA,"Eugene Amano",27,"LG",16,15,315,"6-4","SE Missouri St.","3/1/1982","5",7,"Tennessee Titans / 7th / 239th pick / 2004"
"3",58,"Ken Amato",32,"",16,0,245,"6-2","Montana St.","5/18/1977","6",1,""
"4",99,"Eric Bakhtiari",25,"",3,0,258,"6-3","San Diego","12/2/1984","Rook",0,""
"5",98,"Dave Ball",28,"de",11,1,275,"6-6","UCLA","1/4/1981","5",1,"San Diego Chargers / 5th / 133rd pick / 2004"
"6",2,"Rob Bironas",31,"",16,0,205,"6-0","Georgia Southern,Auburn","1/29/1978","4",5,""
"7",18,"Kenny Britt",21,"wr",16,6,215,"6-3","Rutgers","9/19/1988","Rook",7,"Tennessee Titans / 1st / 30th pick / 2009"
"8",97,"Tony Brown",29,"RDT",15,15,283,"6-2","Memphis","9/29/1980","5",6,""
"9",53,"Keith Bulluck",32,"LB",14,14,235,"6-3","Syracuse","4/4/1977","9",7,"Tennessee Titans / 1st / 30th pick / 2000"
"10",5,"Kerry Collins",37,"qb",7,6,248,"6-5","Penn St.","12/30/1972","14",2,"Carolina Panthers / 1st / 5th pick / 1995"
"11",89,"Jared Cook",22,"",14,0,235,"6-4","South Carolina","4/7/1987","Rook",1,"Tennessee Titans / 3rd / 89th pick / 2009"
"12",83,"Alge Crumpler",32,"TE",16,14,262,"6-2","North Carolina","12/23/1977","8",2,"Atlanta Falcons / 2nd / 35th pick / 2001"
"13",NA,"Dominique Edison",23,"",5,0,200,"6-3","S.F. Austin","7/16/1986","Rook",0,"Tennessee Titans / 6th / 206th pick / 2009"
"14",31,"Cortland Finnegan",25,"rcb",13,13,177,"5-9","Samford","2/2/1984","3",5,"Tennessee Titans / 7th / 215th pick / 2006"
"15",78,"Jacob Ford",26,"",15,0,249,"6-4","Central Arkansas","7/20/1983","1",2,"Tennessee Titans / 6th / 204th pick / 2007"
"16",22,"Vincent Fuller",27,"db",13,1,189,"6-1","Virginia Tech","8/3/1982","4",2,"Tennessee Titans / 4th / 108th pick / 2005"
"17",12,"Justin Gage",28,"WR",12,10,208,"6-4","Missouri","1/24/1981","6",4,"Chicago Bears / 5th / 143rd pick / 2003"
"18",33,"Michael Griffin",24,"FS",16,15,202,"6-0","Texas","1/4/1985","2",5,"Tennessee Titans / 1st / 19th pick / 2007"
"19",45,"Ahmard Hall",30,"fb",16,7,235,"5-11","Texas","11/13/1979","3",1,""
"20",20,"Nick Harper",35,"cb",11,11,182,"5-10","Fort Valley St.","9/10/1974","8",3,""
"21",NA,"Leroy Harris",25,"lg",15,2,298,"6-2","North Carolina St.","6/6/1984","2",2,"Tennessee Titans / 4th / 115th pick / 2007"
"22",87,"Lavelle Hawkins",23,"",10,0,187,"5-11","California","7/12/1986","1",1,"Tennessee Titans / 4th / 126th pick / 2008"
"23",75,"Jovan Haye",27,"LDT",15,15,284,"6-2","Vanderbilt","6/21/1982","4",5,"Carolina Panthers / 6th / 189th pick / 2005"
"24",95,"William Hayes",24,"DE",16,11,258,"6-2","Winston-Salem St.","5/2/1985","1",5,"Tennessee Titans / 4th / 103rd pick / 2008"
"25",27,"Chris Henry",24,"",2,0,230,"6-2","Arizona","6/6/1985","2",0,"Tennessee Titans / 2nd / 50th pick / 2007"
"26",15,"Craig Hentrich",38,"",2,0,213,"6-3","Notre Dame","5/18/1971","15",0,"New York Jets / 8th / 200th pick / 1993"
"27",3,"Reggie Hodges",27,"",4,0,226,"6-0","Ball St.","1/26/1982","4",0,"St. Louis Rams / 6th / 210th pick / 2005"
"28",37,"Roderick Hood",28,"lcb",6,4,196,"5-11","Auburn","10/3/1981","6",2,""
"29",24,"Chris Hope",29,"SS",16,16,206,"5-11","Florida St.","9/29/1980","7",5,"Pittsburgh Steelers / 3rd / 94th pick / 2002"
"30",28,"Chris Johnson*+",24,"RB",16,16,195,"5-11","East Carolina","9/23/1985","1",19,"Tennessee Titans / 1st / 24th pick / 2008"
"31",91,"Jason Jones",23,"",7,0,272,"6-5","East. Michigan","5/23/1986","1",1,"Tennessee Titans / 2nd / 54th pick / 2008"
"32",84,"Mark Jones",29,"",3,0,185,"5-9","Tennessee","11/3/1980","5",0,"Tampa Bay Buccaneers / 7th / 206th pick / 2004"
"33",26,"Kevin Kaesviharn",33,"",13,0,194,"6-1","Augustana (SD)","8/29/1976","8",1,""
"34",90,"Jevon Kearse",33,"de",6,4,265,"6-4","Florida","9/3/1976","10",2,"Tennessee Titans / 1st / 16th pick / 1999"
"35",59,"Stanford Keglar",24,"",12,0,239,"6-2","Purdue","7/4/1985","1",1,"Tennessee Titans / 4th / 134th pick / 2008"
"36",1,"Brett Kern",23,"",10,0,201,"6-3","Toledo","2/17/1986","1",1,""
"37",NA,"Troy Kropog",23,"",1,0,316,"6-5","Tulane","7/31/1986","Rook",0,"Tennessee Titans / 4th / 135th pick / 2009"
"38",94,"Sen'Derrick Marks",22,"",9,0,300,"6-1","Auburn","2/23/1987","Rook",1,"Tennessee Titans / 2nd / 62nd pick / 2009"
"39",68,"Kevin Mawae*",38,"C",16,16,289,"6-4","LSU","1/23/1971","15",9,"Seattle Seahawks / 2nd / 36th pick / 1994"
"40",30,"Jason McCourty",22,"rcb",15,3,183,"6-0","Rutgers","8/13/1987","Rook",1,"Tennessee Titans / 6th / 203rd pick / 2009"
"41",51,"Gerald McRath",23,"lb",16,5,220,"6-2","Southern Miss","6/16/1986","Rook",3,"Tennessee Titans / 4th / 130th pick / 2009"
"42",29,"Ryan Mouton",23,"db",14,2,180,"5-9","Hawaii","9/23/1986","Rook",2,"Tennessee Titans / 3rd / 94th pick / 2009"
"43",23,"Donnie Nickey",29,"fs",16,1,215,"6-3","Ohio St.","4/25/1980","6",1,"Tennessee Titans / 5th / 154th pick / 2003"
"44",NA,"Michael Otto",26,"",14,0,308,"6-5","Purdue","7/24/1983","1",1,"Tennessee Titans / 7th / 223rd pick / 2007"
"45",35,"Alvin Pearman",27,"",5,0,208,"5-9","Virginia","8/10/1982","4",0,"Jacksonville Jaguars / 4th / 127th pick / 2005"
"46",21,"Javon Ringer",22,"",7,0,200,"5-9","Michigan St.","2/2/1987","Rook",0,"Tennessee Titans / 5th / 173rd pick / 2009"
"47",71,"Michael Roos",27,"LT",16,16,320,"6-7","East. Washington","10/5/1982","4",11,"Tennessee Titans / 2nd / 41st pick / 2005"
"48",80,"Bo Scaife",28,"TE",14,10,249,"6-3","Texas","1/6/1981","4",4,"Tennessee Titans / 6th / 179th pick / 2005"
