"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",93,"Ray Agnew",30,"",15,0,285,"6-3","North Carolina St.","12/9/1967","7",2,"New England Patriots / 1st / 10th pick / 1990"
"2",86,"Kevin Alexander",22,"WR",14,8,185,"5-9","Utah St.","1/23/1975","1",3,""
"3",98,"Jessie Armstead*+",27,"LLB",16,16,237,"6-1","Miami (FL)","10/26/1970","4",17,"New York Giants / 8th / 207th pick / 1993"
"4",21,"Tiki Barber",22,"rb",12,6,200,"5-10","Virginia","4/7/1975","Rook",6,"New York Giants / 2nd / 36th pick / 1997"
"5",78,"Greg Bishop",26,"LG",16,16,305,"6-5","Pacific","5/2/1971","4",7,"New York Giants / 4th / 93rd pick / 1993"
"6",77,"Chad Bratzke",26,"RDE",10,10,270,"6-5","East. Kentucky","9/15/1971","3",6,"New York Giants / 5th / 155th pick / 1994"
"7",17,"Dave Brown",27,"qb",7,6,230,"6-5","Duke","2/25/1970","5",3,"New York Giants / 1st / 1st pick / 1992 Supp"
"8",55,"Marcus Buckley",26,"lb",12,3,240,"6-3","Texas A&M","2/3/1971","4",2,"New York Giants / 3rd / 66th pick / 1993"
"9",80,"Chris Calloway",29,"WR",16,16,188,"5-10","Michigan","3/29/1968","7",8,"Pittsburgh Steelers / 4th / 97th pick / 1990"
"10",18,"Mike Cherry",24,"",1,0,226,"6-3","Arkansas,Murray St.","12/15/1973","Rook",0,"New York Giants / 6th / 171st pick / 1997"
"11",58,"Doug Colman",24,"",14,0,250,"6-2","Nebraska","6/4/1973","1",1,"New York Giants / 6th / 171st pick / 1996"
"12",87,"Howard Cross",30,"TE",16,16,270,"6-5","Alabama","8/8/1967","8",1,"New York Giants / 6th / 158th pick / 1989"
"13",3,"Brad Daluiso",30,"K",16,0,180,"6-1","San Diego St.,UCLA","12/31/1967","6",2,""
"14",95,"Antonio Edwards",27,"",3,0,271,"6-3","Valdosta St.","3/10/1970","4",0,"Seattle Seahawks / 8th / 204th pick / 1993"
"15",43,"Percy Ellsworth",23,"db",16,1,225,"6-2","Virginia","10/19/1974","1",3,""
"16",69,"Derek Engler",23,"c",5,5,300,"6-5","Wisconsin","7/11/1974","Rook",2,""
"17",52,"Scott Galyon",23,"",16,0,238,"6-2","Tennessee","3/23/1974","1",2,"New York Giants / 6th / 182nd pick / 1996"
"18",20,"Sam Garnes",23,"SS",16,15,225,"6-3","Cincinnati","7/12/1974","Rook",7,"New York Giants / 5th / 136th pick / 1997"
"19",74,"Scott Gragg",25,"RT",16,16,315,"6-8","Montana","2/28/1972","2",7,"New York Giants / 2nd / 54th pick / 1995"
"20",41,"Conrad Hamilton",23,"",14,0,195,"5-10","East. New Mexico","11/5/1974","1",1,"New York Giants / 7th / 214th pick / 1996"
"21",75,"Keith Hamilton",26,"RDT",16,16,295,"6-6","Pittsburgh","5/25/1971","5",10,"New York Giants / 4th / 99th pick / 1992"
"22",27,"Rodney Hampton",28,"",2,0,221,"5-11","Georgia","4/3/1969","7",1,"New York Giants / 1st / 24th pick / 1990"
"23",97,"Robert Harris",28,"LDT",16,16,295,"6-4","Southern","6/13/1969","5",9,"Minnesota Vikings / 2nd / 39th pick / 1992"
"24",88,"Ike Hilliard",21,"wr",2,2,210,"5-11","Florida","4/5/1976","Rook",0,"New York Giants / 1st / 7th pick / 1997"
"25",79,"Bernard Holsey",24,"dt",16,4,286,"6-2","Duke","12/10/1973","1",3,""
"26",94,"Cedric Jones",23,"de",9,2,275,"6-4","Oklahoma","4/30/1974","1",2,"New York Giants / 1st / 5th pick / 1996"
"27",13,"Danny Kanell",24,"QB",16,10,218,"6-3","Florida St.","11/21/1973","1",5,"New York Giants / 4th / 130th pick / 1996"
"28",37,"Eric Lane",23,"",15,0,240,"6-2","Tennessee","3/17/1974","Rook",0,""
"29",81,"Thomas Lewis",25,"wr",4,2,191,"6-1","Indiana","1/10/1972","3",1,"New York Giants / 1st / 24th pick / 1994"
