"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",76,"Ethan Albright",27,"",16,0,283,"6-5","North Carolina","5/1/1971","3",1,""
"2",96,"Dan Brandenburg",25,"lb",16,1,240,"6-2","Indiana St.","2/16/1973","1",1,"Buffalo Bills / 7th / 237th pick / 1996"
"3",79,"Ruben Brown*",26,"LG",13,13,300,"6-3","Pittsburgh","2/13/1972","3",11,"Buffalo Bills / 1st / 14th pick / 1995"
"4",2,"Steve Christie",31,"K",16,0,195,"6-0","William & Mary","11/13/1967","8",3,""
"5",63,"Bill Conaty",25,"c",15,1,306,"6-2","Virginia Tech","3/8/1973","1",2,""
"6",56,"Sam Cowart",23,"RILB",16,11,245,"6-2","Florida St.","2/26/1975","Rook",5,"Buffalo Bills / 2nd / 39th pick / 1998"
"7",51,"Joe Cummings",24,"lb",9,2,242,"6-2","Wyoming","6/8/1974","2",1,""
"8",88,"Quinn Early",33,"wr",16,2,190,"6-0","Iowa","4/13/1965","10",2,"San Diego Chargers / 3rd / 60th pick / 1988"
"9",70,"John Fina",29,"LT",14,14,300,"6-5","Arizona","3/11/1969","6",8,"Buffalo Bills / 1st / 27th pick / 1992"
"10",7,"Doug Flutie*",36,"QB",13,10,180,"5-10","Boston Col.","10/23/1962","12",13,"Los Angeles Rams / 11th / 285th pick / 1985"
"11",5,"Cole Ford",26,"",1,0,210,"6-2","USC","12/31/1972","3",0,"Pittsburgh Steelers / 7th / 247th pick / 1995"
"12",33,"Sam Gash*",29,"FB",16,13,242,"6-0","Penn St.","3/7/1969","6",2,"New England Patriots / 8th / 205th pick / 1992"
"13",25,"Donovan Greer",24,"db",11,2,178,"5-9","Texas A&M","9/11/1974","1",1,""
"14",90,"Phil Hansen",30,"LDE",15,15,278,"6-5","North Dakota St.","5/20/1968","7",8,"Buffalo Bills / 2nd / 54th pick / 1991"
"15",77,"Robert Hicks",24,"t",9,2,338,"6-7","Mississippi St.","11/17/1974","Rook",2,"Buffalo Bills / 3rd / 68th pick / 1998"
"16",38,"Ray Hill",23,"",4,0,182,"6-0","Michigan St.","8/7/1975","Rook",0,""
