"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",76,"Branden Albert",25,"LT",14,14,315,"6-7","Virginia","11/4/1984","1",5,"Kansas City Chiefs / 1st / 15th pick / 2008"
"2",NA,"Andy Alleman",26,"rg",9,3,310,"6-4","Akron","11/20/1983","1",2,"New Orleans Saints / 3rd / 88th pick / 2007"
"3",26,"Jackie Battle",26,"",5,0,238,"6-2","Houston","10/1/1983","2",0,""
"4",52,"Monty Beisel",31,"",3,0,254,"6-3","Kansas St.","8/20/1978","8",0,"Kansas City Chiefs / 4th / 107th pick / 2001"
"5",59,"Jovan Belcher",22,"rilb",16,3,228,"6-2","Maine","7/24/1987","Rook",3,""
"6",82,"Dwayne Bowe",25,"WR",11,9,221,"6-2","LSU","9/21/1984","2",4,"Kansas City Chiefs / 1st / 23rd pick / 2007"
"7",83,"Mark Bradley",27,"wr",13,6,201,"6-1","Oklahoma","1/29/1982","4",3,"Chicago Bears / 2nd / 39th pick / 2005"
"8",30,"Mike Brown",31,"SS",16,16,212,"5-10","Nebraska","2/13/1978","9",7,"Chicago Bears / 2nd / 39th pick / 2000"
"9",39,"Brandon Carr",23,"RCB",16,16,207,"6-0","Grand Valley St.","5/19/1986","1",6,"Kansas City Chiefs / 5th / 140th pick / 2008"
"10",7,"Matt Cassel",27,"QB",15,15,230,"6-5","USC","5/17/1982","4",7,"New England Patriots / 7th / 230th pick / 2005"
"11",46,"Tim Castille",25,"",7,0,242,"5-11","Alabama","5/29/1984","1",1,""
"12",89,"Chris Chambers",31,"WR",9,9,210,"5-11","Wisconsin","8/12/1978","8",4,"Miami Dolphins / 2nd / 52nd pick / 2001"
"13",25,"Jamaal Charles",23,"RB",15,10,199,"5-11","Texas","12/27/1986","1",9,"Kansas City Chiefs / 3rd / 73rd pick / 2008"
"14",23,"Ricardo Colclough",27,"",1,0,186,"5-11","Tusculum","4/18/1982","5",0,"Pittsburgh Steelers / 2nd / 38th pick / 2004"
"15",2,"Dustin Colquitt",27,"",16,0,211,"6-2","Tennessee","5/6/1982","4",3,"Kansas City Chiefs / 3rd / 99th pick / 2005"
"16",10,"Terrance Copper",27,"wr",15,2,204,"6-0","East Carolina","3/12/1982","5",1,""
"17",87,"Brad Cottam",25,"te",8,1,271,"6-8","Tennessee","11/28/1984","1",1,"Kansas City Chiefs / 3rd / 76th pick / 2008"
"18",42,"Mike Cox",24,"FB",16,10,259,"6-0","Georgia Tech","7/11/1985","1",1,""
"19",12,"Brodie Croyle",26,"qb",3,1,205,"6-2","Alabama","2/6/1983","3",1,"Kansas City Chiefs / 3rd / 85th pick / 2006"
"20",34,"Travis Daniels",27,"cb",9,2,194,"6-1","LSU","9/8/1982","4",1,"Miami Dolphins / 4th / 104th pick / 2005"
"21",72,"Glenn Dorsey",24,"DE",15,14,316,"6-2","LSU","8/1/1985","1",7,"Kansas City Chiefs / 1st / 5th pick / 2008"
"22",95,"Ron Edwards",30,"NT",16,14,320,"6-3","Texas A&M","7/12/1979","8",6,"Buffalo Bills / 3rd / 76th pick / 2001"
"23",84,"Bobby Engram",36,"",5,0,188,"5-10","Penn St.","1/7/1973","13",0,"Chicago Bears / 2nd / 52nd pick / 1996"
"24",24,"Brandon Flowers",23,"LCB",15,15,190,"5-10","Virginia Tech","2/18/1986","1",7,"Kansas City Chiefs / 2nd / 35th pick / 2008"
"25",43,"Thomas Gafford",26,"",16,0,252,"6-2","Houston","1/29/1983","1",1,""
"26",70,"Dion Gales",24,"",3,0,259,"6-5","Troy","8/17/1985","Rook",0,""
"27",92,"Wallace Gilberry",25,"",16,0,267,"6-3","Alabama","12/5/1984","1",2,""
"28",79,"Mike Goff",33,"rg",8,7,306,"6-5","Iowa","1/6/1976","11",3,"Cincinnati Bengals / 3rd / 78th pick / 1998"
"29",15,"Matt Gutierrez",25,"",1,0,235,"6-4","Idaho St.","6/9/1984","2",0,""
"30",91,"Tamba Hali",26,"ROLB",16,16,265,"6-2","Penn St.","11/3/1983","3",7,"Kansas City Chiefs / 1st / 20th pick / 2006"
"31",52,"David Herron",25,"",10,0,248,"6-1","Michigan St.","6/17/1984","2",1,""
"32",94,"Tyson Jackson",23,"DE",16,14,295,"6-4","LSU","6/6/1986","Rook",6,"Kansas City Chiefs / 1st / 3rd pick / 2009"
"33",56,"Derrick Johnson",27,"lilb",15,3,242,"6-3","Texas","11/22/1982","4",4,"Kansas City Chiefs / 1st / 15th pick / 2005"
"34",27,"Larry Johnson",30,"rb",7,7,228,"6-1","Penn St.","11/19/1979","6",3,"Kansas City Chiefs / 1st / 27th pick / 2003"
"35",14,"Quinten Lawrence",25,"wr",6,1,175,"6-1","McNeese St.","9/21/1984","Rook",0,"Kansas City Chiefs / 6th / 175th pick / 2009"
"36",31,"Maurice Leggett",23,"lcb",10,1,188,"5-11","Valdosta St.","10/2/1986","1",1,""
"37",NA,"Derek Lokey",24,"",2,0,287,"6-1","Texas","11/25/1985","1",0,""
"38",17,"Lance Long",24,"wr",7,1,186,"5-11","Mississippi St.","5/4/1985","1",1,""
"39",71,"Alex Magee",22,"de",15,1,295,"6-2","Purdue","4/28/1987","Rook",1,"Kansas City Chiefs / 3rd / 67th pick / 2009"
"40",51,"Corey Mays",26,"RILB",16,13,245,"6-1","Notre Dame","11/27/1983","3",6,""
"41",47,"Jon McGraw",30,"FS",14,9,206,"6-3","Kansas St.","4/2/1979","7",4,"New York Jets / 2nd / 57th pick / 2002"
"42",38,"DaJuan Morgan",24,"fs",13,2,200,"6-1","North Carolina St.","10/21/1985","1",2,"Kansas City Chiefs / 3rd / 82nd pick / 2008"
"43",NA,"Ikechuku Ndukwe",27,"rt",12,3,338,"6-4","Northwestern","7/17/1982","3",2,""
