"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr.","Cap.Hit"
"1",93,"Tyson Alualu",28,"DT",16,14,295,"6-3","California","5/12/1987","5",6,"Jacksonville Jaguars / 1st / 10th pick / 2010","$3,000,000"
"2",19,"Bryan Anger",27,"",16,0,208,"6-3","California","10/6/1988","3",3,"Jacksonville Jaguars / 3rd / 70th pick / 2012","$875,480"
"3",57,"Thurston Armbrister",23,"lb",16,3,235,"6-3","Miami (FL)","12/25/1992","Rook",2,"","$439,166"
"4",62,"Richard Ash",23,"",1,0,314,"6-3","Michigan; Western Michigan","8/4/1992","Rook",0,"",""
"5",29,"Joe Banyard",27,"",5,0,213,"5-11","Texas-El Paso","11/12/1988","3",0,"",""
"6",54,"Joplo Bartu",25,"",3,0,230,"6-2","Texas St.","10/3/1990","2",0,"",""
"7",68,"Zane Beadles",29,"LG",16,16,310,"6-4","Utah","11/19/1986","5",7,"Denver Broncos / 2nd / 45th pick / 2010","$5,000,000"
"8",96,"Michael Bennett",22,"",13,0,288,"6-2","Ohio St.","2/24/1993","Rook",1,"Jacksonville Jaguars / 6th / 180th pick / 2015","$469,674"
"9",5,"Blake Bortles",23,"QB",16,16,232,"6-5","Central Florida","4/28/1992","1",14,"Jacksonville Jaguars / 1st / 3rd pick / 2014","$4,694,275"
"10",70,"Luke Bowanko",24,"",5,0,293,"6-5","Virginia","6/13/1991","1",0,"Jacksonville Jaguars / 6th / 205th pick / 2014","$533,513"
"11",90,"Andre Branch",26,"lb",13,10,260,"6-4","Clemson","7/14/1989","3",5,"Jacksonville Jaguars / 2nd / 38th pick / 2012","$1,619,525"
"12",38,"Sergio Brown",27,"fs",15,4,210,"6-2","Notre Dame","5/22/1988","5",2,"","$2,500,000"
"13",60,"A.J. Cann",24,"RG",14,13,311,"6-3","South Carolina","10/3/1991","Rook",6,"Jacksonville Jaguars / 3rd / 67th pick / 2015","$635,399"
"14",91,"Chris Clemons",34,"de",16,7,234,"6-3","Georgia","10/30/1981","11",4,"","$5,000,000"
"15",22,"Aaron Colvin",24,"RCB",16,15,177,"5-11","Oklahoma","10/2/1991","1",5,"Jacksonville Jaguars / 4th / 114th pick / 2014","$548,288"
"16",37,"Jonathan Cyprien",25,"SS",14,14,217,"6-0","Florida International","7/29/1990","2",5,"Jacksonville Jaguars / 2nd / 33rd pick / 2013","$1,491,574"
"17",59,"Ryan Davis",26,"",14,0,260,"6-2","Bethune-Cookman","2/24/1989","3",1,"","$585,000"
"18",26,"Josh Evans",24,"FS",16,11,207,"6-1","Florida","6/5/1991","2",4,"Jacksonville Jaguars / 6th / 169th pick / 2013","$617,205"
"19",21,"Toby Gerhart",28,"rb",7,1,234,"6-0","Stanford","3/28/1987","5",0,"Minnesota Vikings / 2nd / 51st pick / 2010","$3,000,000"
"20",33,"Corey Grant",24,"",6,0,205,"5-11","Auburn","12/19/1991","Rook",0,"","$436,666"
"21",27,"Dwayne Gratz",25,"cb",12,4,201,"5-11","Connecticut","3/8/1990","2",2,"Jacksonville Jaguars / 3rd / 64th pick / 2013","$849,394"
"22",34,"Jonas Gray",25,"",2,0,223,"5-9","Notre Dame","6/27/1990","3",0,"",""
"23",13,"Rashad Greene",23,"",9,0,180,"6-0","Florida St.","9/23/1992","Rook",2,"Jacksonville Jaguars / 5th / 139th pick / 2015","$495,953"
"24",86,"Clay Harbor",28,"te",15,2,252,"6-3","SW Missouri St.","7/2/1987","5",1,"Philadelphia Eagles / 4th / 125th pick / 2010","$1,500,000"
"25",31,"Davon House",26,"LCB",16,16,188,"6-0","New Mexico St.","7/10/1989","4",6,"Green Bay Packers / 4th / 131st pick / 2011","$6,500,000"
"26",88,"Allen Hurns",24,"WR",15,14,195,"6-3","Miami (FL)","11/12/1991","1",8,"","$511,666"
"27",85,"Nic Jacobs",24,"te",11,3,269,"6-5","McNeese St.","10/13/1991","1",0,"","$510,000"
"28",76,"Luke Joeckel",24,"LT",14,14,306,"6-6","Texas A&M","11/6/1991","2",8,"Jacksonville Jaguars / 1st / 2nd pick / 2013","$5,782,254"
"29",52,"James-Michael Johnson",26,"",2,0,241,"6-1","Nevada","8/20/1989","3",0,"Cleveland Browns / 4th / 120th pick / 2012",""
"30",95,"Abry Jones",24,"",15,0,313,"6-3","Georgia","9/8/1991","2",1,"","$585,834"
"31",11,"Marqise Lee",24,"wr",10,1,192,"6-0","USC","11/25/1991","1",2,"Jacksonville Jaguars / 2nd / 39th pick / 2014","$1,175,914"
"32",89,"Marcedes Lewis",31,"TE",16,16,255,"6-6","UCLA","5/19/1984","9",2,"Jacksonville Jaguars / 1st / 28th pick / 2006","$3,850,000"
"33",65,"Brandon Linder",23,"rg",3,3,311,"6-6","Miami (FL)","1/25/1992","1",1,"Jacksonville Jaguars / 3rd / 93rd pick / 2014","$655,400"
"34",20,"Craig Loston",26,"",6,0,217,"6-1","LSU","12/21/1989","1",0,"",""
"35",53,"John Lotulelei",24,"",4,0,233,"6-0","UNLV","12/4/1991","2",0,"","$585,000"
"36",99,"Sen'Derrick Marks",28,"dt",4,2,300,"6-1","Auburn","2/23/1987","6",1,"Tennessee Titans / 2nd / 62nd pick / 2009","$5,425,000"
"37",41,"Nick Marshall",23,"cb",13,1,205,"6-2","Auburn","6/30/1992","Rook",1,"","$436,666"
"38",35,"Demetrius McCray",24,"cb",14,3,194,"6-2","Appalachian St.","5/11/1991","2",2,"Jacksonville Jaguars / 7th / 210th pick / 2013","$601,741"
"39",97,"Roy Miller",28,"DT",16,15,301,"6-1","Texas","7/9/1987","6",6,"Tampa Bay Buccaneers / 3rd / 81st pick / 2009","$3,850,000"
"40",2,"Jason Myers",24,"",16,0,180,"5-10","Marist","5/12/1991","Rook",2,"","$435,000"
"41",75,"Jared Odrick",28,"DE",16,16,301,"6-5","Penn St.","12/31/1987","5",7,"Miami Dolphins / 1st / 28th pick / 2010","$9,000,000"
"42",78,"Jermey Parnell",29,"RT",15,15,245,"6-8","Mississippi","7/20/1986","4",8,"","$8,000,000"
"43",30,"Bernard Pierce",24,"",7,0,215,"6-0","Temple","5/10/1991","3",0,"Baltimore Ravens / 3rd / 84th pick / 2012","$660,000"
"44",51,"Paul Posluszny",31,"MLB",14,14,238,"6-2","Penn St.","10/10/1984","8",7,"Buffalo Bills / 2nd / 34th pick / 2007","$6,885,416"
"45",52,"Hayes Pullard",NA,"lb",8,2,236,"6-0","USC","","Rook",1,"Cleveland Browns / 7th / 219th pick / 2015",""
"46",52,"LaRoy Reynolds",25,"",2,0,243,"6-1","Virginia","11/3/1990","2",0,"","$585,834"
