"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",88,"Scotty Anderson",23,"wr",16,4,191,"6-2","Grambling St.","11/24/1979","1",3,"Detroit Lions / 5th / 148th pick / 2001"
"2",76,"Jeff Backus",25,"LT",16,16,305,"6-5","Michigan","9/21/1977","1",6,"Detroit Lions / 1st / 18th pick / 2001"
"3",89,"Bradford Banta",32,"",16,0,253,"6-6","USC","12/14/1970","8",0,"Indianapolis Colts / 4th / 106th pick / 1994"
"4",79,"Eric Beverly",28,"lg",15,3,300,"6-3","Miami (OH)","3/28/1974","4",2,""
"5",65,"Kerlin Blaise",28,"rt",2,2,315,"6-5","Miami (FL)","12/25/1974","3",1,""
"6",61,"Ray Brown",40,"RG",16,16,318,"6-5","Memphis,Arkansas St.","12/12/1962","16",6,"St. Louis Cardinals / 8th / 201st pick / 1986"
"7",39,"Lamar Campbell",26,"fs",9,2,182,"5-11","Wisconsin","8/29/1976","4",1,""
"8",29,"Chris Cash",22,"LCB",16,12,185,"5-10","USC","7/13/1980","Rook",5,"Detroit Lions / 6th / 175th pick / 2002"
"9",31,"Aveion Cason",23,"rb",10,3,204,"5-10","Illinois St.","7/12/1979","1",3,""
"10",50,"Chris Claiborne",24,"MLB",16,15,259,"6-3","USC","7/26/1978","3",7,"Detroit Lions / 1st / 9th pick / 1999"
"11",23,"Rafael Cooper",27,"",5,0,205,"5-11","Minnesota,Louisville","1/8/1975","Rook",0,""
"12",82,"Germane Crowell",26,"wr",10,5,213,"6-3","Virginia","9/13/1976","4",2,"Detroit Lions / 2nd / 50th pick / 1998"
"13",55,"Donte Curry",24,"LB",16,10,233,"6-1","Morris Brown","7/22/1978","1",5,""
"14",26,"Eric Davis",34,"fs",13,7,185,"5-11","Jacksonville St.","1/26/1968","12",3,"San Francisco 49ers / 2nd / 53rd pick / 1990"
"15",95,"Jared DeVries",26,"",10,0,272,"6-4","Iowa","6/11/1976","3",1,"Detroit Lions / 3rd / 70th pick / 1999"
"16",18,"Eddie Drummond",22,"",9,0,185,"5-9","Penn St.","4/12/1980","Rook",1,""
"17",98,"Kalimba Edwards",23,"de",16,4,264,"6-5","South Carolina","12/26/1979","Rook",3,"Detroit Lions / 2nd / 35th pick / 2002"
"18",94,"Luther Elliss",29,"LDT",14,14,318,"6-5","Utah","3/22/1973","7",5,"Detroit Lions / 1st / 20th pick / 1995"
"19",87,"Larry Foster",26,"",13,0,195,"5-10","LSU","11/7/1976","2",1,""
