"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",97,"Lorenzo Alexander",28,"",16,0,300,"6-1","California","5/31/1983","4",1,""
"2",88,"David Anderson",28,"",4,0,195,"5-10","Colorado St.","7/28/1983","5",1,"Houston Texans / 7th / 251st pick / 2006"
"3",13,"Anthony Armstrong",28,"wr",14,2,175,"5-11","West Texas A&M","3/29/1983","1",1,""
"4",20,"O.J. Atogwe",30,"FS",13,8,203,"5-11","Stanford","6/23/1981","6",4,"St. Louis Rams / 3rd / 66th pick / 2005"
"5",18,"Terrence Austin",23,"",13,0,175,"5-11","UCLA","8/25/1988","1",1,"Washington Redskins / 7th / 219th pick / 2010"
"6",93,"Kentwan Balmer",25,"",3,0,298,"6-5","North Carolina","10/15/1986","3",0,"San Francisco 49ers / 1st / 29th pick / 2008"
"7",16,"Brandon Banks",24,"",16,0,150,"5-7","Kansas St.","12/21/1987","1",0,""
"8",22,"Kevin Barnes",25,"de",15,1,180,"6-0","Maryland","9/15/1986","2",2,"Washington Redskins / 3rd / 80th pick / 2009"
"9",12,"John Beck",30,"qb",4,3,215,"6-2","BYU","8/21/1981","4",2,"Miami Dolphins / 2nd / 40th pick / 2007"
"10",72,"Stephen Bowen",27,"DE",16,16,300,"6-5","Hofstra","3/28/1984","5",7,""
"11",77,"Jammal Brown",30,"RT",12,12,313,"6-6","Oklahoma","3/30/1981","6",6,"New Orleans Saints / 1st / 13th pick / 2005"
"12",31,"Phillip Buchanon",31,"",1,0,185,"5-10","Miami (FL)","9/19/1980","9",0,"Oakland Raiders / 1st / 17th pick / 2002"
"13",86,"Dominique Byrd",27,"",2,0,255,"6-2","USC","2/7/1984","5",0,"St. Louis Rams / 3rd / 93rd pick / 2006"
"14",94,"Adam Carriker",27,"DE",16,15,296,"6-6","Nebraska","5/6/1984","4",6,"St. Louis Rams / 1st / 13th pick / 2007"
"15",66,"Chris Chester",28,"RG",16,16,300,"6-3","Oklahoma","1/12/1983","5",7,"Baltimore Ravens / 2nd / 56th pick / 2006"
"16",40,"Tashard Choice",27,"",1,0,210,"5-9","Oklahoma,Georgia Tech","11/20/1984","3",0,"Dallas Cowboys / 4th / 122nd pick / 2008"
"17",96,"Barry Cofield",27,"NT",16,16,305,"6-3","Northwestern","3/19/1984","5",7,"New York Giants / 4th / 124th pick / 2006"
"18",58,"Erik Cook",24,"c",6,2,320,"6-6","New Mexico","7/5/1987","Rook",1,""
"19",47,"Chris Cooley",29,"te",5,5,252,"6-3","Utah St.","7/11/1982","7",0,"Washington Redskins / 3rd / 81st pick / 2004"
"20",83,"Fred Davis",25,"TE",12,12,250,"6-3","USC","1/15/1986","3",6,"Washington Redskins / 2nd / 48th pick / 2008"
"21",37,"Reed Doughty",29,"ss",16,11,208,"6-1","Northern Colorado","11/4/1982","5",4,"Washington Redskins / 6th / 173rd pick / 2006"
"22",59,"London Fletcher*",36,"MLB",16,16,245,"5-10","John Carroll","5/19/1975","13",12,""
"23",51,"Keyaron Fox",29,"",13,0,220,"6-3","Georgia Tech","1/24/1982","7",1,"Kansas City Chiefs / 3rd / 93rd pick / 2004"
"24",10,"Jabar Gaffney",31,"WR",16,15,205,"6-1","Florida","12/1/1980","9",7,"Houston Texans / 2nd / 33rd pick / 2002"
"25",4,"Graham Gano",24,"",16,0,192,"6-0","Florida St.","4/9/1987","2",1,""
"26",64,"Kedric Golston",28,"",9,0,301,"6-4","Georgia","5/30/1983","5",0,"Washington Redskins / 6th / 196th pick / 2006"
"27",24,"DeJon Gomes",22,"fs",15,5,208,"6-0","Nebraska","11/17/1989","Rook",2,"Washington Redskins / 5th / 146th pick / 2011"
"28",8,"Rex Grossman",31,"QB",13,13,222,"6-1","Florida","8/23/1980","8",6,"Chicago Bears / 1st / 22nd pick / 2003"
"29",23,"DeAngelo Hall",28,"LCB",16,16,197,"5-10","Virginia Tech","11/19/1983","7",6,"Atlanta Falcons / 1st / 8th pick / 2004"
"30",85,"Leonard Hankerson",22,"wr",4,2,205,"6-1","Miami (FL)","1/30/1989","Rook",1,"Washington Redskins / 3rd / 79th pick / 2011"
"31",26,"Roy Helu",23,"rb",15,5,216,"6-0","Nebraska","12/7/1988","Rook",6,"Washington Redskins / 4th / 105th pick / 2011"
"32",25,"Tim Hightower",25,"rb",5,5,226,"6-0","Richmond","5/23/1986","3",2,"Arizona Cardinals / 5th / 149th pick / 2008"
"33",79,"Maurice Hurt",24,"LG",8,8,319,"6-3","Florida","9/8/1987","Rook",4,"Washington Redskins / 7th / 217th pick / 2011"
"34",50,"Rob Jackson",26,"",16,0,259,"6-4","Kansas St.","11/3/1985","3",1,"Washington Redskins / 7th / 242nd pick / 2008"
"35",53,"Ryan Kerrigan",23,"LOLB",16,16,255,"6-3","Purdue","8/16/1988","Rook",7,"Washington Redskins / 1st / 16th pick / 2011"
"36",30,"LaRon Landry",27,"SS",8,8,214,"6-1","LSU","10/14/1984","4",3,"Washington Redskins / 1st / 6th pick / 2007"
"37",78,"Kory Lichtensteiger",26,"lg",5,5,296,"6-3","Bowling Green","3/22/1985","3",2,"Denver Broncos / 4th / 108th pick / 2008"
"38",74,"Sean Locklear",30,"lt",8,4,301,"6-4","North Carolina St.","5/29/1981","7",3,"Seattle Seahawks / 3rd / 84th pick / 2004"
"39",52,"Rocky McIntosh",29,"LB",15,8,235,"6-2","Miami (FL)","11/15/1982","5",4,"Washington Redskins / 2nd / 35th pick / 2006"
"40",63,"Will Montgomery",28,"C",16,16,300,"6-3","Virginia Tech","2/13/1983","5",7,"Carolina Panthers / 7th / 234th pick / 2006"
"41",89,"Santana Moss",32,"WR",12,12,185,"5-10","Miami (FL)","6/1/1979","10",4,"New York Jets / 1st / 16th pick / 2001"
"42",87,"Rob Myers",25,"",1,0,290,"6-4","Utah St.","4/9/1986","2",0,""
"43",66,"Chris Neild",24,"",16,0,313,"6-2","West Virginia","12/1/1987","Rook",1,"Washington Redskins / 7th / 253rd pick / 2011"
"44",98,"Brian Orakpo",25,"ROLB",16,16,255,"6-3","Texas","7/31/1986","2",7,"Washington Redskins / 1st / 13th pick / 2009"
"45",84,"Niles Paul",22,"wr",13,2,225,"6-1","Nebraska","8/9/1989","Rook",0,"Washington Redskins / 5th / 155th pick / 2011"
"46",82,"Logan Paulsen",24,"te",16,6,264,"6-5","UCLA","2/26/1987","1",1,""
"47",74,"Tyler Polumbus",26,"rt",5,4,302,"6-7","Colorado","4/10/1985","3",2,""
"48",80,"Richard Quinn",25,"",1,0,260,"6-3","North Carolina","9/6/1986","2",0,"Denver Broncos / 2nd / 64th pick / 2009"
"49",56,"Perry Riley",23,"LB",16,8,238,"6-1","LSU","5/3/1988","1",4,"Washington Redskins / 4th / 103rd pick / 2010"
"50",6,"Saverio Rocca",38,"",16,0,265,"6-5","none","11/20/1973","4",2,""
"51",35,"Evan Royster",24,"rb",6,2,218,"6-0","Penn St.","11/26/1987","Rook",2,"Washington Redskins / 6th / 177th pick / 2011"
"52",72,"Darrion Scott",30,"",7,0,289,"6-3","Ohio St.","10/25/1981","7",0,"Minnesota Vikings / 3rd / 88th pick / 2004"
"53",45,"Mike Sellers",36,"",12,0,260,"6-3","Walla Walla CC (WA)","7/21/1975","13",0,""
"54",69,"Willie Smith",25,"lt",4,3,290,"6-6","East Carolina","11/13/1986","Rook",1,""
"55",18,"Donte' Stallworth",31,"",11,0,197,"6-0","Tennessee","11/10/1980","9",2,"New Orleans Saints / 1st / 13th pick / 2002"
"56",57,"Nick Sundberg",24,"",16,0,245,"6-0","California","7/29/1987","1",1,""
"57",32,"Brandyn Thompson",22,"",6,0,189,"5-9","Boise St.","10/30/1989","Rook",1,"Washington Redskins / 7th / 213th pick / 2011"
"58",46,"Ryan Torain",25,"rb",8,4,213,"6-0","Arizona St.","8/10/1986","3",1,"Denver Broncos / 5th / 139th pick / 2008"
"59",34,"Byron Westbrook",26,"",15,0,194,"5-10","Salisbury","12/26/1985","2",1,""
"60",55,"Markus White",24,"",2,0,266,"6-3","Florida St.","11/25/1987","Rook",0,"Washington Redskins / 7th / 224th pick / 2011"
"61",71,"Trent Williams",23,"LT",10,10,315,"6-5","Oklahoma","7/19/1988","1",5,"Washington Redskins / 1st / 4th pick / 2010"
"62",26,"Josh Wilson",26,"RCB",16,16,189,"5-9","Maryland","3/11/1985","4",6,"Seattle Seahawks / 2nd / 55th pick / 2007"
"63",36,"Darrel Young",24,"FB",13,8,248,"5-11","Villanova","4/8/1987","1",1,""
"64",NA,"Team Total",26.8,"",16,NA,244.6,"6-1.6","","","3.7",NA,""
