"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",37,"Johnson Bademosi",22,"",16,0,200,"6-0","Stanford","7/23/1990","Rook",1,""
"2",80,"Travis Benjamin",23,"wr",14,3,172,"5-10","Miami (FL)","12/29/1989","Rook",3,"Cleveland Browns / 4th / 100th pick / 2012"
"3",24,"Sheldon Brown",33,"RCB",15,14,196,"5-10","South Carolina","3/19/1979","10",7,"Philadelphia Eagles / 2nd / 59th pick / 2002"
"4",84,"Jordan Cameron",24,"te",14,6,244,"6-5","USC","8/7/1988","1",2,"Cleveland Browns / 4th / 102nd pick / 2011"
"5",94,"Tank Carder",23,"lb",15,1,236,"6-2","TCU","1/18/1989","Rook",1,"Buffalo Bills / 5th / 147th pick / 2012"
"6",88,"Josh Cooper",23,"",6,0,190,"5-10","Oklahoma St.","1/8/1989","Rook",1,""
"7",75,"Oniel Cousins",28,"",14,0,315,"6-4","Texas-El Paso","6/28/1984","1",0,"Baltimore Ravens / 3rd / 99th pick / 2008"
"8",16,"Josh Cribbs*",29,"wr",16,2,192,"6-1","Kent St.","6/9/1983","7",1,""
"9",91,"Hall Davis",25,"",2,0,262,"6-6","","3/2/1987","Rook",0,""
"10",4,"Phil Dawson*",37,"",16,0,195,"5-11","Texas","1/23/1975","13",5,""
"11",58,"L.J. Fort",22,"lb",16,1,230,"6-0","Northern Iowa","1/3/1990","Rook",2,""
"12",99,"Scott Fujita",33,"lb",4,3,247,"6-5","California","4/28/1979","10",2,"Kansas City Chiefs / 5th / 143rd pick / 2002"
"13",39,"Tashaun Gipson",22,"fs",10,3,206,"5-11","Wyoming","8/7/1990","Rook",2,""
"14",13,"Josh Gordon",21,"WR",16,13,220,"6-4","Utah,Baylor","4/13/1991","Rook",6,"Cleveland Browns / 2nd / 1st pick / 2012 Supp"
"15",77,"John Greco",27,"LG",14,10,320,"6-5","Toledo","3/24/1985","4",5,"St. Louis Rams / 3rd / 65th pick / 2008"
"16",23,"Joe Haden",23,"LCB",11,11,190,"5-11","Florida","4/14/1989","2",5,"Cleveland Browns / 1st / 7th pick / 2010"
"17",27,"Eric Hagg",23,"fs",12,4,206,"6-1","Nebraska","9/15/1989","1",2,"Cleveland Browns / 7th / 248th pick / 2011"
"18",20,"Montario Hardesty",25,"rb",13,1,205,"5-11","Tennessee","2/1/1987","1",2,"Cleveland Browns / 2nd / 59th pick / 2010"
"19",2,"Reggie Hodges",30,"",16,0,226,"6-0","Ball St.","1/26/1982","7",1,"St. Louis Rams / 6th / 210th pick / 2005"
"20",93,"John Hughes",24,"dt",16,2,304,"6-2","Cincinnati","4/27/1988","Rook",3,"Cleveland Browns / 3rd / 87th pick / 2012"
"21",29,"Brandon Jackson",27,"",2,0,210,"5-11","Nebraska","10/2/1985","5",0,"Green Bay Packers / 2nd / 63rd pick / 2007"
"22",52,"D'Qwell Jackson",29,"MLB",16,16,230,"6-0","Maryland","9/26/1983","6",10,"Cleveland Browns / 2nd / 34th pick / 2006"
"23",50,"James-Michael Johnson",23,"LB",10,8,241,"6-1","Nevada","8/20/1989","Rook",4,"Cleveland Browns / 4th / 120th pick / 2012"
"24",8,"Josh Johnson",26,"",1,0,198,"6-3","San Diego","5/15/1986","4",0,"Tampa Bay Buccaneers / 5th / 160th pick / 2008"
"25",67,"Ishmaa'ily Kitchen",24,"",15,0,334,"6-1","Kent St.","6/24/1988","Rook",0,""
"26",66,"Shawn Lauvao",25,"RG",16,16,301,"6-3","Arizona St.","10/26/1987","2",7,"Cleveland Browns / 3rd / 92nd pick / 2010"
"27",9,"Thaddeus Lewis",25,"qb",1,1,200,"6-0","Duke","11/19/1987","1",1,""
"28",15,"Greg Little",23,"WR",16,16,215,"6-2","North Carolina","5/30/1989","1",5,"Cleveland Browns / 2nd / 59th pick / 2011"
"29",55,"Alex Mack",27,"C",16,16,312,"6-4","California","11/19/1985","3",7,"Cleveland Browns / 1st / 21st pick / 2009"
"30",56,"Kaluka Maiava",25,"LB",16,13,226,"5-11","USC","3/22/1987","3",6,"Cleveland Browns / 4th / 104th pick / 2009"
"31",48,"Owen Marecic",24,"fb",10,2,246,"6-0","Stanford","10/4/1988","1",0,"Cleveland Browns / 4th / 124th pick / 2011"
"32",11,"Mohamed Massaquoi",26,"wr",9,5,210,"6-1","Georgia","11/24/1986","3",2,"Cleveland Browns / 2nd / 50th pick / 2009"
"33",12,"Colt McCoy",26,"",3,0,209,"6-2","Texas","9/5/1986","2",0,"Cleveland Browns / 3rd / 85th pick / 2010"
"34",31,"Prince Miller",24,"",2,0,198,"5-8","Georgia","1/14/1988","2",0,""
"35",60,"Ryan Miller",23,"",8,0,321,"6-7","Colorado","7/6/1989","Rook",0,"Cleveland Browns / 5th / 160th pick / 2012"
