"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",66,"Bennie Anderson",27,"RG",16,12,345,"6-5","Tennessee St.","2/17/1977","3",4,""
"2",28,"Gary Baxter",26,"RCB",16,16,204,"6-2","Baylor","11/24/1978","3",6,"Baltimore Ravens / 2nd / 62nd pick / 2001"
"3",7,"Kyle Boller",23,"QB",16,16,220,"6-3","California","6/17/1981","1",7,"Baltimore Ravens / 1st / 19th pick / 2003"
"4",77,"Ethan Brooks",32,"lt",14,7,330,"6-6","Williams","4/27/1972","8",3,"Atlanta Falcons / 7th / 229th pick / 1996"
"5",90,"Cornell Brown",29,"",13,0,240,"6-0","Virginia Tech","3/15/1975","7",1,"Baltimore Ravens / 6th / 194th pick / 1997"
"6",78,"Orlando Brown",34,"RT",14,13,360,"6-7","Central State (OH),South Carolina St.","12/12/1970","10",4,""
"7",72,"Damion Cook",25,"",9,0,335,"6-5","Bethune-Cookman","4/16/1979","2",0,""
"8",81,"Devard Darling",22,"",3,0,213,"6-1","Florida St.,Washington St.","4/16/1982","Rook",0,"Baltimore Ravens / 3rd / 82nd pick / 2004"
"9",47,"Will Demps",25,"FS",16,16,205,"6-0","San Diego St.","11/7/1979","2",7,""
"10",87,"Darnell Dinkins",27,"te",10,4,255,"6-3","Pittsburgh","1/20/1977","2",1,""
"11",94,"Marques Douglas",27,"DE",16,15,286,"6-2","Howard","3/15/1977","4",9,""
"12",93,"Dwan Edwards",23,"",4,0,315,"6-3","Oregon St.","5/16/1981","Rook",0,"Baltimore Ravens / 2nd / 51st pick / 2004"
"13",62,"Mike Flynn",30,"rg",9,5,305,"6-3","Maine","6/15/1974","6",2,""
"14",91,"Aubrayo Franklin",24,"",6,0,320,"6-1","Tennessee","8/27/1980","1",1,"Baltimore Ravens / 5th / 146th pick / 2003"
"15",24,"Corey Fuller",33,"lcb",14,2,220,"5-10","Florida St.","5/1/1971","9",1,"Minnesota Vikings / 2nd / 55th pick / 1995"
"16",54,"Roderick Green",22,"",9,0,250,"6-2","Central Missouri St.","4/26/1982","Rook",1,"Baltimore Ravens / 5th / 153rd pick / 2004"
