"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",31,"Maurice Alexander",23,"",9,0,220,"6-1","Utah St.","2/16/1991","Rook",1,"St. Louis Rams / 4th / 110th pick / 2014"
"2",50,"Ray-Ray Armstrong",23,"",4,0,227,"6-3","Miami (FL)","3/5/1991","1",0,""
"3",11,"Tavon Austin",23,"WR",15,8,174,"5-9","West Virginia","3/15/1991","1",4,"St. Louis Rams / 1st / 8th pick / 2013"
"4",12,"Stedman Bailey",24,"wr",14,3,193,"5-10","West Virginia","11/11/1990","1",4,"St. Louis Rams / 3rd / 92nd pick / 2013"
"5",72,"Joe Barksdale",25,"RT",16,16,313,"6-5","LSU","1/4/1989","3",7,"Oakland Raiders / 3rd / 92nd pick / 2011"
"6",61,"Tim Barnes",26,"",14,0,297,"6-4","Missouri","5/14/1988","3",1,""
"7",26,"Mark Barron",25,"lb",9,2,213,"6-1","Alabama","10/27/1989","2",1,"Tampa Bay Buccaneers / 1st / 7th pick / 2012"
"8",53,"Daren Bates",24,"",14,0,212,"5-11","Auburn","11/27/1990","1",1,""
"9",82,"Alex Bayer",24,"",6,0,257,"6-4","Bowling Green","11/8/1990","Rook",0,""
"10",81,"Kenny Britt",26,"WR",16,13,215,"6-3","Rutgers","9/19/1988","5",6,"Tennessee Titans / 1st / 30th pick / 2009"
"11",90,"Michael Brockers",24,"RDT",16,16,322,"6-5","LSU","12/21/1990","2",8,"St. Louis Rams / 1st / 14th pick / 2012"
"12",92,"Alex Carrington",27,"",8,0,284,"6-5","Arkansas St.","6/19/1987","4",1,"Buffalo Bills / 3rd / 72nd pick / 2010"
"13",89,"Jared Cook",27,"te",16,6,235,"6-4","South Carolina","4/7/1987","5",5,"Tennessee Titans / 3rd / 89th pick / 2009"
"14",36,"Benny Cunningham",24,"rb",16,2,210,"5-10","Middle Tenessee","7/7/1990","1",4,""
"15",9,"Austin Davis",25,"QB",10,8,221,"6-2","Southern Miss","6/2/1989","2",5,""
"16",38,"Cody Davis",25,"",15,0,202,"6-2","Texas Tech","6/6/1989","1",1,""
