"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr.","Cap.Hit"
"1",34,"Dion Bailey",23,"ss",5,1,201,"6-0","USC","3/2/1992","1",1,"",""
"2",99,"T.J. Barnes",25,"",6,0,364,"6-7","Georgia Tech","6/14/1990","2",1,"","$510,000"
"3",40,"Tommy Bohanon",25,"fb",16,4,246,"6-1","Wake Forest","9/10/1990","2",0,"New York Jets / 7th / 215th pick / 2013","$600,562"
"4",72,"Stephen Bowen",31,"de",15,1,300,"6-5","Hofstra","3/28/1984","9",2,"","$665,000"
"5",8,"Randy Bullock",26,"",8,0,205,"5-9","Texas A&M","12/16/1989","3",1,"Houston Texans / 5th / 161st pick / 2012",""
"6",77,"James Carpenter",26,"LG",16,16,313,"6-4","Alabama","3/22/1989","4",7,"Seattle Seahawks / 1st / 25th pick / 2011","$2,375,000"
"7",53,"Mike Catapano",25,"",3,0,270,"6-4","Princeton","8/17/1990","2",0,"Kansas City Chiefs / 7th / 207th pick / 2013","$112,200"
"8",66,"Willie Colon",32,"rg",6,6,320,"6-3","Hofstra","4/9/1983","9",3,"Pittsburgh Steelers / 4th / 131st pick / 2006","$665,000"
"9",98,"Quinton Coples",25,"lb",10,2,284,"6-6","North Carolina","6/22/1990","3",2,"New York Jets / 1st / 16th pick / 2012","$2,800,889"
"10",31,"Antonio Cromartie",31,"CB",15,15,210,"6-2","Florida St.","4/15/1984","9",6,"San Diego Chargers / 1st / 19th pick / 2006","$7,000,000"
"11",85,"Jeff Cumberland",28,"te",15,6,249,"6-4","Illinois","5/2/1987","5",1,"","$1,900,000"
"12",56,"Demario Davis",26,"LB",16,16,235,"6-2","Arkansas St.","1/11/1989","3",9,"New York Jets / 3rd / 77th pick / 2012","$1,686,490"
"13",47,"Kellen Davis",30,"te",16,9,259,"6-6","Michigan St.","10/11/1985","7",0,"Chicago Bears / 5th / 158th pick / 2008","$625,000"
"14",87,"Eric Decker",28,"WR",15,13,206,"6-3","Minnesota","3/15/1987","5",9,"Denver Broncos / 3rd / 87th pick / 2010","$6,500,000"
"15",78,"Leger Douzable",29,"de",16,2,305,"6-4","Central Florida","5/31/1986","6",2,"","$1,200,000"
"16",70,"Dakota Dozier",24,"",4,0,313,"6-4","Furman","4/30/1991","1",0,"New York Jets / 4th / 137th pick / 2014","$585,146"
"17",81,"Quincy Enunwa",23,"wr",12,6,225,"6-2","Nebraska","5/31/1992","1",3,"New York Jets / 6th / 209th pick / 2014","$435,000"
"18",60,"D'Brickashaw Ferguson",32,"LT",16,16,295,"6-5","Virginia","12/10/1983","9",9,"New York Jets / 1st / 4th pick / 2006","$11,698,666"
"19",14,"Ryan Fitzpatrick",33,"QB",16,16,221,"6-2","Harvard","11/24/1982","10",13,"St. Louis Rams / 7th / 250th pick / 2005","$3,250,000"
"20",2,"Nick Folk",31,"",8,0,211,"6-2","Arizona","11/5/1984","8",1,"Dallas Cowboys / 6th / 178th pick / 2007","$1,463,333"
"21",68,"Breno Giacomini",30,"RT",16,16,304,"6-7","Louisville","9/27/1985","7",9,"Green Bay Packers / 5th / 150th pick / 2008","$5,125,000"
"22",21,"Marcus Gilchrist",27,"FS",16,16,193,"5-10","Clemson","12/8/1988","4",7,"San Diego Chargers / 2nd / 50th pick / 2011","$3,125,000"
"23",52,"David Harris",31,"LB",16,16,243,"6-2","Michigan","1/21/1984","8",9,"New York Jets / 2nd / 47th pick / 2007","$7,500,000"
"24",94,"Damon Harrison",27,"NT",16,16,350,"6-4","William Penn","11/29/1988","3",9,"","$2,356,000"
"25",58,"Erin Henderson",29,"",16,0,242,"6-3","Maryland","7/1/1986","7",2,"","$585,000"
"26",33,"Chris Ivory*",27,"RB",15,14,222,"6-0","Washington St.,Tiffin","3/22/1988","5",9,"","$2,750,000"
"27",37,"Jaiquawn Jarrett",26,"",4,0,196,"6-0","Temple","9/21/1989","4",0,"Philadelphia Eagles / 2nd / 54th pick / 2011","$1,542,000"
"28",76,"Wesley Johnson",24,"c",10,1,297,"6-5","Vanderbilt","1/9/1991","1",1,"Pittsburgh Steelers / 5th / 173rd pick / 2014","$112,200"
"29",11,"Jeremy Kerley",27,"wr",16,1,188,"5-9","TCU","11/8/1988","4",1,"New York Jets / 5th / 153rd pick / 2011","$2,600,000"
"30",54,"Jamari Lattimore",27,"",15,0,232,"6-2","Dodge City CC; Middle Tennessee State","10/6/1988","4",1,"","$665,000"
"31",74,"Nick Mangold*",31,"C",15,15,295,"6-3","Ohio St.","1/13/1984","9",9,"New York Jets / 1st / 29th pick / 2006","$10,407,100"
"32",15,"Brandon Marshall*",31,"WR",16,16,229,"6-4","Central Florida","3/23/1984","9",13,"Denver Broncos / 4th / 119th pick / 2006","$9,000,000"
"33",42,"Ronald Martin",NA,"",8,0,220,"6-2","","0/0/0","Rook",1,"","$435,000"
"34",55,"Lorenzo Mauldin",23,"lb",15,1,256,"6-4","Louisville","10/1/1992","Rook",2,"New York Jets / 3rd / 82nd pick / 2015","$603,504"
"35",23,"Dexter McDougle",24,"",14,0,196,"5-10","Maryland","4/8/1991","1",1,"New York Jets / 3rd / 80th pick / 2014","$674,719"
"36",45,"Rontez Miles",27,"ss",9,1,203,"6-0","California (PA)","11/25/1988","2",1,"","$112,200"
"37",27,"Dee Milliner",24,"",5,0,201,"6-0","Alabama","9/14/1991","2",0,"New York Jets / 1st / 9th pick / 2013","$3,453,010"
"38",17,"Chris Owusu",25,"wr",3,2,195,"6-0","Stanford","1/6/1990","3",1,"","$660,000"
"39",97,"Calvin Pace",35,"LB",16,13,262,"6-4","Wake Forest","10/28/1980","12",7,"Arizona Cardinals / 1st / 18th pick / 2003","$2,250,000"
