"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",98,"Jessie Armstead*",30,"LB",16,16,237,"6-1","Miami (FL)","10/26/1970","7",14,"New York Giants / 8th / 207th pick / 1993"
"2",21,"Tiki Barber",25,"RB",16,12,200,"5-10","Virginia","4/7/1975","3",14,"New York Giants / 2nd / 36th pick / 1997"
"3",58,"Micheal Barrow",30,"MLB",15,15,245,"6-2","Miami (FL)","4/19/1970","7",8,"Houston Oilers / 2nd / 47th pick / 1993"
"4",76,"Lomas Brown",37,"LT",16,16,282,"6-4","Florida","3/30/1963","15",9,"Detroit Lions / 1st / 6th pick / 1985"
"5",22,"Ralph Brown",22,"",2,0,185,"5-10","Nebraska","9/16/1978","Rook",0,"New York Giants / 5th / 140th pick / 2000"
"6",89,"Dan Campbell",24,"te",16,5,263,"6-5","Texas A&M","4/13/1976","1",0,"New York Giants / 3rd / 79th pick / 1999"
"7",5,"Kerry Collins",28,"QB",16,16,248,"6-5","Penn St.","12/30/1972","5",12,"Carolina Panthers / 1st / 5th pick / 1995"
"8",34,"Greg Comella",25,"FB",16,12,248,"6-1","Stanford","7/29/1975","2",3,""
"9",87,"Howard Cross",33,"TE",16,11,270,"6-5","Alabama","8/8/1967","11",0,"New York Giants / 6th / 158th pick / 1989"
"10",3,"Brad Daluiso",33,"",14,0,180,"6-1","San Diego St.,UCLA","12/31/1967","9",2,""
"11",82,"Thabiti Davis",25,"",13,0,205,"6-2","Wake Forest","3/24/1975","Rook",0,""
"12",27,"Ron Dayne",22,"rb",16,4,250,"5-10","Wisconsin","3/14/1978","Rook",4,"New York Giants / 1st / 11th pick / 2000"
"13",86,"Ron Dixon",24,"",12,0,190,"6-0","West Georgia,Lambuth","5/28/1976","Rook",1,"New York Giants / 3rd / 73rd pick / 2000"
"14",69,"Derek Engler",26,"",8,0,300,"6-5","Wisconsin","7/11/1974","3",1,""
"15",20,"Sam Garnes",26,"SS",15,15,225,"6-3","Cincinnati","7/12/1974","3",7,"New York Giants / 5th / 136th pick / 1997"
"16",17,"Jason Garrett",34,"",2,0,200,"6-2","Princeton,Columbia","3/28/1966","7",0,""
"17",90,"Jack Golden",23,"",16,0,240,"6-1","Oklahoma St.","1/28/1977","Rook",1,""
"18",97,"Cornelius Griffin",24,"",15,0,300,"6-3","Alabama","12/3/1976","Rook",2,"New York Giants / 2nd / 42nd pick / 2000"
"19",93,"Ryan Hale",25,"",16,0,300,"6-4","Arkansas","7/10/1975","1",1,"New York Giants / 7th / 225th pick / 1999"
"20",75,"Keith Hamilton",29,"RDT",16,16,295,"6-6","Pittsburgh","5/25/1971","8",15,"New York Giants / 4th / 99th pick / 1992"
"21",88,"Ike Hilliard",24,"WR",14,14,210,"5-11","Florida","4/5/1976","3",8,"New York Giants / 1st / 7th pick / 1997"
"22",2,"Jaret Holmes",24,"",4,0,203,"6-0","Auburn","3/3/1976","1",0,""
"23",94,"Cedric Jones",26,"DE",16,16,275,"6-4","Oklahoma","4/30/1974","4",8,"New York Giants / 1st / 5th pick / 1996"
"24",84,"Joe Jurevicius",26,"wr",14,3,230,"6-5","Penn St.","12/23/1974","2",3,"New York Giants / 2nd / 55th pick / 1998"
"25",24,"Bashir Levingston",24,"",3,0,180,"5-9","Utah St.,East. Washington","10/2/1976","1",0,""
"26",59,"Kevin Lewis",22,"",7,0,235,"6-1","Duke","10/6/1978","Rook",1,""
"27",9,"Brad Maynard",26,"",16,0,186,"6-1","Ball St.","2/9/1974","3",2,"New York Giants / 3rd / 95th pick / 1997"
"28",26,"Emmanuel McDaniel",28,"rcb",16,3,180,"5-9","East Carolina","7/27/1972","4",4,"Carolina Panthers / 4th / 111th pick / 1996"
"29",25,"Ramos McDonald",24,"",3,0,195,"5-11","New Mexico","4/30/1976","2",0,"Minnesota Vikings / 3rd / 80th pick / 1998"
"30",83,"Pete Mitchell",29,"te",14,5,243,"6-2","Boston Col.","10/9/1971","5",2,"Miami Dolphins / 4th / 122nd pick / 1995"
"31",33,"Joe Montgomery",24,"",3,0,230,"5-10","Ohio St.","6/8/1976","1",0,"New York Giants / 2nd / 49th pick / 1999"
"32",51,"Pete Monty",26,"mlb",16,1,250,"6-2","Wisconsin","7/3/1974","3",2,"New York Giants / 4th / 103rd pick / 1997"
"33",62,"Glenn Parker",34,"LG",13,13,305,"6-5","Arizona","4/22/1966","10",7,"Buffalo Bills / 3rd / 69th pick / 1990"
"34",79,"Jeremiah Parker",23,"",4,0,250,"6-5","California","11/15/1977","Rook",0,"New York Giants / 7th / 217th pick / 2000"
"35",99,"Christian Peter",28,"LDT",16,15,295,"6-3","Nebraska","10/5/1972","3",7,"New England Patriots / 5th / 149th pick / 1996"
"36",77,"Luke Petitgout",24,"RT",16,16,310,"6-6","Notre Dame","6/16/1976","1",9,"New York Giants / 1st / 19th pick / 1999"
"37",91,"Ryan Phillips",26,"LB",16,15,252,"6-4","Idaho","2/7/1974","3",8,"New York Giants / 3rd / 68th pick / 1997"
"38",78,"Mike Rosenthal",23,"lg",8,2,318,"6-7","Notre Dame","6/10/1977","1",2,"New York Giants / 5th / 149th pick / 1999"
"39",31,"Jason Sehorn",29,"rcb",14,14,213,"6-2","USC","4/15/1971","6",8,"New York Giants / 2nd / 59th pick / 1994"
"40",53,"Brandon Short",23,"",11,0,253,"6-3","Penn St.","7/11/1977","Rook",1,"New York Giants / 4th / 105th pick / 2000"
"41",28,"Reggie Stephens",25,"lb",15,1,200,"5-9","Rutgers","2/21/1975","1",2,""
"42",65,"Ron Stone*",29,"RG",15,15,325,"6-5","Boston Col.","7/20/1971","6",11,"Dallas Cowboys / 4th / 96th pick / 1993"
"43",23,"Omar Stoutmire",26,"",16,0,205,"5-11","Fresno St.","7/9/1974","3",1,"Dallas Cowboys / 7th / 224th pick / 1997"
"44",92,"Michael Strahan",29,"DE",16,16,275,"6-5","Texas Southern","11/21/1971","7",10,"New York Giants / 2nd / 40th pick / 1993"
"45",41,"Dave Thomas",32,"LCB",16,16,213,"6-3","Tennessee","8/25/1968","7",7,"Dallas Cowboys / 8th / 203rd pick / 1993"
"46",81,"Amani Toomer",26,"WR",16,14,208,"6-3","Michigan","9/8/1974","4",11,"New York Giants / 2nd / 34th pick / 1996"
"47",45,"Craig Walendy",23,"",12,0,228,"6-2","UCLA","7/11/1977","Rook",0,""
"48",29,"Damon Washington",23,"",3,0,193,"5-11","Colorado St.","2/20/1977","Rook",0,""
"49",35,"Andre Weathers",24,"",1,0,190,"6-0","Michigan","8/6/1976","1",0,"New York Giants / 6th / 205th pick / 1999"
"50",37,"Lyle West",24,"ss",16,1,210,"6-0","San Jose St.","12/20/1976","1",2,"New York Giants / 6th / 189th pick / 1999"
"51",66,"Jason Whittle",25,"rg",16,2,305,"6-4","SW Missouri St.","3/7/1975","2",2,""
"52",96,"George Williams",25,"",13,0,294,"6-3","North Carolina St.","12/8/1975","2",1,""
"53",36,"Shaun Williams",24,"FS",16,16,218,"6-2","UCLA","10/10/1976","2",8,"New York Giants / 1st / 24th pick / 1998"
"54",52,"Dusty Zeigler",27,"C",16,16,298,"6-5","Notre Dame","9/27/1973","4",9,"Buffalo Bills / 6th / 202nd pick / 1996"
"55",74,"Chris Ziemann",24,"",8,0,315,"6-7","Michigan","9/20/1976","Rook",1,""
"56",NA,"Team Total",26.3,"",16,NA,242.8,"6-2.1","","","3.2",NA,""
