"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",56,"Brian Bonner",24,"",6,0,225,"6-2","Wisconsin,Minnesota","10/9/1965","Rook",0,"San Francisco 49ers / 9th / 247th pick / 1988"
"2",53,"Jeff Bostic",31,"C",16,16,268,"6-2","Clemson","9/18/1958","9",8,""
"3",23,"Todd Bowles",26,"FS",16,16,203,"6-2","Temple","11/18/1963","3",8,""
"4",29,"Reggie Branch",27,"",10,0,232,"5-11","West Virginia St.,East Carolina","10/22/1962","4",0,""
"5",67,"Ray Brown",27,"",7,0,318,"6-5","Memphis,Arkansas St.","12/12/1962","3",1,"St. Louis Cardinals / 8th / 201st pick / 1986"
"6",21,"Earnest Byner",27,"FB",16,13,215,"5-10","East Carolina","9/15/1962","5",7,"Cleveland Browns / 10th / 280th pick / 1984"
"7",50,"Ravin Caldwell",26,"LLB",15,13,233,"6-3","Arkansas","8/4/1963","2",7,"Washington Redskins / 5th / 113th pick / 1986"
"8",84,"Gary Clark",27,"WR",15,12,173,"5-9","James Madison","5/1/1962","4",10,"Washington Redskins / 2nd / 55th pick / 1984 Supp"
"9",51,"Monte Coleman",32,"lb",15,3,242,"6-2","Central Arkansas","11/4/1957","10",4,"Washington Redskins / 11th / 289th pick / 1979"
"10",34,"Brian Davis",26,"LCB",15,9,190,"6-2","Nebraska","8/31/1963","2",5,"Washington Redskins / 2nd / 30th pick / 1987"
"11",26,"Wayne Davis",26,"",8,0,175,"5-11","Indiana St.","7/17/1963","4",1,"San Diego Chargers / 2nd / 39th pick / 1985"
"12",25,"Reggie Dupard",26,"",7,0,206,"5-11","SMU","10/30/1963","3",0,"New England Patriots / 1st / 26th pick / 1986"
"13",54,"Kurt Gouveia",25,"lb",15,1,233,"6-1","BYU","9/14/1964","2",2,"Washington Redskins / 8th / 213th pick / 1986"
"14",57,"Don Graham",25,"",1,0,244,"6-2","Penn St.","1/31/1964","2",0,"Tampa Bay Buccaneers / 4th / 84th pick / 1987"
"15",77,"Darryl Grant",30,"RDT",16,16,269,"6-1","Rice","11/22/1959","8",9,"Washington Redskins / 9th / 231st pick / 1981"
"16",28,"Darrell Green",29,"rcb",7,7,184,"5-9","Texas A&M-Kingsville","2/15/1960","6",4,"Washington Redskins / 1st / 28th pick / 1983"
"17",68,"Russ Grimm",30,"LG",12,9,273,"6-3","Pittsburgh","5/2/1959","8",5,"Washington Redskins / 3rd / 69th pick / 1981"
"18",59,"Dave Harbour",24,"",16,0,265,"6-4","Illinois","10/23/1965","1",1,""
"19",24,"Carl Harry",22,"",1,0,168,"5-9","Utah","10/26/1967","Rook",0,""
"20",16,"Stan Humphries",24,"",2,0,223,"6-2","LSU,La-Monroe","4/14/1965","Rook",0,"Washington Redskins / 6th / 159th pick / 1988"
"21",66,"Joe Jacoby",30,"RT",10,10,305,"6-7","Louisville","7/6/1959","8",5,""
"22",47,"A.J. Johnson",22,"KR",16,8,175,"5-8","Texas St.","6/22/1967","Rook",5,"Washington Redskins / 6th / 149th pick / 1989"
"23",88,"Jimmie Johnson",23,"",16,0,252,"6-2","Howard","10/6/1966","Rook",1,"Washington Redskins / 12th / 316th pick / 1989"
"24",80,"Joe Johnson",27,"PR",15,0,170,"5-8","Notre Dame","12/21/1962","Rook",1,""
"25",74,"Markus Koch",26,"ldt",10,7,270,"6-5","Boise St.","2/13/1963","3",4,"Washington Redskins / 2nd / 30th pick / 1986"
