"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",36,"Dan Alexander",23,"",7,0,257,"6-0","Nebraska","3/17/1978","Rook",0,"Tennessee Titans / 6th / 192nd pick / 2001"
"2",19,"Drew Bennett",23,"wr",14,1,206,"6-5","UCLA","8/26/1978","Rook",3,""
"3",82,"Eddie Berlin",23,"",11,0,195,"5-11","Northern Iowa","1/14/1978","Rook",0,"Tennessee Titans / 5th / 159th pick / 2001"
"4",23,"Blaine Bishop",31,"ss",5,4,197,"5-9","St. Joseph's (IN),Ball St.","7/24/1970","8",1,"Houston Oilers / 8th / 214th pick / 1993"
"5",33,"Michael Booker",26,"",16,0,203,"6-2","Nebraska","4/27/1975","4",1,"Atlanta Falcons / 1st / 11th pick / 1997"
"6",53,"Keith Bulluck",24,"mlb",15,3,235,"6-3","Syracuse","4/4/1977","1",3,"Tennessee Titans / 1st / 30th pick / 2000"
"7",93,"Kevin Carter",28,"DE",16,16,290,"6-5","Florida","9/21/1973","6",6,"St. Louis Rams / 1st / 6th pick / 1995"
"8",57,"Frank Chamberlin",23,"",16,0,235,"6-1","Boston Col.","1/2/1978","1",1,"Tennessee Titans / 5th / 160th pick / 2000"
"9",80,"Chris Coleman",24,"",16,0,202,"6-0","North Carolina St.","5/8/1977","1",0,""
"10",66,"Gennaro DiNapoli",26,"c",5,2,287,"6-3","Virginia Tech","5/25/1975","2",1,"Oakland Raiders / 4th / 109th pick / 1998"
"11",22,"Andre Dyson",22,"LCB",14,12,183,"5-10","Utah","5/25/1979","Rook",4,"Tennessee Titans / 2nd / 60th pick / 2001"
"12",87,"Kevin Dyson",26,"WR",16,16,208,"6-1","Utah","6/23/1975","3",7,"Tennessee Oilers / 1st / 16th pick / 1998"
"13",91,"Josh Evans",29,"LDT",16,16,280,"6-3","Ala-Birmingham","9/6/1972","6",7,""
"14",51,"Greg Favors",27,"LB",16,12,242,"6-1","Mississippi St.","9/30/1974","3",5,"Kansas City Chiefs / 4th / 120th pick / 1998"
"15",97,"Jason Fisk",29,"RDT",16,16,295,"6-3","Stanford","9/4/1972","6",6,"Minnesota Vikings / 7th / 243rd pick / 1995"
"16",92,"Henry Ford",30,"",16,0,295,"6-3","Arkansas","10/30/1971","7",1,"Houston Oilers / 1st / 26th pick / 1994"
"17",27,"Eddie George",28,"RB",16,16,235,"6-3","Ohio St.","9/24/1973","5",6,"Houston Oilers / 1st / 14th pick / 1996"
"18",56,"Randall Godfrey",28,"MLB",14,14,245,"6-2","Georgia","4/6/1973","5",6,"Dallas Cowboys / 2nd / 49th pick / 1996"
