"","No.","Player","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr."
"1",78,"Bruce Armstrong",33,"LT",16,16,295,"6-4","Louisville","9/7/1965","11",8,"New England Patriots / 1st / 23rd pick / 1987"
"2",86,"Mike Bartrum",28,"",16,0,245,"6-4","Marshall","6/23/1970","5",0,""
"3",11,"Drew Bledsoe",26,"QB",14,14,238,"6-5","Washington St.","2/14/1972","5",12,"New England Patriots / 1st / 1st pick / 1993"
"4",82,"Vincent Brisby",27,"wr",6,1,190,"6-3","La-Monroe","1/25/1971","5",1,"New England Patriots / 2nd / 56th pick / 1993"
"5",80,"Troy Brown",27,"PR",10,0,196,"5-10","Marshall","7/2/1971","5",3,"New England Patriots / 8th / 198th pick / 1993"
"6",54,"Tedy Bruschi",25,"rlb",16,7,247,"6-1","Arizona","6/9/1973","2",4,"New England Patriots / 3rd / 86th pick / 1996"
"7",26,"Chris Canty",22,"RCB",16,9,185,"5-9","Kansas St.","3/30/1976","1",3,"New England Patriots / 1st / 29th pick / 1997"
"8",42,"Chris Carter",24,"",16,0,201,"6-1","Texas","9/27/1974","1",1,"New England Patriots / 3rd / 89th pick / 1997"
"9",30,"Tony Carter",26,"FB",11,7,230,"6-0","Minnesota","8/23/1972","4",2,""
"10",32,"Willie Clay",28,"FS",16,16,193,"5-10","Georgia Tech","9/5/1970","6",5,"Detroit Lions / 8th / 221st pick / 1992"
"11",87,"Ben Coates*",29,"TE",14,14,245,"6-5","Livingstone","8/16/1969","7",6,"New England Patriots / 5th / 124th pick / 1991"
"12",59,"Todd Collins",28,"RLB",12,10,248,"6-2","Georgia,Tennessee,Carson-Newman","5/27/1970","6",4,"New England Patriots / 3rd / 64th pick / 1992"
"13",92,"Ferric Collons",29,"LDE",14,13,290,"6-7","California","12/4/1969","3",5,""
"14",45,"Dana Cottrell",24,"",2,0,234,"6-3","Syracuse","1/11/1974","Rook",0,""
"15",99,"Vernon Crawford",24,"lb",16,1,245,"6-4","Florida St.","6/25/1974","1",1,"New England Patriots / 5th / 159th pick / 1997"
"16",29,"Derrick Cullors",26,"KR",16,0,195,"6-0","TCU,Murray St.","12/26/1972","1",2,""
"17",61,"Damon Denson",23,"g",11,4,305,"6-4","Michigan","2/8/1975","1",3,"New England Patriots / 4th / 97th pick / 1997"
"18",90,"Chad Eaton",26,"LDT",15,14,303,"6-5","Washington St.","4/6/1972","2",7,"Arizona Cardinals / 7th / 241st pick / 1995"
"19",47,"Robert Edwards",24,"RB",16,15,218,"5-11","Georgia","10/2/1974","Rook",11,"New England Patriots / 1st / 18th pick / 1998"
"20",17,"Henry Ellard",37,"",5,0,180,"5-11","Fresno St.","7/21/1961","15",1,"Los Angeles Rams / 2nd / 32nd pick / 1983"
"21",66,"Ed Ellis",23,"",7,0,325,"6-5","Buffalo","10/13/1975","1",1,"New England Patriots / 4th / 125th pick / 1997"
"22",37,"Chris Floyd",23,"rb",16,2,231,"6-2","Michigan","6/23/1975","Rook",0,"New England Patriots / 3rd / 81st pick / 1998"
"23",88,"Terry Glenn",24,"WR",10,9,195,"5-11","Ohio St.","7/23/1974","2",7,"New England Patriots / 1st / 7th pick / 1996"
"24",63,"Heath Irwin",25,"g",13,3,300,"6-4","Colorado","6/27/1973","1",2,"New England Patriots / 4th / 101st pick / 1996"
"25",21,"Steve Israel",29,"rcb",11,7,194,"5-11","Pittsburgh","3/16/1969","6",3,"Los Angeles Rams / 2nd / 30th pick / 1992"
"26",84,"Shawn Jefferson",29,"WR",16,16,185,"5-11","Central Florida","2/22/1969","7",7,"Houston Oilers / 9th / 240th pick / 1991"
"27",52,"Ted Johnson",26,"MLB",13,13,253,"6-4","Colorado","12/4/1972","3",6,"New England Patriots / 2nd / 57th pick / 1995"
"28",34,"Tebucky Jones",24,"",16,0,218,"6-2","Syracuse","10/6/1974","Rook",1,"New England Patriots / 1st / 22nd pick / 1998"
"29",18,"Anthony Ladd",25,"",3,0,188,"6-1","Cincinnati","12/23/1973","Rook",0,""
"30",68,"Max Lane",27,"LG",16,11,315,"6-6","Navy","2/22/1971","4",6,"New England Patriots / 6th / 168th pick / 1994"
"31",24,"Ty Law*+",24,"LCB",16,16,200,"5-11","Michigan","2/10/1974","3",14,"New England Patriots / 1st / 23rd pick / 1995"
"32",28,"Steve Lofton",30,"",6,0,180,"5-9","Texas A&M","11/26/1968","7",0,""
"33",55,"Willie McGinest",27,"RDE",9,8,270,"6-5","USC","12/11/1971","4",4,"New England Patriots / 1st / 4th pick / 1994"
"34",36,"Lawyer Milloy*",25,"SS",16,16,210,"6-0","Washington","11/14/1973","2",10,"New England Patriots / 2nd / 36th pick / 1996"
"35",98,"Brandon Mitchell",23,"de",7,1,290,"6-3","Texas A&M","6/19/1975","1",1,"New England Patriots / 2nd / 59th pick / 1997"
"36",58,"Marty Moore",27,"lb",14,2,244,"6-1","Kentucky","3/19/1971","4",2,"New England Patriots / 7th / 222nd pick / 1994"
"37",77,"Zefross Moss",32,"RT",14,14,325,"6-6","Alabama St.","8/17/1966","9",7,""
"38",85,"Lovett Purnell",26,"te",16,5,245,"6-3","West Virginia","4/7/1972","2",1,"New England Patriots / 7th / 216th pick / 1996"
"39",60,"Scott Rehberg",25,"",2,0,325,"6-8","Central Michigan","11/17/1973","1",0,"New England Patriots / 7th / 230th pick / 1997"
"40",75,"Leonta Rheams",22,"",6,0,303,"6-2","Houston","8/1/1976","Rook",0,"New England Patriots / 4th / 115th pick / 1998"
"41",71,"Todd Rucci",28,"RG",16,16,296,"6-5","Penn St.","7/14/1970","5",8,"New England Patriots / 2nd / 51st pick / 1993"
"42",51,"Bernard Russ",25,"",1,0,238,"6-1","West Virginia","11/4/1973","1",0,""
"43",83,"Rod Rutledge",23,"te",16,4,262,"6-5","Alabama","8/12/1975","Rook",0,"New England Patriots / 2nd / 54th pick / 1998"
"44",44,"Harold Shaw",24,"",11,0,228,"6-0","Southern Miss","9/3/1974","Rook",0,"New England Patriots / 6th / 176th pick / 1998"
"45",23,"Sedrick Shaw",25,"rb",13,1,214,"6-0","Iowa","11/16/1973","1",2,"New England Patriots / 3rd / 61st pick / 1997"
"46",81,"Tony Simmons",24,"wr",11,6,210,"6-1","Wisconsin","12/8/1974","Rook",4,"New England Patriots / 2nd / 52nd pick / 1998"
"47",53,"Chris Slade",27,"LLB",15,15,245,"6-5","Virginia","1/30/1971","5",6,"New England Patriots / 2nd / 31st pick / 1993"
"48",94,"Greg Spires",24,"de",15,1,265,"6-1","Florida St.","8/12/1974","Rook",2,"New England Patriots / 3rd / 83rd pick / 1998"
"49",93,"Shawn Stuckey",23,"",6,0,230,"6-0","Vanderbilt,Troy","10/22/1975","Rook",1,""
"50",74,"Chris Sullivan",25,"RDE",15,10,279,"6-4","Boston Col.","3/14/1973","2",5,"New England Patriots / 4th / 119th pick / 1996"
"51",95,"Henry Thomas",33,"RDT",16,15,277,"6-2","LSU","1/12/1965","11",8,"Minnesota Vikings / 3rd / 72nd pick / 1987"
"52",19,"Tom Tupa",32,"P",16,0,225,"6-4","Ohio St.","2/6/1966","10",3,"Phoenix Cardinals / 3rd / 68th pick / 1988"
"53",4,"Adam Vinatieri",26,"K",16,0,202,"6-0","South Dakota St.","12/28/1972","2",3,""
"54",97,"Mark Wheeler",28,"dt",10,2,285,"6-3","Texas A&M","4/1/1970","6",2,"Tampa Bay Buccaneers / 3rd / 59th pick / 1992"
"55",25,"Larry Whigham",26,"",16,0,205,"6-2","La-Monroe","6/23/1972","4",1,"Seattle Seahawks / 4th / 110th pick / 1994"
"56",64,"Dave Wohlabaugh",26,"C",16,16,296,"6-3","Syracuse","4/13/1972","3",8,"New England Patriots / 4th / 112th pick / 1995"
"57",16,"Scott Zolak",31,"qb",6,2,230,"6-5","Maryland","12/13/1967","6",1,"New England Patriots / 4th / 84th pick / 1991"
"58",NA,"Team Total",26.4,"",16,NA,243.3,"6-2.2","","","3.4",NA,""
